year;tidal_level;sample;Length.mm;age
2007;low;32m3;3,4;3
2007;low;32m3;4,6;4
2007;low;32m3;4,2;2
2007;low;32m3;7,3;6
2007;low;32m3;11;9
2007;low;32m3;10;9
2007;low;32m3;10,2;8
2007;low;32m3;10,8;NA
2007;low;32m3;12,9;10
2007;low;32m3;11,3;9
2007;low;32m3;11,5;9
2007;low;32m3;13;10
2007;low;32m3;2,8;2
2007;low;32m3;3,5;3
2007;low;32m3;4,1;3
2007;low;32m3;3,1;2
2007;low;32m3;6,2;5
2007;low;32m3;7;5
2007;low;32m3;9,6;8
2007;low;32m3;8,8;6
2007;low;32m3;10,2;9
2007;low;32m3;NA;NA
2007;low;32m3;14,8;11
2007;low;32m3;16,3;12
2007;low;32m3;12,5;11
2007;low;33m1;3,5;3
2007;low;33m1;2,6;2
2007;low;33m1;4,1;4
2007;low;33m1;5,6;5
2007;low;33m1;7,3;5
2007;low;33m1;9,3;8
2007;low;33m1;9,5;8
2007;low;33m1;9,8;8
2007;low;33m1;10,6;NA
2007;low;33m1;11,3;8
2007;low;33m1;13;10
2007;low;33m1;12,6;10
2007;low;33m1;13,8;10
2007;low;33m1;14,2;NA
2007;low;33m1;NA;NA
2007;low;33m1;2,9;2
2007;low;33m1;2,6;2
2007;low;33m1;4,2;3
2007;low;33m1;6,2;5
2007;low;33m1;6,8;5
2007;low;33m1;10,3;9
2007;low;33m1;10,9;9
2007;low;33m1;11,3;9
2007;low;33m1;11,2;9
2007;low;33m1;11,8;8
2007;low;33m1;12,5;9
2007;low;33m1;12,7;9
2007;low;33m1;16,6;NA
2007;low;33m1;17,9;NA
2007;low;33m1;2,3;2
2007;low;33m1;2,1;2
2007;low;33m1;5,1;5
2007;low;33m1;3;2
2007;low;33m1;10,5;7
2007;low;33m1;9,4;8
2007;low;33m1;10,9;8
2007;low;33m1;11,5;8
2007;low;33m1;12,4;NA
2007;low;33m1;13,2;10
2007;low;33m1;12,8;9
2007;low;33m1;14,8;NA
2007;low;33m1;3;3
2007;low;28m1;1,8;1
2007;low;28m1;5,6;4
2007;low;28m1;9,3;9
2007;low;28m1;9,2;7
2007;low;28m1;10,7;8
2007;low;28m1;10,7;10
2007;low;28m1;11,8;10
2007;low;28m1;14;10
2007;low;28m1;9;NA
2007;low;28m1;8;8
2007;low;28m1;6,9;6
2007;low;28m1;10,2;8
2007;low;28m1;10,5;8
2007;low;28m1;9,2;9
2007;low;28m1;11,7;10
2007;low;28m1;11,6;9
2007;low;28m1;14,2;10
2007;low;28m1;6,3;4
2007;low;28m1;8,5;8
2007;low;28m1;8,5;8
2007;low;28m1;10,7;9
2007;low;28m1;10,5;8
2007;low;28m1;10,8;8
2007;low;28m1;11,9;NA
2007;low;28m1;14,4;12
2007;low;29m2;NA;NA
2007;low;29m2;NA;NA
2007;low;29m2;2,2;2
2007;low;29m2;7,1;5
2007;low;29m2;10,8;8
2007;low;29m2;13,5;NA
2007;low;29m2;11,2;7
2007;low;29m2;9,7;8
2007;low;29m2;11,6;NA
2007;low;29m2;13,8;10
2007;low;29m2;12,1;8
2007;low;29m2;10,7;8
2007;low;29m2;13;NA
2007;low;29m2;13,2;NA
2007;low;27m2;5,8;6
2007;low;27m2;5,6;4
2007;low;27m2;7,3;5
2007;low;27m2;7,6;6
2007;low;27m2;5,4;5
2007;low;27m2;7,5;6
2007;low;27m2;7;5
2007;low;27m2;8,2;7
2007;low;27m2;8,3;6
2007;low;27m2;9,2;5
2007;low;27m2;10,7;8
2007;low;27m2;11,7;10
2007;low;27m2;11,5;9
2007;low;27m2;11,7;10
2007;low;27m2;11,9;NA
2007;low;27m2;16,5;NA
2007;low;27m2;15;10
2007;low;27m2;NA;NA
2007;low;27m2;9,7;9
2007;low;27m2;9;NA
2007;low;27m2;10;7
2007;low;27m2;12,1;9
2007;low;27m2;11,8;10
2007;low;27m2;16,7;12
2007;low;27m2;10,3;9
2007;low;27m2;9,6;9
2007;low;27m2;11,2;9
2007;low;27m2;8,9;9
2007;low;27m2;12;11
2007;low;27m2;11,9;9
2007;low;27m2;14,5;10
2007;low;27m3;16,8;13
2007;low;27m3;4,4;3
2007;low;27m3;5,6;4
2007;low;27m3;10,1;8
2007;low;27m3;11,1;9
2007;low;27m3;17,8;14
2007;low;27m3;16,3;NA
2007;low;27m3;7,5;6
2007;low;27m3;8,7;6
2007;low;27m3;10,6;8
2007;low;27m3;12;11
2007;low;27m3;15,2;12
2007;low;27m3;NA;NA
2007;low;27m3;8,5;7
2007;low;27m3;9;7
2007;low;27m3;10,7;9
2007;low;27m3;11,4;10
2007;low;27m3;14,7;10
2007;low;35m1;1,6;NA
2007;low;35m1;3,7;2
2007;low;35m1;2;1
2007;low;35m1;3,3;2
2007;low;35m1;9,2;7
2007;low;35m1;10,3;10
2007;low;35m1;13,9;13
2007;low;35m1;4,3;2
2007;low;35m1;6,2;4
2007;low;35m1;7,6;6
2007;low;35m1;9;7
2007;low;35m1;10,3;10
2007;low;35m1;11,6;10
2007;low;35m1;15,4;13
2007;low;35m1;10,3;10
2007;low;35m1;9,2;8
2007;low;35m1;11,2;NA
2007;low;35m1;10,7;9
2007;low;35m1;12,7;11
2007;low;35m1;12,5;NA
2007;low;25m1;1,7;1
2007;low;25m1;3,2;3
2007;low;25m1;2,7;2
2007;low;25m1;3,5;2
2007;low;25m1;3,7;3
2007;low;25m1;5;3
2007;low;25m1;5,3;4
2007;low;25m1;5,5;4
2007;low;25m1;5,4;4
2007;low;25m1;2,2;2
2007;low;25m1;3,1;2
2007;low;25m1;5,3;4
2007;low;25m1;6,4;5
2007;low;25m1;7;NA
2007;low;25m1;7,9;5
2007;low;25m1;8,1;NA
2007;low;25m1;7;5
2007;low;25m1;6,9;5
2007;low;25m1;9;6
2007;low;25m1;8,8;8
2007;low;25m1;8,7;NA
2007;low;25m1;10,2;8
2007;low;25m1;10,2;8
2007;low;25m1;11;8
2007;low;25m1;9,4;5
2007;low;25m1;9,6;7
2007;low;25m1;10;5
2007;low;25m1;9,5;9
2007;low;25m1;8,4;8
2007;low;25m1;10,7;NA
2007;low;25m1;12;8
2007;low;25m1;12,5;8
2007;low;25m1;12;10
2007;low;25m1;14,8;10
2007;low;25m1;16,1;14
2007;low;25m1;17;NA
2007;low;25m1;14,3;10
2007;low;25m1;16,5;14
2007;low;25m1;15,8;NA
2007;low;29m3;9,6;7
2007;low;29m3;10;8
2007;low;29m3;9,9;9
2007;low;29m3;10,1;9
2007;low;29m3;10,7;8
2007;low;29m3;9,1;8
2007;low;29m3;12;10
2007;low;29m3;11;7
2007;low;29m3;9,7;NA
2007;low;29m3;12;NA
2007;low;29m3;13,2;NA
2007;low;29m3;11,2;10
2007;low;35m2;2,4;1
2007;low;35m2;3,4;2
2007;low;35m2;3;NA
2007;low;35m2;2,9;3
2007;low;35m2;2,5;2
2007;low;35m2;4;3
2007;low;35m2;3,7;4
2007;low;35m2;6,5;6
2007;low;35m2;4,7;3
2007;low;35m2;5,8;5
2007;low;35m2;8,2;7
2007;low;35m2;9,7;8
2007;low;35m2;8,2;7
2007;low;35m2;9,4;9
2007;low;35m2;10,1;9
2007;low;35m2;9,4;9
2007;low;35m2;11,2;10
2007;low;35m2;11,5;10
2007;low;35m2;12,9;10
2007;low;35m2;12;NA
2007;low;35m2;15;14
2007;low;35m2;14;13
2007;low;35m2;17,9;NA
2007;low;30m3;5,5;6
2007;low;30m3;7,2;5
2007;low;30m3;8,4;8
2007;low;30m3;7,6;5
2007;low;30m3;9,9;9
2007;low;30m3;10,2;8
2007;low;30m3;11,9;9
2007;low;30m3;10;7
2007;low;30m3;14,3;12
2007;low;30m3;12,8;NA
2007;low;31m3;2,9;2
2007;low;31m3;3,5;3
2007;low;31m3;1,6;1
2007;low;31m3;2,5;2
2007;low;31m3;4,6;3
2007;low;31m3;8,7;NA
2007;low;31m3;6,7;5
2007;low;31m3;8,7;8
2007;low;31m3;7,4;6
2007;low;31m3;8,3;8
2007;low;31m3;8,3;9
2007;low;31m3;10,8;9
2007;low;31m3;11,3;11
2007;low;31m3;10,6;9
2007;low;31m3;9,8;11
2007;low;31m3;10;9
2007;low;31m3;10,2;12
2007;low;31m3;9,5;9
2007;low;31m3;12,5;12
2007;low;31m3;11,5;10
2007;low;31m3;10,5;11
2007;low;31m3;11,5;NA
2007;low;31m3;11,5;11
2007;low;31m3;13,5;13
2007;low;31m3;12,8;NA
2007;low;31m3;17,7;NA
2007;low;26m1;6;6
2007;low;26m1;8,3;8
2007;low;26m1;10,2;6
2007;low;26m1;8;6
2007;low;26m1;10;10
2007;low;26m1;9,9;8
2007;low;26m1;12,6;8
2007;low;26m1;10,5;9
2007;low;26m1;11;9
2007;low;26m1;10,5;8
2007;low;26m1;10,2;8
2007;low;26m1;10,5;9
2007;low;26m1;12,2;9
2007;low;26m1;11;9
2007;low;26m1;10,7;11
2007;low;26m1;10,7;9
2007;low;26m1;11,6;9
2007;low;26m1;11,1;9
2007;low;26m1;13,3;10
2007;low;26m1;12;10
2007;low;26m1;12,5;11
2007;low;26m1;11,4;10
2007;low;26m1;13;NA
2007;low;26m1;11,7;NA
2007;low;26m1;12,3;11
2007;low;26m1;12,3;NA
2007;low;26m1;14;NA
2007;low;26m1;13,2;NA
2007;low;26m1;18,6;NA
2007;low;34m2;4,3;3
2007;low;34m2;3,5;3
2007;low;34m2;5,5;4
2007;low;34m2;4,7;3
2007;low;34m2;6,7;6
2007;low;34m2;6,5;7
2007;low;34m2;9,4;9
2007;low;34m2;9,2;8
2007;low;34m2;9,6;9
2007;low;34m2;11,2;9
2007;low;34m2;9,9;7
2007;low;34m2;11,2;NA
2007;low;34m2;13;12
2007;low;34m2;11,9;11
2007;low;34m2;15,6;NA
2007;low;34m2;12;NA
2007;low;34m2;14,1;13
2007;low;34m2;12;10
2007;low;34m2;12,1;NA
2007;low;34m2;13,1;NA
2007;low;34m2;11,8;NA
2007;low;34m1;10,8;9
2007;low;34m1;2,6;2
2007;low;34m1;3,7;3
2007;low;34m1;2,4;2
2007;low;34m1;2,3;2
2007;low;34m1;2,6;2
2007;low;34m1;1,8;1
2007;low;34m1;7,4;6
2007;low;34m1;8,9;6
2007;low;34m1;7,8;6
2007;low;34m1;9;7
2007;low;34m1;8,6;7
2007;low;34m1;7,7;6
2007;low;34m1;9,9;8
2007;low;34m1;8;7
2007;low;34m1;9,5;8
2007;low;34m1;10,9;8
2007;low;34m1;10,6;9
2007;low;34m1;11,3;10
2007;low;34m1;12,7;NA
2007;low;34m1;9,7;NA
2007;low;26m3;3,1;2
2007;low;26m3;1,5;1
2007;low;26m3;3,6;2
2007;low;26m3;3,5;2
2007;low;26m3;3,7;3
2007;low;26m3;3;2
2007;low;26m3;2,5;2
2007;low;26m3;3,5;2
2007;low;26m3;6;6
2007;low;26m3;8;7
2007;low;26m3;9,8;8
2007;low;26m3;10,2;8
2007;low;26m3;9,2;7
2007;low;26m3;10,8;10
2007;low;26m3;11;10
2007;low;26m3;10,4;8
2007;low;26m3;10,4;8
2007;low;26m3;12,4;NA
2007;low;26m3;13,2;9
2007;low;26m3;13,4;NA
2007;low;26m3;13,5;NA
2007;low;26m3;16,5;NA
2007;low;26m3;15,2;NA
2007;low;26m3;15,4;NA
2007;low;26m3;NA;NA
2007;low;30m2;NA;NA
2007;low;30m2;NA;NA
2007;low;30m2;2,7;3
2007;low;30m2;3,8;3
2007;low;30m2;5,6;5
2007;low;30m2;7,1;6
2007;low;30m2;8,6;7
2007;low;30m2;10,4;8
2007;low;30m2;10,3;9
2007;low;30m2;11,3;9
2007;low;30m2;9,8;8
2007;low;30m2;11,4;8
2007;low;30m2;8,6;7
2007;low;30m2;10;9
2007;low;30m2;11,5;12
2007;low;30m2;11,5;9
2007;low;30m2;15,8;NA
2007;low;26m2;NA;NA
2007;low;26m2;3,2;2
2007;low;26m2;3;2
2007;low;26m2;5,6;5
2007;low;26m2;6,2;5
2007;low;26m2;15,8;NA
2007;low;26m2;6,6;6
2007;low;26m2;7,6;6
2007;low;26m2;10,8;10
2007;low;26m2;10,5;9
2007;low;26m2;10,3;8
2007;low;26m2;12,4;NA
2007;low;26m2;2,2;2
2007;low;26m2;9,9;9
2007;low;26m2;10,3;8
2007;low;26m2;12,3;11
2007;low;26m2;10;9
2007;low;26m2;11,8;10
2007;low;26m2;10,8;10
2007;low;26m2;12;11
2007;low;26m2;9,9;9
2007;low;26m2;9,5;8
2007;low;26m2;11;10
2007;low;26m2;11;10
2007;low;26m2;14,6;13
2007;low;26m2;11;NA
2007;low;26m2;11,3;NA
2007;low;35m3;3,6;3
2007;low;35m3;4,8;3
2007;low;35m3;6,2;5
2007;low;35m3;11,7;8
2007;low;35m3;7,8;6
2007;low;35m3;8;7
2007;low;35m3;7,6;7
2007;low;35m3;8,6;8
2007;low;35m3;9;10
2007;low;35m3;8,7;8
2007;low;35m3;10,5;10
2007;low;35m3;7,6;6
2007;low;35m3;8,7;7
2007;low;35m3;8,6;7
2007;low;35m3;12;12
2007;low;35m3;10,8;NA
2007;low;35m3;10,5;NA
2007;low;35m3;12,6;NA
2007;low;31m1;NA;NA
2007;low;31m1;NA;NA
2007;low;31m1;3;3
2007;low;31m1;4,2;4
2007;low;31m1;3,4;3
2007;low;31m1;10,1;9
2007;low;31m1;12,6;NA
2007;low;31m1;3,5;3
2007;low;31m1;3,8;3
2007;low;31m1;4,7;4
2007;low;31m1;3,3;3
2007;low;31m1;4,8;5
2007;low;31m1;12,5;NA
2007;low;31m1;7,4;7
2007;low;31m1;6,2;5
2007;low;31m1;7,7;7
2007;low;31m1;7,5;5
2007;low;31m1;8,4;7
2007;low;31m1;12,2;NA
2007;low;31m1;10,7;9
2007;low;31m1;10,6;10
2007;low;31m1;11,5;10
2007;low;31m1;11,5;11
2007;low;31m1;10,7;9
2007;low;31m1;12,2;NA
2007;low;25m3;3,7;3
2007;low;25m3;3,1;2
2007;low;25m3;2,5;2
2007;low;25m3;4,1;3
2007;low;25m3;5,1;4
2007;low;25m3;5,3;5
2007;low;25m3;6,1;5
2007;low;25m3;9,1;6
2007;low;25m3;10,5;NA
2007;low;25m3;11;9
2007;low;25m3;11,8;9
2007;low;25m3;13,1;10
2007;low;25m3;15,8;13
2007;low;25m3;2,9;2
2007;low;25m3;2,8;2
2007;low;25m3;2,2;2
2007;low;25m3;3,3;2
2007;low;25m3;4,2;3
2007;low;25m3;5,8;4
2007;low;25m3;7,2;5
2007;low;25m3;8,5;NA
2007;low;25m3;9,9;8
2007;low;25m3;10,2;8
2007;low;25m3;10,8;6
2007;low;25m3;14,1;12
2007;low;25m3;13;10
2007;low;25m3;2,8;2
2007;low;25m3;2,7;2
2007;low;25m3;3,2;2
2007;low;25m3;4,1;3
2007;low;25m3;4,3;4
2007;low;25m3;5,9;5
2007;low;25m3;9,4;8
2007;low;25m3;9,6;8
2007;low;25m3;11,2;9
2007;low;25m3;10,9;9
2007;low;25m3;11,9;10
2007;low;25m3;15;12
2007;low;25m3;17,4;NA
2007;low;25m3;2,4;2
2007;low;25m3;3,4;3
2007;low;25m3;3,1;2
2007;low;25m3;5,3;4
2007;low;25m3;2,8;3
2007;low;25m3;5,5;4
2007;low;25m3;8,1;5
2007;low;25m3;10,1;8
2007;low;25m3;11;9
2007;low;25m3;11,1;9
2007;low;25m3;12,1;NA
2007;low;25m3;15,5;12
2007;low;25m3;17,5;13
2007;low;30m1;2,9;2
2007;low;30m1;3,3;2
2007;low;30m1;5,8;6
2007;low;30m1;9,4;8
2007;low;30m1;11,3;8
2007;low;30m1;2,6;2
2007;low;30m1;2,8;2
2007;low;30m1;7;6
2007;low;30m1;8,4;7
2007;low;30m1;12;10
2007;low;30m1;3,4;2
2007;low;30m1;2,1;2
2007;low;30m1;7,5;6
2007;low;30m1;NA;NA
2007;low;30m1;12,4;12
2007;low;30m1;3,3;3
2007;low;30m1;7,7;7
2007;low;30m1;11;NA
2007;low;30m1;15,5;NA
2007;low;30m1;6,2;5
2007;low;30m1;3,4;2
2007;low;30m1;8;7
2007;low;30m1;12,3;NA
2007;low;30m1;16,2;NA
2007;low;31m2;NA;NA
2007;low;31m2;NA;NA
2007;low;31m2;3,5;2
2007;low;31m2;4,4;3
2007;low;31m2;8,3;7
2007;low;31m2;7,8;7
2007;low;31m2;12,6;NA
2007;low;31m2;7,2;6
2007;low;31m2;7;5
2007;low;31m2;8,1;7
2007;low;31m2;10,4;9
2007;low;31m2;12,8;NA
2007;low;31m2;6;5
2007;low;31m2;7,2;5
2007;low;31m2;7,6;6
2007;low;31m2;9,5;8
2007;low;31m2;14,9;NA
2007;low;31m2;8,3;7
2007;low;31m2;8,5;8
2007;low;31m2;7,7;6
2007;low;31m2;10,7;8
2007;low;31m2;18,5;NA
2007;low;25m2;NA;NA
2007;low;25m2;2,1;1
2007;low;25m2;3,1;2
2007;low;25m2;8,4;9
2007;low;25m2;11,5;10
2007;low;25m2;13;11
2007;low;25m2;11,7;9
2007;low;25m2;14,6;NA
2007;low;25m2;5,8;5
2007;low;25m2;3,7;2
2007;low;25m2;9,5;7
2007;low;25m2;11;10
2007;low;25m2;12,2;11
2007;low;25m2;13,8;11
2007;low;25m2;15,3;NA
2007;low;25m2;6,8;5
2007;low;25m2;7,7;7
2007;low;25m2;9,7;9
2007;low;25m2;12,2;NA
2007;low;25m2;12;12
2007;low;25m2;12,1;10
2007;low;25m2;15,8;NA
2007;low;25m2;10,3;8
2007;low;25m2;8,2;6
2007;low;25m2;10,8;8
2007;low;25m2;11,5;NA
2007;low;25m2;11,7;9
2007;low;25m2;14,2;NA
