year;species;samples;Length.mm;tidal_area
2002;Mytilus edulis;M-2;14,4;
2002;Mytilus edulis;M-2;14,4;
2002;Mytilus edulis;M-2;14,5;
2002;Mytilus edulis;M-2;14,5;
2002;Mytilus edulis;M-2;14,7;
2002;Mytilus edulis;M-2;14,8;
2002;Mytilus edulis;M-2;14,9;
2002;Mytilus edulis;M-2;14,9;
2002;Mytilus edulis;M-2;14,9;
2002;Mytilus edulis;M-2;15,0;
2002;Mytilus edulis;M-2;15,0;
2002;Mytilus edulis;M-2;15,0;
2002;Mytilus edulis;M-2;15,0;
2002;Mytilus edulis;M-2;15,0;
2002;Mytilus edulis;M-2;15,2;
2002;Mytilus edulis;M-2;15,2;
2002;Mytilus edulis;M-2;15,4;
2002;Mytilus edulis;M-2;15,4;
2002;Mytilus edulis;M-2;15,4;
2002;Mytilus edulis;M-2;15,7;
2002;Mytilus edulis;M-2;16,0;
2002;Mytilus edulis;M-2;16,3;
2002;Mytilus edulis;M-2;16,5;
2002;Mytilus edulis;M-2;16,5;
2002;Mytilus edulis;M-2;16,5;
2002;Mytilus edulis;M-2;16,6;
2002;Mytilus edulis;M-2;16,7;
2002;Mytilus edulis;M-2;16,7;
2002;Mytilus edulis;M-2;17,1;
2002;Mytilus edulis;M-2;17,1;
2002;Mytilus edulis;M-2;17,4;
2002;Mytilus edulis;M-2;17,6;
2002;Mytilus edulis;M-2;17,6;
2002;Mytilus edulis;M-2;18,0;
2002;Mytilus edulis;M-2;18,2;
2002;Mytilus edulis;M-2;18,7;
2002;Mytilus edulis;M-2;20,4;
2002;Mytilus edulis;M-2;24,1;
2002;Mytilus edulis;M-2;24,6;
2002;Mytilus edulis;M-2;26,4;
2002;Mytilus edulis;M-2;30,2;
2002;Mytilus edulis;M-16;18,1;
2002;Mytilus edulis;M-16;21,3;
2002;Mytilus edulis;M-16;17,8;
2002;Mytilus edulis;M-16;20,7;
2002;Mytilus edulis;M-16;3,1;
2002;Mytilus edulis;M-16;3,5;
2002;Mytilus edulis;M-16;2,7;
2002;Mytilus edulis;M-16;2,9;
2002;Mytilus edulis;M-16;2,5;
2002;Mytilus edulis;M-16;2,8;
2002;Mytilus edulis;M-16;1,7;
2002;Mytilus edulis;M-16;2,3;
2002;Mytilus edulis;M-16;3,9;
2002;Mytilus edulis;M-16;3,3;
2002;Mytilus edulis;M-16;4,4;
2002;Mytilus edulis;M-16;2,7;
2002;Mytilus edulis;M-16;2,8;
2002;Mytilus edulis;M-16;2,9;
2002;Mytilus edulis;M-16;3,8;
2002;Mytilus edulis;M-16;3,0;
2002;Mytilus edulis;M-16;2,6;
2002;Mytilus edulis;M-16;3,9;
2002;Mytilus edulis;M-16;3,0;
2002;Mytilus edulis;M-16;4,3;
2002;Mytilus edulis;M-16;1,6;
2002;Mytilus edulis;M-16;2,3;
2002;Mytilus edulis;M-16;4,1;
2002;Mytilus edulis;M-16;1,7;
2002;Mytilus edulis;M-16;1,7;
2002;Mytilus edulis;M-16;1,7;
2002;Mytilus edulis;M-16;2,7;
2002;Mytilus edulis;M-16;1,9;
2002;Mytilus edulis;M-16;4,0;
2002;Mytilus edulis;M-16;1,6;
2002;Mytilus edulis;M-16;2,7;
2002;Mytilus edulis;M-16;4,5;
2002;Mytilus edulis;M-16;3,9;
2002;Mytilus edulis;M-16;1,3;
2002;Mytilus edulis;M-16;2,6;
2002;Mytilus edulis;M-16;2,5;
2002;Mytilus edulis;M-16;3,2;
2002;Mytilus edulis;M-16;3,0;
2002;Mytilus edulis;M-16;1,5;
2002;Mytilus edulis;M-16;2,6;
2002;Mytilus edulis;M-16;1,9;
2002;Mytilus edulis;M-16;2,3;
2002;Mytilus edulis;M-16;2,9;
2002;Mytilus edulis;M-16;3,2;
2002;Mytilus edulis;M-16;2,5;
2002;Mytilus edulis;M-16;2,2;
2002;Mytilus edulis;M-16;1,2;
2002;Mytilus edulis;M-15;20,8;
2002;Mytilus edulis;M-15;22,0;
2002;Mytilus edulis;M-15;18,6;
2002;Mytilus edulis;M-15;15,0;
2002;Mytilus edulis;M-15;16,5;
2002;Mytilus edulis;M-15;2,4;
2002;Mytilus edulis;M-15;3,3;
2002;Mytilus edulis;M-15;3,0;
2002;Mytilus edulis;M-15;2,4;
2002;Mytilus edulis;M-15;2,2;
2002;Mytilus edulis;M-15;1,4;
2002;Mytilus edulis;M-15;2,4;
2002;Mytilus edulis;M-15;2,9;
2002;Mytilus edulis;M-15;8,2;
2002;Mytilus edulis;M-15;5,4;
2002;Mytilus edulis;M-15;4,3;
2002;Mytilus edulis;M-15;2,6;
2002;Mytilus edulis;M-15;3,6;
2002;Mytilus edulis;M-15;2,4;
2002;Mytilus edulis;M-15;1,9;
2002;Mytilus edulis;M-15;2,0;
2002;Mytilus edulis;M-15;3,6;
2002;Mytilus edulis;I-3; 1,3    ;
2002;Mytilus edulis;I-3; 1,5    ;
2002;Mytilus edulis;I-3; 1,6    ;
2002;Mytilus edulis;I-3; 1,6    ;
2002;Mytilus edulis;I-3; 1,6    ;
2002;Mytilus edulis;I-3; 1,7    ;
2002;Mytilus edulis;I-3; 1,7    ;
2002;Mytilus edulis;I-3; 1,7    ;
2002;Mytilus edulis;I-3; 1,7    ;
2002;Mytilus edulis;I-3; 1,7    ;
2002;Mytilus edulis;I-3; 1,8    ;
2002;Mytilus edulis;I-3; 1,8    ;
2002;Mytilus edulis;I-3; 1,8    ;
2002;Mytilus edulis;I-3; 1,8    ;
2002;Mytilus edulis;I-3; 1,8    ;
2002;Mytilus edulis;I-3; 1,8    ;
2002;Mytilus edulis;I-3; 1,8    ;
2002;Mytilus edulis;I-3; 1,9    ;
2002;Mytilus edulis;I-3; 1,9    ;
2002;Mytilus edulis;I-3; 1,9    ;
2002;Mytilus edulis;I-3; 1,9    ;
2002;Mytilus edulis;I-3; 1,9    ;
2002;Mytilus edulis;I-3; 1,9    ;
2002;Mytilus edulis;I-3; 1,9    ;
2002;Mytilus edulis;I-3; 1,9    ;
2002;Mytilus edulis;I-3; 1,9    ;
2002;Mytilus edulis;I-3; 1,9    ;
2002;Mytilus edulis;I-3; 1,9    ;
2002;Mytilus edulis;I-3; 2,0    ;
2002;Mytilus edulis;I-3; 2,0    ;
2002;Mytilus edulis;I-3; 2,0    ;
2002;Mytilus edulis;I-3; 2,0    ;
2002;Mytilus edulis;I-3; 2,0    ;
2002;Mytilus edulis;I-3; 2,0    ;
2002;Mytilus edulis;I-3; 2,0    ;
2002;Mytilus edulis;I-3; 2,0    ;
2002;Mytilus edulis;I-3; 2,1    ;
2002;Mytilus edulis;I-3; 2,1    ;
2002;Mytilus edulis;I-3; 2,1    ;
2002;Mytilus edulis;I-3; 2,1    ;
2002;Mytilus edulis;I-3; 2,1    ;
2002;Mytilus edulis;I-3; 2,1    ;
2002;Mytilus edulis;I-3; 2,1    ;
2002;Mytilus edulis;I-3; 2,1    ;
2002;Mytilus edulis;I-3; 2,1    ;
2002;Mytilus edulis;I-3; 2,2    ;
2002;Mytilus edulis;I-3; 2,2    ;
2002;Mytilus edulis;I-3; 2,2    ;
2002;Mytilus edulis;I-3; 2,2    ;
2002;Mytilus edulis;I-3; 2,2    ;
2002;Mytilus edulis;I-3; 2,2    ;
2002;Mytilus edulis;I-3; 2,2    ;
2002;Mytilus edulis;I-3; 2,2    ;
2002;Mytilus edulis;I-3; 2,3    ;
2002;Mytilus edulis;I-3; 2,3    ;
2002;Mytilus edulis;I-3; 2,3    ;
2002;Mytilus edulis;I-3; 2,3    ;
2002;Mytilus edulis;I-3; 2,3    ;
2002;Mytilus edulis;I-3; 2,3    ;
2002;Mytilus edulis;I-3; 2,3    ;
2002;Mytilus edulis;I-3; 2,3    ;
2002;Mytilus edulis;I-3; 2,3    ;
2002;Mytilus edulis;I-3; 2,3    ;
2002;Mytilus edulis;I-3; 2,4    ;
2002;Mytilus edulis;I-3; 2,4    ;
2002;Mytilus edulis;I-3; 2,4    ;
2002;Mytilus edulis;I-3; 2,4    ;
2002;Mytilus edulis;I-3; 2,4    ;
2002;Mytilus edulis;I-3; 2,4    ;
2002;Mytilus edulis;I-3; 2,4    ;
2002;Mytilus edulis;I-3; 2,4    ;
2002;Mytilus edulis;I-3; 2,4    ;
2002;Mytilus edulis;I-3; 2,4    ;
2002;Mytilus edulis;I-3; 2,4    ;
2002;Mytilus edulis;I-3; 2,5    ;
2002;Mytilus edulis;I-3; 2,5    ;
2002;Mytilus edulis;I-3; 2,5    ;
2002;Mytilus edulis;I-3; 2,5    ;
2002;Mytilus edulis;I-3; 2,6    ;
2002;Mytilus edulis;I-3; 2,6    ;
2002;Mytilus edulis;I-3; 2,6    ;
2002;Mytilus edulis;I-3; 2,6    ;
2002;Mytilus edulis;I-3; 2,6    ;
2002;Mytilus edulis;I-3; 2,6    ;
2002;Mytilus edulis;I-3; 2,6    ;
2002;Mytilus edulis;I-3; 2,6    ;
2002;Mytilus edulis;I-3; 2,7    ;
2002;Mytilus edulis;I-3; 2,7    ;
2002;Mytilus edulis;I-3; 2,7    ;
2002;Mytilus edulis;I-3; 2,7    ;
2002;Mytilus edulis;I-3; 2,7    ;
2002;Mytilus edulis;I-3; 2,7    ;
2002;Mytilus edulis;I-3; 2,8    ;
2002;Mytilus edulis;I-3; 2,8    ;
2002;Mytilus edulis;I-3; 2,8    ;
2002;Mytilus edulis;I-3; 2,8    ;
2002;Mytilus edulis;I-3; 2,9    ;
2002;Mytilus edulis;I-3; 2,9    ;
2002;Mytilus edulis;I-3; 2,9    ;
2002;Mytilus edulis;I-3; 2,9    ;
2002;Mytilus edulis;I-3; 3,0    ;
2002;Mytilus edulis;I-3; 3,0    ;
2002;Mytilus edulis;I-3; 3,0    ;
2002;Mytilus edulis;I-3; 3,0    ;
2002;Mytilus edulis;I-3; 3,0    ;
2002;Mytilus edulis;I-3; 3,1    ;
2002;Mytilus edulis;I-3; 3,2    ;
2002;Mytilus edulis;I-3; 3,2    ;
2002;Mytilus edulis;I-3; 3,2    ;
2002;Mytilus edulis;I-3; 3,3    ;
2002;Mytilus edulis;I-3; 3,5    ;
2002;Mytilus edulis;I-3; 3,6    ;
2002;Mytilus edulis;I-3; 4,0    ;
2002;Mytilus edulis;I-3; 4,0    ;
2002;Mytilus edulis;I-3; 5,6    ;
2002;Mytilus edulis;I-3; 6,0    ;
2002;Mytilus edulis;I-3; 6,4    ;
2002;Mytilus edulis;I-3; 7,6    ;
2002;Mytilus edulis;I-3; 8,5    ;
2002;Mytilus edulis;I-3; 8,8    ;
2002;Mytilus edulis;I-3; 8,9    ;
2002;Mytilus edulis;I-3; 9,1    ;
2002;Mytilus edulis;I-3; 9,5    ;
2002;Mytilus edulis;I-3; 9,7    ;
2002;Mytilus edulis;I-3; 10,0    ;
2002;Mytilus edulis;I-3; 10,1    ;
2002;Mytilus edulis;I-3; 10,1    ;
2002;Mytilus edulis;I-3; 10,2    ;
2002;Mytilus edulis;I-3; 10,2    ;
2002;Mytilus edulis;I-3; 10,2    ;
2002;Mytilus edulis;I-3; 10,8    ;
2002;Mytilus edulis;I-3; 10,8    ;
2002;Mytilus edulis;I-3; 11,0    ;
2002;Mytilus edulis;I-3; 11,1    ;
2002;Mytilus edulis;I-3; 11,2    ;
2002;Mytilus edulis;I-3; 11,3    ;
2002;Mytilus edulis;I-3; 11,3    ;
2002;Mytilus edulis;I-3; 11,5    ;
2002;Mytilus edulis;I-3; 11,5    ;
2002;Mytilus edulis;I-3; 11,8    ;
2002;Mytilus edulis;I-3; 11,9    ;
2002;Mytilus edulis;I-3; 11,9    ;
2002;Mytilus edulis;I-3; 12,0    ;
2002;Mytilus edulis;I-3; 12,0    ;
2002;Mytilus edulis;I-3; 12,1    ;
2002;Mytilus edulis;I-3; 12,2    ;
2002;Mytilus edulis;I-3; 12,3    ;
2002;Mytilus edulis;I-3; 12,3    ;
2002;Mytilus edulis;I-3; 12,3    ;
2002;Mytilus edulis;I-3; 12,5    ;
2002;Mytilus edulis;I-3; 12,5    ;
2002;Mytilus edulis;I-3; 12,6    ;
2002;Mytilus edulis;I-3; 12,6    ;
2002;Mytilus edulis;I-3; 12,9    ;
2002;Mytilus edulis;I-3; 12,9    ;
2002;Mytilus edulis;I-3; 13,0    ;
2002;Mytilus edulis;I-3; 13,0    ;
2002;Mytilus edulis;I-3; 13,0    ;
2002;Mytilus edulis;I-3; 13,0    ;
2002;Mytilus edulis;I-3; 13,0    ;
2002;Mytilus edulis;I-3; 13,4    ;
2002;Mytilus edulis;I-3; 13,4    ;
2002;Mytilus edulis;I-3; 13,4    ;
2002;Mytilus edulis;I-3; 13,6    ;
2002;Mytilus edulis;I-3; 13,8    ;
2002;Mytilus edulis;I-3; 13,8    ;
2002;Mytilus edulis;I-3; 13,8    ;
2002;Mytilus edulis;I-3; 14,0    ;
2002;Mytilus edulis;I-3; 14,0    ;
2002;Mytilus edulis;I-3; 14,1    ;
2002;Mytilus edulis;I-3; 14,1    ;
2002;Mytilus edulis;I-3; 14,1    ;
2002;Mytilus edulis;I-3; 14,3    ;
2002;Mytilus edulis;I-3; 14,3    ;
2002;Mytilus edulis;I-3; 14,3    ;
2002;Mytilus edulis;I-3; 14,7    ;
2002;Mytilus edulis;I-3; 14,8    ;
2002;Mytilus edulis;I-3; 15,0    ;
2002;Mytilus edulis;I-3; 15,0    ;
2002;Mytilus edulis;I-3; 15,0    ;
2002;Mytilus edulis;I-3; 15,0    ;
2002;Mytilus edulis;I-3; 15,0    ;
2002;Mytilus edulis;I-3; 15,0    ;
2002;Mytilus edulis;I-3; 15,1    ;
2002;Mytilus edulis;I-3; 15,3    ;
2002;Mytilus edulis;I-3; 15,3    ;
2002;Mytilus edulis;I-3; 15,3    ;
2002;Mytilus edulis;I-3; 15,3    ;
2002;Mytilus edulis;I-3; 15,4    ;
2002;Mytilus edulis;I-3; 15,4    ;
2002;Mytilus edulis;I-3; 15,4    ;
2002;Mytilus edulis;I-3; 15,5    ;
2002;Mytilus edulis;I-3; 15,5    ;
2002;Mytilus edulis;I-3; 15,5    ;
2002;Mytilus edulis;I-3; 15,6    ;
2002;Mytilus edulis;I-3; 15,6    ;
2002;Mytilus edulis;I-3; 15,6    ;
2002;Mytilus edulis;I-3; 15,7    ;
2002;Mytilus edulis;I-3; 15,9    ;
2002;Mytilus edulis;I-3; 16,0    ;
2002;Mytilus edulis;I-3; 16,0    ;
2002;Mytilus edulis;I-3; 16,0    ;
2002;Mytilus edulis;I-3; 16,1    ;
2002;Mytilus edulis;I-3; 16,3    ;
2002;Mytilus edulis;I-3; 16,5    ;
2002;Mytilus edulis;I-3; 16,5    ;
2002;Mytilus edulis;I-3; 17,0    ;
2002;Mytilus edulis;I-3; 17,0    ;
2002;Mytilus edulis;I-3; 17,0    ;
2002;Mytilus edulis;I-3; 17,0    ;
2002;Mytilus edulis;I-3; 17,0    ;
2002;Mytilus edulis;I-3; 17,0    ;
2002;Mytilus edulis;I-3; 17,3    ;
2002;Mytilus edulis;I-3; 17,5    ;
2002;Mytilus edulis;I-3; 17,5    ;
2002;Mytilus edulis;I-3; 17,5    ;
2002;Mytilus edulis;I-3; 17,5    ;
2002;Mytilus edulis;I-3; 17,5    ;
2002;Mytilus edulis;I-3; 17,6    ;
2002;Mytilus edulis;I-3; 17,7    ;
2002;Mytilus edulis;I-3; 18,0    ;
2002;Mytilus edulis;I-3; 18,0    ;
2002;Mytilus edulis;I-3; 18,0    ;
2002;Mytilus edulis;I-3; 18,4    ;
2002;Mytilus edulis;I-3; 18,9    ;
2002;Mytilus edulis;I-3; 19,3    ;
2002;Mytilus edulis;I-3; 19,3    ;
2002;Mytilus edulis;I-3; 19,4    ;
2002;Mytilus edulis;I-3; 19,4    ;
2002;Mytilus edulis;I-3; 19,6    ;
2002;Mytilus edulis;I-3; 19,8    ;
2002;Mytilus edulis;I-3; 20,0    ;
2002;Mytilus edulis;I-3; 20,8    ;
2002;Mytilus edulis;I-3; 20,8    ;
2002;Mytilus edulis;I-3; 25,1    ;
2002;Mytilus edulis;II-1;6,3;
2002;Mytilus edulis;III-1;12,2;
2002;Mytilus edulis;III-1;2,4;
2002;Mytilus edulis;III-1;2,5;
2002;Mytilus edulis;III-1;2,4;
2002;Mytilus edulis;III-1;1,8;
2002;Mytilus edulis;III-1;3,9;
2002;Mytilus edulis;IV-2;3,4;
2002;Mytilus edulis;IV-3;3,0;
2002;Mytilus edulis;V-1;1,6;
2002;Mytilus edulis;V-1;1,7;
2002;Mytilus edulis;V-1;1,8;
2002;Mytilus edulis;V-1;1,9;
2002;Mytilus edulis;V-1;1,9;
2002;Mytilus edulis;V-1;1,9;
2002;Mytilus edulis;V-1;2,0;
2002;Mytilus edulis;V-1;2,1;
2002;Mytilus edulis;V-1;2,1;
2002;Mytilus edulis;V-1;2,2;
2002;Mytilus edulis;V-1;2,2;
2002;Mytilus edulis;V-1;2,2;
2002;Mytilus edulis;V-1;2,2;
2002;Mytilus edulis;V-1;2,3;
2002;Mytilus edulis;V-1;2,4;
2002;Mytilus edulis;V-1;2,4;
2002;Mytilus edulis;V-1;2,4;
2002;Mytilus edulis;V-1;2,4;
2002;Mytilus edulis;V-1;2,5;
2002;Mytilus edulis;V-1;2,5;
2002;Mytilus edulis;V-1;2,5;
2002;Mytilus edulis;V-1;2,5;
2002;Mytilus edulis;V-1;2,6;
2002;Mytilus edulis;V-1;2,6;
2002;Mytilus edulis;V-1;2,6;
2002;Mytilus edulis;V-1;2,6;
2002;Mytilus edulis;V-1;2,7;
2002;Mytilus edulis;V-1;2,7;
2002;Mytilus edulis;V-1;2,7;
2002;Mytilus edulis;V-1;2,8;
2002;Mytilus edulis;V-1;2,8;
2002;Mytilus edulis;V-1;2,9;
2002;Mytilus edulis;V-1;3,0;
2002;Mytilus edulis;V-1;3,0;
2002;Mytilus edulis;V-1;3,1;
2002;Mytilus edulis;V-1;3,1;
2002;Mytilus edulis;V-1;3,1;
2002;Mytilus edulis;V-1;3,2;
2002;Mytilus edulis;V-1;3,3;
2002;Mytilus edulis;V-1;3,4;
2002;Mytilus edulis;V-1;3,4;
2002;Mytilus edulis;V-1;3,4;
2002;Mytilus edulis;V-1;3,5;
2002;Mytilus edulis;V-1;3,5;
2002;Mytilus edulis;V-1;3,6;
2002;Mytilus edulis;V-1;3,7;
2002;Mytilus edulis;V-1;3,8;
2002;Mytilus edulis;V-1;3,8;
2002;Mytilus edulis;V-1;3,8;
2002;Mytilus edulis;V-1;3,9;
2002;Mytilus edulis;V-1;4,1;
2002;Mytilus edulis;V-1;4,1;
2002;Mytilus edulis;V-1;4,2;
2002;Mytilus edulis;V-1;4,5;
2002;Mytilus edulis;V-1;4,6;
2002;Mytilus edulis;V-1;4,9;
2002;Mytilus edulis;V-1;4,9;
2002;Mytilus edulis;V-1;5,1;
2002;Mytilus edulis;V-1;5,2;
2002;Mytilus edulis;V-1;5,2;
2002;Mytilus edulis;V-1;5,3;
2002;Mytilus edulis;V-1;5,3;
2002;Mytilus edulis;V-1;5,4;
2002;Mytilus edulis;V-1;5,6;
2002;Mytilus edulis;V-1;6,4;
2002;Mytilus edulis;V-1;7,6;
2002;Mytilus edulis;V-2;1,5;
2002;Mytilus edulis;V-2;2,0;
2002;Mytilus edulis;V-2;2,0;
2002;Mytilus edulis;V-2;2,1;
2002;Mytilus edulis;V-2;2,2;
2002;Mytilus edulis;V-2;2,2;
2002;Mytilus edulis;V-2;2,2;
2002;Mytilus edulis;V-2;2,4;
2002;Mytilus edulis;V-2;2,5;
2002;Mytilus edulis;V-2;2,5;
2002;Mytilus edulis;V-2;2,5;
2002;Mytilus edulis;V-2;2,6;
2002;Mytilus edulis;V-2;2,6;
2002;Mytilus edulis;V-2;2,7;
2002;Mytilus edulis;V-2;2,7;
2002;Mytilus edulis;V-2;2,8;
2002;Mytilus edulis;V-2;2,9;
2002;Mytilus edulis;V-2;2,9;
2002;Mytilus edulis;V-2;2,9;
2002;Mytilus edulis;V-2;2,9;
2002;Mytilus edulis;V-2;3,0;
2002;Mytilus edulis;V-2;3,1;
2002;Mytilus edulis;V-2;3,1;
2002;Mytilus edulis;V-2;3,2;
2002;Mytilus edulis;V-2;3,2;
2002;Mytilus edulis;V-2;3,2;
2002;Mytilus edulis;V-2;3,4;
2002;Mytilus edulis;V-2;3,5;
2002;Mytilus edulis;V-2;3,5;
2002;Mytilus edulis;V-2;3,6;
2002;Mytilus edulis;V-2;3,6;
2002;Mytilus edulis;V-2;3,6;
2002;Mytilus edulis;V-2;3,7;
2002;Mytilus edulis;V-2;3,7;
2002;Mytilus edulis;V-2;3,8;
2002;Mytilus edulis;V-2;3,8;
2002;Mytilus edulis;V-2;3,9;
2002;Mytilus edulis;V-2;3,9;
2002;Mytilus edulis;V-2;4,1;
2002;Mytilus edulis;V-2;4,2;
2002;Mytilus edulis;V-2;4,4;
2002;Mytilus edulis;V-2;4,6;
2002;Mytilus edulis;V-2;4,6;
2002;Mytilus edulis;V-2;4,7;
2002;Mytilus edulis;V-2;4,7;
2002;Mytilus edulis;V-2;4,9;
2002;Mytilus edulis;V-2;5,1;
2002;Mytilus edulis;V-2;5,3;
2002;Mytilus edulis;V-2;5,5;
2002;Mytilus edulis;V-2;5,7;
2002;Mytilus edulis;V-2;5,9;
2002;Mytilus edulis;V-2;6,0;
2002;Mytilus edulis;V-2;6,2;
2002;Mytilus edulis;V-2;6,2;
2002;Mytilus edulis;V-2;7,7;
2002;Mytilus edulis;V-2;10,4;
2002;Mytilus edulis;V-2;16,0;
2002;Mytilus edulis;V-2;16,3;
2002;Mytilus edulis;V-2;17,6;
2002;Mytilus edulis;V-2;18,8;
2002;Mytilus edulis;V-3;1,0;
2002;Mytilus edulis;V-3;1,2;
2002;Mytilus edulis;V-3;1,4;
2002;Mytilus edulis;V-3;1,6;
2002;Mytilus edulis;V-3;1,6;
2002;Mytilus edulis;V-3;1,6;
2002;Mytilus edulis;V-3;1,7;
2002;Mytilus edulis;V-3;1,7;
2002;Mytilus edulis;V-3;1,8;
2002;Mytilus edulis;V-3;1,9;
2002;Mytilus edulis;V-3;1,9;
2002;Mytilus edulis;V-3;2,0;
2002;Mytilus edulis;V-3;2,0;
2002;Mytilus edulis;V-3;2,1;
2002;Mytilus edulis;V-3;2,1;
2002;Mytilus edulis;V-3;2,1;
2002;Mytilus edulis;V-3;2,2;
2002;Mytilus edulis;V-3;2,2;
2002;Mytilus edulis;V-3;2,2;
2002;Mytilus edulis;V-3;2,2;
2002;Mytilus edulis;V-3;2,2;
2002;Mytilus edulis;V-3;2,2;
2002;Mytilus edulis;V-3;2,3;
2002;Mytilus edulis;V-3;2,3;
2002;Mytilus edulis;V-3;2,3;
2002;Mytilus edulis;V-3;2,3;
2002;Mytilus edulis;V-3;2,3;
2002;Mytilus edulis;V-3;2,3;
2002;Mytilus edulis;V-3;2,4;
2002;Mytilus edulis;V-3;2,4;
2002;Mytilus edulis;V-3;2,5;
2002;Mytilus edulis;V-3;2,5;
2002;Mytilus edulis;V-3;2,5;
2002;Mytilus edulis;V-3;2,5;
2002;Mytilus edulis;V-3;2,5;
2002;Mytilus edulis;V-3;2,5;
2002;Mytilus edulis;V-3;2,5;
2002;Mytilus edulis;V-3;2,6;
2002;Mytilus edulis;V-3;2,6;
2002;Mytilus edulis;V-3;2,6;
2002;Mytilus edulis;V-3;2,6;
2002;Mytilus edulis;V-3;2,6;
2002;Mytilus edulis;V-3;2,6;
2002;Mytilus edulis;V-3;2,6;
2002;Mytilus edulis;V-3;2,7;
2002;Mytilus edulis;V-3;2,7;
2002;Mytilus edulis;V-3;2,7;
2002;Mytilus edulis;V-3;2,7;
2002;Mytilus edulis;V-3;2,7;
2002;Mytilus edulis;V-3;2,7;
2002;Mytilus edulis;V-3;2,7;
2002;Mytilus edulis;V-3;2,7;
2002;Mytilus edulis;V-3;2,8;
2002;Mytilus edulis;V-3;2,8;
2002;Mytilus edulis;V-3;2,8;
2002;Mytilus edulis;V-3;2,8;
2002;Mytilus edulis;V-3;2,8;
2002;Mytilus edulis;V-3;2,8;
2002;Mytilus edulis;V-3;2,8;
2002;Mytilus edulis;V-3;2,8;
2002;Mytilus edulis;V-3;2,9;
2002;Mytilus edulis;V-3;2,9;
2002;Mytilus edulis;V-3;2,9;
2002;Mytilus edulis;V-3;2,9;
2002;Mytilus edulis;V-3;2,9;
2002;Mytilus edulis;V-3;2,9;
2002;Mytilus edulis;V-3;2,9;
2002;Mytilus edulis;V-3;2,9;
2002;Mytilus edulis;V-3;3,0;
2002;Mytilus edulis;V-3;3,0;
2002;Mytilus edulis;V-3;3,0;
2002;Mytilus edulis;V-3;3,0;
2002;Mytilus edulis;V-3;3,1;
2002;Mytilus edulis;V-3;3,1;
2002;Mytilus edulis;V-3;3,1;
2002;Mytilus edulis;V-3;3,1;
2002;Mytilus edulis;V-3;3,1;
2002;Mytilus edulis;V-3;3,2;
2002;Mytilus edulis;V-3;3,2;
2002;Mytilus edulis;V-3;3,2;
2002;Mytilus edulis;V-3;3,2;
2002;Mytilus edulis;V-3;3,2;
2002;Mytilus edulis;V-3;3,2;
2002;Mytilus edulis;V-3;3,2;
2002;Mytilus edulis;V-3;3,3;
2002;Mytilus edulis;V-3;3,3;
2002;Mytilus edulis;V-3;3,3;
2002;Mytilus edulis;V-3;3,4;
2002;Mytilus edulis;V-3;3,4;
2002;Mytilus edulis;V-3;3,4;
2002;Mytilus edulis;V-3;3,4;
2002;Mytilus edulis;V-3;3,4;
2002;Mytilus edulis;V-3;3,5;
2002;Mytilus edulis;V-3;3,5;
2002;Mytilus edulis;V-3;3,5;
2002;Mytilus edulis;V-3;3,5;
2002;Mytilus edulis;V-3;3,5;
2002;Mytilus edulis;V-3;3,6;
2002;Mytilus edulis;V-3;3,6;
2002;Mytilus edulis;V-3;3,6;
2002;Mytilus edulis;V-3;3,7;
2002;Mytilus edulis;V-3;3,7;
2002;Mytilus edulis;V-3;3,7;
2002;Mytilus edulis;V-3;3,7;
2002;Mytilus edulis;V-3;3,8;
2002;Mytilus edulis;V-3;3,9;
2002;Mytilus edulis;V-3;3,9;
2002;Mytilus edulis;V-3;3,9;
2002;Mytilus edulis;V-3;4,0;
2002;Mytilus edulis;V-3;4,0;
2002;Mytilus edulis;V-3;4,0;
2002;Mytilus edulis;V-3;4,0;
2002;Mytilus edulis;V-3;4,0;
2002;Mytilus edulis;V-3;4,1;
2002;Mytilus edulis;V-3;4,1;
2002;Mytilus edulis;V-3;4,2;
2002;Mytilus edulis;V-3;4,2;
2002;Mytilus edulis;V-3;4,3;
2002;Mytilus edulis;V-3;4,4;
2002;Mytilus edulis;V-3;4,5;
2002;Mytilus edulis;V-3;4,5;
2002;Mytilus edulis;V-3;4,8;
2002;Mytilus edulis;V-3;4,9;
2002;Mytilus edulis;V-3;4,9;
2002;Mytilus edulis;V-3;5,0;
2002;Mytilus edulis;V-3;5,0;
2002;Mytilus edulis;V-3;5,1;
2002;Mytilus edulis;V-3;5,1;
2002;Mytilus edulis;V-3;5,2;
2002;Mytilus edulis;V-3;5,3;
2002;Mytilus edulis;V-3;5,4;
2002;Mytilus edulis;V-3;5,4;
2002;Mytilus edulis;V-3;5,5;
2002;Mytilus edulis;V-3;5,6;
2002;Mytilus edulis;V-3;5,6;
2002;Mytilus edulis;V-3;5,7;
2002;Mytilus edulis;V-3;6,0;
2002;Mytilus edulis;V-3;6,0;
2002;Mytilus edulis;V-3;6,5;
2002;Mytilus edulis;V-3;6,5;
2002;Mytilus edulis;V-3;7,0;
2002;Mytilus edulis;V-3;14,3;
2002;Mytilus edulis;VII-2;12,3;
2002;Mytilus edulis;VII-2;11,8;
2002;Mytilus edulis;VII-2;18,0;
2002;Mytilus edulis;VII-2;19,0;
2002;Mytilus edulis;VIII-1;2,2;
