year;station;sample;square;species;N.indd;B.mg
2005;3;III-1;30;Mytilus edulis;2;5
2005;3;III-1;245;Cricotopus sp;29;4
2005;3;III-1;30;Onisimus (Pseudalibrotus) litoralis;1;4
2005;3;III-1;30;Macoma balthica;1;235
2005;3;III-1;30;Cerastoderma edule;1;500
2006;1;I-3;245;Fabricia sabella;525;
2006;1;I-3;245;Pygospio elegans;57;
2006;1;I-3;30;Capitella capitata;10;
2006;1;I-3;245;Polydora quadrilobata;16;
2006;1;I-3;30;Calliopius laevisculus;1;
2006;1;I-3;245;Cricotopus sp;25;
2006;1;I-3;245;Tubificoides benedeni;142;
2006;1;I-3;245;Tubifex costatus;7;
2006;1;I-3;245;Clitellio arenarius;31;
2006;1;I-3;245;Enchytraeidae gen sp;41;
2006;1;I-3;245;Olygochaeta long sick;16;
2006;1;I-3;245;Paranais littoralis;1;
2006;1;I-3;30;Lineus sp;7;
2006;1;I-3;30;Nainereis quadricuspida;3;
2006;1;I-3;30;Littorina saxatilis;12;
2006;1;I-3;30;Littorina obtusata;4;
2006;1;I-3;30;Turtonia minuta;1;
2006;1;I-3;30;Scoloplos armiger;10;
2006;1;I-3;30;Mytilus edulis;114;
2006;1;I-1;245;Fabricia sabella;1013;
2006;1;I-1;245;Cricotopus sp;57;
2006;1;I-1;245;Pygospio elegans;78;
2006;1;I-1;245;Polydora quadrilobata;5;
2006;1;I-1;245;Clitellio arenarius;98;
2006;1;I-1;245;Tubifex costatus;9;
2006;1;I-1;245;Tubificoides benedeni;143;
2006;1;I-1;245;Enchytraeidae gen sp;48;
2006;1;I-1;245;Olygochaeta long sick;45;
2006;1;I-1;30;Capitella capitata;24;
2006;1;I-1;30;Littorina saxatilis;5;
2006;1;I-1;30;Nainereis quadricuspida;6;
2006;1;I-1;30;Lineus sp;10;
2006;1;I-1;30;Scoloplos armiger;32;
2006;1;I-1;30;Mytilus edulis;83;
2006;1;I-2;245;Fabricia sabella;784;
2006;1;I-2;245;Pygospio elegans;65;
2006;1;I-2;245;Cricotopus sp;36;
2006;1;I-2;245;Polydora quadrilobata;4;
2006;1;I-2;30;Capitella capitata;16;
2006;1;I-2;245;Enchytraeidae gen sp;29;
2006;1;I-2;245;Tubificoides benedeni;163;
2006;1;I-2;245;Tubifex costatus;18;
2006;1;I-2;245;Clitellio arenarius;121;
2006;1;I-2;245;Olygochaeta long sick;48;
2006;1;I-2;30;Scoloplos armiger;9;
2006;1;I-2;30;Lineus sp;7;
2006;1;I-2;30;Littorina littorea;1;
2006;1;I-2;30;Littorina saxatilis;9;
2006;1;I-2;30;Nudibranchia;1;
2006;1;I-2;30;Macoma balthica;1;
2006;1;I-2;30;Mytilus edulis;67;
2006;3;III-1;245;Fabricia sabella;489;
2006;3;III-1;245;Pygospio elegans;57;
2006;3;III-1;245;Cricotopus sp;39;
2006;3;III-1;245;Olygochaeta long sick;2;
2006;3;III-1;245;Paranais littoralis;2;
2006;3;III-1;245;Tubificoides benedeni;68;
2006;3;III-1;30;Eteone longa;1;
2006;3;III-1;245;Tubifex costatus;31;
2006;3;III-1;245;Enchytraeidae gen sp;80;
2006;3;III-1;245;Clitellio arenarius;21;
2006;3;III-1;30;Capitella capitata;33;
2006;3;III-1;30;Scoloplos armiger;14;
2006;3;III-1;30;Nainereis quadricuspida;1;
2006;3;III-1;30;Macoma balthica;2;
2006;3;III-1;30;Mytilus edulis;21;
2006;3;III-1;30;Cerastoderma edule;1;
2006;3;III-2;245;Fabricia sabella;405;
2006;3;III-2;245;Pygospio elegans;38;
2006;3;III-2;245;Cricotopus sp;83;
2006;3;III-2;245;Polydora quadrilobata;2;
2006;3;III-2;245;Enchytraeidae gen sp;57;
2006;3;III-2;245;Tubificoides benedeni;38;
2006;3;III-2;245;Clitellio arenarius;12;
2006;3;III-2;30;Capitella capitata;33;
2006;3;III-2;245;Tubifex costatus;18;
2006;3;III-2;30;Lineus sp;1;
2006;3;III-2;30;Arenicola marina;1;
2006;3;III-2;30;Scoloplos armiger;3;
2006;3;III-2;30;Macoma balthica;4;
2006;3;III-2;30;Mytilus edulis;21;
2006;3;III-3;245;Fabricia sabella;685;
2006;3;III-3;245;Pygospio elegans;77;
2006;3;III-3;245;Cricotopus sp;61;
2006;3;III-3;245;Tubificoides benedeni;65;
2006;3;III-3;245;Tubifex costatus;19;
2006;3;III-3;245;Clitellio arenarius;21;
2006;3;III-3;245;Enchytraeidae gen sp;89;
2006;3;III-3;245;Olygochaeta long sick;1;
2006;3;III-3;30;Capitella capitata;23;
2006;3;III-3;30;Lineus sp;2;
2006;3;III-3;30;Scoloplos armiger;1;
2006;3;III-3;245;Paranais littoralis;6;
2006;3;III-3;30;Arenicola marina;1;
2006;3;III-3;30;Mytilus edulis;14;
2006;3;III-3;30;Littorina saxatilis;1;
2006;3;III-3;30;Mya arenaria;1;
2006;3;III-3;30;Cerastoderma edule;1;
2006;3;III-3;30;Macoma balthica;2;
2006;2;II-1;245;Pygospio elegans;110;
2006;2;II-1;245;Tubificoides benedeni;3;
2006;2;II-1;245;Enchytraeidae gen sp;2;
2006;2;II-1;245;Fabricia sabella;2;
2006;2;II-1;245;Cricotopus sp;2;
2006;2;II-1;30;Capitella capitata;20;
2006;2;II-1;30;Onisimus (Pseudalibrotus) litoralis;3;
2006;2;II-2;245;Fabricia sabella;8;
2006;2;II-2;245;Pygospio elegans;178;
2006;2;II-2;245;Tubifex costatus;2;
2006;2;II-2;245;Tubificoides benedeni;13;
2006;2;II-2;245;Cricotopus sp;21;
2006;2;II-2;245;Enchytraeidae gen sp;4;
2006;2;II-2;30;Capitella capitata;72;
2006;2;II-2;245;Clitellio arenarius;1;
2006;2;II-2;30;Arenicola marina;1;
2006;2;II-2;30;Macoma balthica;1;
2006;2;II-2;30;Onisimus (Pseudalibrotus) litoralis;2;
2006;2;II-3;245;Fabricia sabella;7;
2006;2;II-3;245;Pygospio elegans;241;
2006;2;II-3;245;Clitellio arenarius;18;
2006;2;II-3;30;Capitella capitata;23;
2006;2;II-3;245;Tubificoides benedeni;33;
2006;2;II-3;245;Cricotopus sp;9;
2006;2;II-3;245;Enchytraeidae gen sp;2;
2006;2;II-3;30;Onisimus (Pseudalibrotus) litoralis;2;
2006;2;II-3;245;Olygochaeta long sick;1;
2006;2;II-3;245;Paranais littoralis;2;
2006;2;II-3;30;Macoma balthica;2;
2007;1;I-1;245;Fabricia sabella;540;0,29
2007;1;I-1;30;Fabricia sabella;;
2007;1;I-2;245;Fabricia sabella;433;0,174
2007;1;I-2;30;Fabricia sabella;;
2007;1;I-3;245;Fabricia sabella;382;0,166
2007;1;I-3;30;Fabricia sabella;;
2007;2;II-1;245;Fabricia sabella;;
2007;2;II-1;30;Fabricia sabella;;
2007;2;II-2;245;Fabricia sabella;1;0,001
2007;2;II-2;30;Fabricia sabella;;
2007;2;II-3;245;Fabricia sabella;;
2007;2;II-3;30;Fabricia sabella;;
2007;3;III-1;245;Fabricia sabella;26;0,012
2007;3;III-1;30;Fabricia sabella;;
2007;3;III-2;245;Fabricia sabella;81;0,052
2007;3;III-2;30;Fabricia sabella;;
2007;3;III-3;245;Fabricia sabella;588;0,286
2007;3;III-3;30;Fabricia sabella;;
2007;1;I-1;245;Cricotopus sp;51;0,006
2007;1;I-1;30;Cricotopus sp;;
2007;1;I-2;245;Cricotopus sp;96;0,12
2007;1;I-2;30;Cricotopus sp;;
2007;1;I-3;245;Cricotopus sp;27;0,013
2007;1;I-3;30;Cricotopus sp;;
2007;2;II-1;245;Cricotopus sp;4;0,001
2007;2;II-1;30;Cricotopus sp;;
2007;2;II-2;245;Cricotopus sp;;
2007;2;II-2;30;Cricotopus sp;;
2007;2;II-3;245;Cricotopus sp;3;0,001
2007;2;II-3;30;Cricotopus sp;;
2007;3;III-1;245;Cricotopus sp;19;0,003
2007;3;III-1;30;Cricotopus sp;;
2007;3;III-2;245;Cricotopus sp;10;0,004
2007;3;III-2;30;Cricotopus sp;;
2007;3;III-3;245;Cricotopus sp;44;0,005
2007;3;III-3;30;Cricotopus sp;;
2007;1;I-1;245;Capitella capitata;;
2007;1;I-1;30;Capitella capitata;;
2007;1;I-2;245;Capitella capitata;6;0,002
2007;1;I-2;30;Capitella capitata;0;0
2007;1;I-3;245;Capitella capitata;9;0,009
2007;1;I-3;30;Capitella capitata;;
2007;2;II-1;245;Capitella capitata;;
2007;2;II-1;30;Capitella capitata;;
2007;2;II-2;245;Capitella capitata;6;0,004
2007;2;II-2;30;Capitella capitata;;
2007;2;II-3;245;Capitella capitata;5;
2007;2;II-3;30;Capitella capitata;0;0
2007;3;III-1;245;Capitella capitata;;
2007;3;III-1;30;Capitella capitata;;
2007;3;III-2;245;Capitella capitata;3;0,005
2007;3;III-2;30;Capitella capitata;;
2007;3;III-3;245;Capitella capitata;16;0,009
2007;3;III-3;30;Capitella capitata;;
2007;1;I-1;245;Pygospio elegans;126;0,099
2007;1;I-1;30;Pygospio elegans;;
2007;1;I-2;245;Pygospio elegans;51;0,036
2007;1;I-2;30;Pygospio elegans;;
2007;1;I-3;245;Pygospio elegans;42;0,042
2007;1;I-3;30;Pygospio elegans;;
2007;2;II-1;245;Pygospio elegans;19;0,011
2007;2;II-1;30;Pygospio elegans;;
2007;2;II-2;245;Pygospio elegans;459;0,237
2007;2;II-2;30;Pygospio elegans;;
2007;2;II-3;245;Pygospio elegans;127;0,065
2007;2;II-3;30;Pygospio elegans;;
2007;3;III-1;245;Pygospio elegans;16;0,021
2007;3;III-1;30;Pygospio elegans;;
2007;3;III-2;245;Pygospio elegans;23;0,014
2007;3;III-2;30;Pygospio elegans;;
2007;3;III-3;245;Pygospio elegans;68;0,048
2007;3;III-3;30;Pygospio elegans;;
2007;1;I-1;245;Lineus sp;2;0,026
2007;1;I-1;30;Lineus sp;;
2007;1;I-2;245;Lineus sp;;
2007;1;I-2;30;Lineus sp;11;0,098
2007;1;I-3;245;Lineus sp;9;0,072
2007;1;I-3;30;Lineus sp;;
2007;2;II-1;245;Lineus sp;;
2007;2;II-1;30;Lineus sp;;
2007;2;II-2;245;Lineus sp;;
2007;2;II-2;30;Lineus sp;;
2007;2;II-3;245;Lineus sp;1;0,004
2007;2;II-3;30;Lineus sp;;
2007;3;III-1;245;Lineus sp;;
2007;3;III-1;30;Lineus sp;;
2007;3;III-2;245;Lineus sp;;
2007;3;III-2;30;Lineus sp;;
2007;3;III-3;245;Lineus sp;;
2007;3;III-3;30;Lineus sp;;
2007;1;I-1;245;Scoloplos armiger;;
2007;1;I-1;30;Scoloplos armiger;11;0,12
2007;1;I-2;245;Scoloplos armiger;;
2007;1;I-2;30;Scoloplos armiger;19;0,25
2007;1;I-3;245;Scoloplos armiger;2;0,009
2007;1;I-3;30;Scoloplos armiger;3;0,017
2007;2;II-1;245;Scoloplos armiger;;
2007;2;II-1;30;Scoloplos armiger;3;0,015
2007;2;II-2;245;Scoloplos armiger;;
2007;2;II-2;30;Scoloplos armiger;2;0,025
2007;2;II-3;245;Scoloplos armiger;;
2007;2;II-3;30;Scoloplos armiger;;
2007;3;III-1;245;Scoloplos armiger;;
2007;3;III-1;30;Scoloplos armiger;1;0,133
2007;3;III-2;245;Scoloplos armiger;;
2007;3;III-2;30;Scoloplos armiger;;
2007;3;III-3;245;Scoloplos armiger;;
2007;3;III-3;30;Scoloplos armiger;5;0,063
2007;1;I-1;245;Nainereis quadricuspida;;
2007;1;I-1;30;Nainereis quadricuspida;;
2007;1;I-2;245;Nainereis quadricuspida;1;0,002
2007;1;I-2;30;Nainereis quadricuspida;;
2007;1;I-3;245;Nainereis quadricuspida;2;0,023
2007;1;I-3;30;Nainereis quadricuspida;;
2007;2;II-1;245;Nainereis quadricuspida;;
2007;2;II-1;30;Nainereis quadricuspida;;
2007;2;II-2;245;Nainereis quadricuspida;;
2007;2;II-2;30;Nainereis quadricuspida;;
2007;2;II-3;245;Nainereis quadricuspida;;
2007;2;II-3;30;Nainereis quadricuspida;;
2007;3;III-1;245;Nainereis quadricuspida;;
2007;3;III-1;30;Nainereis quadricuspida;;
2007;3;III-2;245;Nainereis quadricuspida;;
2007;3;III-2;30;Nainereis quadricuspida;;
2007;3;III-3;245;Nainereis quadricuspida;;
2007;3;III-3;30;Nainereis quadricuspida;;
2007;1;I-1;245;Clitellio arenarius;;
2007;1;I-1;30;Clitellio arenarius;;
2007;1;I-2;245;Clitellio arenarius;;
2007;1;I-2;30;Clitellio arenarius;;
2007;1;I-3;245;Clitellio arenarius;114;0,227
2007;1;I-3;30;Clitellio arenarius;;
2007;2;II-1;245;Clitellio arenarius;;
2007;2;II-1;30;Clitellio arenarius;;
2007;2;II-2;245;Clitellio arenarius;3;0,002
2007;2;II-2;30;Clitellio arenarius;;
2007;2;II-3;245;Clitellio arenarius;2;0,001
2007;2;II-3;30;Clitellio arenarius;;
2007;3;III-1;245;Clitellio arenarius;1;0,001
2007;3;III-1;30;Clitellio arenarius;;
2007;3;III-2;245;Clitellio arenarius;;
2007;3;III-2;30;Clitellio arenarius;;
2007;3;III-3;245;Clitellio arenarius;;
2007;3;III-3;30;Clitellio arenarius;;
2007;1;I-1;245;Enchytraeidae gen sp;;
2007;1;I-1;30;Enchytraeidae gen sp;;
2007;1;I-2;245;Enchytraeidae gen sp;;
2007;1;I-2;30;Enchytraeidae gen sp;;
2007;1;I-3;245;Enchytraeidae gen sp;61;0,027
2007;1;I-3;30;Enchytraeidae gen sp;;
2007;2;II-1;245;Enchytraeidae gen sp;2;0,003
2007;2;II-1;30;Enchytraeidae gen sp;;
2007;2;II-2;245;Enchytraeidae gen sp;5;0,004
2007;2;II-2;30;Enchytraeidae gen sp;;
2007;2;II-3;245;Enchytraeidae gen sp;7;0,003
2007;2;II-3;30;Enchytraeidae gen sp;;
2007;3;III-1;245;Enchytraeidae gen sp;;
2007;3;III-1;30;Enchytraeidae gen sp;;
2007;3;III-2;245;Enchytraeidae gen sp;;
2007;3;III-2;30;Enchytraeidae gen sp;;
2007;3;III-3;245;Enchytraeidae gen sp;;
2007;3;III-3;30;Enchytraeidae gen sp;;
2007;1;I-1;245;Mytilus edulis;;
2007;1;I-1;30;Mytilus edulis;34;1,69
2007;1;I-2;245;Mytilus edulis;;
2007;1;I-2;30;Mytilus edulis;;1,27
2007;1;I-3;245;Mytilus edulis;;
2007;1;I-3;30;Mytilus edulis;71;8,5
2007;2;II-1;245;Mytilus edulis;;
2007;2;II-1;30;Mytilus edulis;;
2007;2;II-2;245;Mytilus edulis;;
2007;2;II-2;30;Mytilus edulis;;
2007;2;II-3;245;Mytilus edulis;;
2007;2;II-3;30;Mytilus edulis;;
2007;3;III-1;245;Mytilus edulis;;
2007;3;III-1;30;Mytilus edulis;;
2007;3;III-2;245;Mytilus edulis;;
2007;3;III-2;30;Mytilus edulis;;
2007;3;III-3;245;Mytilus edulis;;
2007;3;III-3;30;Mytilus edulis;4;0,76
2007;1;I-1;245;Tubifex costatus;;
2007;1;I-1;30;Tubifex costatus;;
2007;1;I-2;245;Tubifex costatus;;
2007;1;I-2;30;Tubifex costatus;;
2007;1;I-3;245;Tubifex costatus;27;0,019
2007;1;I-3;30;Tubifex costatus;;
2007;2;II-1;245;Tubifex costatus;4;0,005
2007;2;II-1;30;Tubifex costatus;;
2007;2;II-2;245;Tubifex costatus;13;0,014
2007;2;II-2;30;Tubifex costatus;;
2007;2;II-3;245;Tubifex costatus;2;0,001
2007;2;II-3;30;Tubifex costatus;;
2007;3;III-1;245;Tubifex costatus;;
2007;3;III-1;30;Tubifex costatus;;
2007;3;III-2;245;Tubifex costatus;;
2007;3;III-2;30;Tubifex costatus;;
2007;3;III-3;245;Tubifex costatus;;
2007;3;III-3;30;Tubifex costatus;;
2007;1;I-1;245;Tubificoides benedeni;;
2007;1;I-1;30;Tubificoides benedeni;;
2007;1;I-2;245;Tubificoides benedeni;;
2007;1;I-2;30;Tubificoides benedeni;;
2007;1;I-3;245;Tubificoides benedeni;211;0,337
2007;1;I-3;30;Tubificoides benedeni;;
2007;2;II-1;245;Tubificoides benedeni;12;0,02
2007;2;II-1;30;Tubificoides benedeni;;
2007;2;II-2;245;Tubificoides benedeni;26;0,053
2007;2;II-2;30;Tubificoides benedeni;;
2007;2;II-3;245;Tubificoides benedeni;20;
2007;2;II-3;30;Tubificoides benedeni;;
2007;3;III-1;245;Tubificoides benedeni;2;0,003
2007;3;III-1;30;Tubificoides benedeni;;
2007;3;III-2;245;Tubificoides benedeni;;
2007;3;III-2;30;Tubificoides benedeni;;
2007;3;III-3;245;Tubificoides benedeni;;
2007;3;III-3;30;Tubificoides benedeni;;
2007;1;I-1;245;Olygochaeta long sick;;
2007;1;I-1;30;Olygochaeta long sick;;
2007;1;I-2;245;Olygochaeta long sick;;
2007;1;I-2;30;Olygochaeta long sick;;
2007;1;I-3;245;Olygochaeta long sick;21;0,019
2007;1;I-3;30;Olygochaeta long sick;;
2007;2;II-1;245;Olygochaeta long sick;;
2007;2;II-1;30;Olygochaeta long sick;;
2007;2;II-2;245;Olygochaeta long sick;1;0,001
2007;2;II-2;30;Olygochaeta long sick;;
2007;2;II-3;245;Olygochaeta long sick;2;0,001
2007;2;II-3;30;Olygochaeta long sick;;
2007;3;III-1;245;Olygochaeta long sick;;
2007;3;III-1;30;Olygochaeta long sick;;
2007;3;III-2;245;Olygochaeta long sick;;
2007;3;III-2;30;Olygochaeta long sick;;
2007;3;III-3;245;Olygochaeta long sick;;
2007;3;III-3;30;Olygochaeta long sick;;
2007;1;I-1;245;Littorina saxatilis;;
2007;1;I-1;30;Littorina saxatilis;12;0,12
2007;1;I-2;245;Littorina saxatilis;;
2007;1;I-2;30;Littorina saxatilis;;
2007;1;I-3;245;Littorina saxatilis;;
2007;1;I-3;30;Littorina saxatilis;2;0,02
2007;2;II-1;245;Littorina saxatilis;;
2007;2;II-1;30;Littorina saxatilis;;
2007;2;II-2;245;Littorina saxatilis;;
2007;2;II-2;30;Littorina saxatilis;1;0,002
2007;2;II-3;245;Littorina saxatilis;;
2007;2;II-3;30;Littorina saxatilis;;
2007;3;III-1;245;Littorina saxatilis;;
2007;3;III-1;30;Littorina saxatilis;;
2007;3;III-2;245;Littorina saxatilis;;
2007;3;III-2;30;Littorina saxatilis;;
2007;3;III-3;245;Littorina saxatilis;;
2007;3;III-3;30;Littorina saxatilis;;
2007;1;I-1;245;Macoma balthica;;
2007;1;I-1;30;Macoma balthica;5;2,83
2007;1;I-2;245;Macoma balthica;;
2007;1;I-2;30;Macoma balthica;1;0,14
2007;1;I-3;245;Macoma balthica;;
2007;1;I-3;30;Macoma balthica;;
2007;2;II-1;245;Macoma balthica;;
2007;2;II-1;30;Macoma balthica;;
2007;2;II-2;245;Macoma balthica;;
2007;2;II-2;30;Macoma balthica;1;0,65
2007;2;II-3;245;Macoma balthica;;
2007;2;II-3;30;Macoma balthica;;
2007;3;III-1;245;Macoma balthica;;
2007;3;III-1;30;Macoma balthica;1;0,133
2007;3;III-2;245;Macoma balthica;;
2007;3;III-2;30;Macoma balthica;5;2,6
2007;3;III-3;245;Macoma balthica;;
2007;3;III-3;30;Macoma balthica;4;1,32
2007;1;I-1;245;Polydora quadrilobata;13;0,018
2007;1;I-1;30;Polydora quadrilobata;;
2007;1;I-2;245;Polydora quadrilobata;16;0,012
2007;1;I-2;30;Polydora quadrilobata;;
2007;1;I-3;245;Polydora quadrilobata;;
2007;1;I-3;30;Polydora quadrilobata;;
2007;2;II-1;245;Polydora quadrilobata;;
2007;2;II-1;30;Polydora quadrilobata;;
2007;2;II-2;245;Polydora quadrilobata;;
2007;2;II-2;30;Polydora quadrilobata;;
2007;2;II-3;245;Polydora quadrilobata;;
2007;2;II-3;30;Polydora quadrilobata;;
2007;3;III-1;245;Polydora quadrilobata;;
2007;3;III-1;30;Polydora quadrilobata;;
2007;3;III-2;245;Polydora quadrilobata;;
2007;3;III-2;30;Polydora quadrilobata;;
2007;3;III-3;245;Polydora quadrilobata;;
2007;3;III-3;30;Polydora quadrilobata;;
2007;1;I-1;245;Amphiporus lactifloreus;;
2007;1;I-1;30;Amphiporus lactifloreus;;
2007;1;I-2;245;Amphiporus lactifloreus;;
2007;1;I-2;30;Amphiporus lactifloreus;;
2007;1;I-3;245;Amphiporus lactifloreus;;
2007;1;I-3;30;Amphiporus lactifloreus;;
2007;2;II-1;245;Amphiporus lactifloreus;;
2007;2;II-1;30;Amphiporus lactifloreus;;
2007;2;II-2;245;Amphiporus lactifloreus;;
2007;2;II-2;30;Amphiporus lactifloreus;;
2007;2;II-3;245;Amphiporus lactifloreus;2;0,001
2007;2;II-3;30;Amphiporus lactifloreus;;
2007;3;III-1;245;Amphiporus lactifloreus;;
2007;3;III-1;30;Amphiporus lactifloreus;;
2007;3;III-2;245;Amphiporus lactifloreus;;
2007;3;III-2;30;Amphiporus lactifloreus;;
2007;3;III-3;245;Amphiporus lactifloreus;;
2007;3;III-3;30;Amphiporus lactifloreus;;
2007;1;I-1;245;Paranais littoralis;;
2007;1;I-1;30;Paranais littoralis;;
2007;1;I-2;245;Paranais littoralis;;
2007;1;I-2;30;Paranais littoralis;;
2007;1;I-3;245;Paranais littoralis;;
2007;1;I-3;30;Paranais littoralis;;
2007;2;II-1;245;Paranais littoralis;;
2007;2;II-1;30;Paranais littoralis;;
2007;2;II-2;245;Paranais littoralis;1;0,001
2007;2;II-2;30;Paranais littoralis;;
2007;2;II-3;245;Paranais littoralis;2;0,001
2007;2;II-3;30;Paranais littoralis;;
2007;3;III-1;245;Paranais littoralis;3;0,001
2007;3;III-1;30;Paranais littoralis;;
2007;3;III-2;245;Paranais littoralis;;
2007;3;III-2;30;Paranais littoralis;;
2007;3;III-3;245;Paranais littoralis;;
2007;3;III-3;30;Paranais littoralis;;
2007;1;I-1;245;Onisimus (Pseudalibrotus) litoralis;;
2007;1;I-1;30;Onisimus (Pseudalibrotus) litoralis;;
2007;1;I-2;245;Onisimus (Pseudalibrotus) litoralis;;
2007;1;I-2;30;Onisimus (Pseudalibrotus) litoralis;;
2007;1;I-3;245;Onisimus (Pseudalibrotus) litoralis;;
2007;1;I-3;30;Onisimus (Pseudalibrotus) litoralis;;
2007;2;II-1;245;Onisimus (Pseudalibrotus) litoralis;;
2007;2;II-1;30;Onisimus (Pseudalibrotus) litoralis;2;0,007
2007;2;II-2;245;Onisimus (Pseudalibrotus) litoralis;;
2007;2;II-2;30;Onisimus (Pseudalibrotus) litoralis;4;0,025
2007;2;II-3;245;Onisimus (Pseudalibrotus) litoralis;;
2007;2;II-3;30;Onisimus (Pseudalibrotus) litoralis;2;0,008
2007;3;III-1;245;Onisimus (Pseudalibrotus) litoralis;;
2007;3;III-1;30;Onisimus (Pseudalibrotus) litoralis;1;0,013
2007;3;III-2;245;Onisimus (Pseudalibrotus) litoralis;;
2007;3;III-2;30;Onisimus (Pseudalibrotus) litoralis;10;0,144
2007;3;III-3;245;Onisimus (Pseudalibrotus) litoralis;;
2007;3;III-3;30;Onisimus (Pseudalibrotus) litoralis;1;0,01
2007;1;I-1;245;Mya arenaria;;
2007;1;I-1;30;Mya arenaria;;
2007;1;I-2;245;Mya arenaria;;
2007;1;I-2;30;Mya arenaria;;
2007;1;I-3;245;Mya arenaria;;
2007;1;I-3;30;Mya arenaria;;
2007;2;II-1;245;Mya arenaria;;
2007;2;II-1;30;Mya arenaria;;
2007;2;II-2;245;Mya arenaria;;
2007;2;II-2;30;Mya arenaria;;
2007;2;II-3;245;Mya arenaria;;
2007;2;II-3;30;Mya arenaria;;
2007;3;III-1;245;Mya arenaria;;
2007;3;III-1;30;Mya arenaria;;
2007;3;III-2;245;Mya arenaria;;
2007;3;III-2;30;Mya arenaria;2;0,8
2007;3;III-3;245;Mya arenaria;;
2007;3;III-3;30;Mya arenaria;;
2007;1;I-1;245;Gammarus sp;;
2007;1;I-1;30;Gammarus sp;;
2007;1;I-2;245;Gammarus sp;;
2007;1;I-2;30;Gammarus sp;;
2007;1;I-3;245;Gammarus sp;;
2007;1;I-3;30;Gammarus sp;;
2007;2;II-1;245;Gammarus sp;;
2007;2;II-1;30;Gammarus sp;;
2007;2;II-2;245;Gammarus sp;;
2007;2;II-2;30;Gammarus sp;;
2007;2;II-3;245;Gammarus sp;;
2007;2;II-3;30;Gammarus sp;;
2007;3;III-1;245;Gammarus sp;;
2007;3;III-1;30;Gammarus sp;;
2007;3;III-2;245;Gammarus sp;;
2007;3;III-2;30;Gammarus sp;13;0,043
2007;3;III-3;245;Gammarus sp;;
2007;3;III-3;30;Gammarus sp;;
2007;1;I-1;245;Arenicola marina;;
2007;1;I-1;30;Arenicola marina;;
2007;1;I-2;245;Arenicola marina;;
2007;1;I-2;30;Arenicola marina;;
2007;1;I-3;245;Arenicola marina;;
2007;1;I-3;30;Arenicola marina;;
2007;2;II-1;245;Arenicola marina;;
2007;2;II-1;30;Arenicola marina;;
2007;2;II-2;245;Arenicola marina;;
2007;2;II-2;30;Arenicola marina;;
2007;2;II-3;245;Arenicola marina;;
2007;2;II-3;30;Arenicola marina;;
2007;3;III-1;245;Arenicola marina;;
2007;3;III-1;30;Arenicola marina;;
2007;3;III-2;245;Arenicola marina;;
2007;3;III-2;30;Arenicola marina;;
2007;3;III-3;245;Arenicola marina;;
2007;3;III-3;30;Arenicola marina;1;0,044
