area;sample;tidal_zone;Length.mm
Podpahta;Ps1;middle;0,45
Podpahta;Ps1;middle;0,6
Podpahta;Ps1;middle;0,6
Podpahta;Ps1;middle;0,55
Podpahta;Ps1;middle;0,45
Podpahta;Ps1;middle;0,75
Podpahta;Ps1;middle;0,45
Podpahta;Ps1;middle;0,45
Podpahta;Ps1;middle;0,6
Podpahta;Ps1;middle;0,5
Podpahta;Ps1;middle;0,65
Podpahta;Ps1;middle;0,45
Podpahta;Ps1;middle;0,5
Podpahta;Ps1;middle;0,5
Podpahta;Ps1;middle;0,5
Podpahta;Ps1;middle;0,45
Podpahta;Ps1;middle;0,55
Podpahta;Ps1;middle;0,6
Podpahta;Ps1;middle;0,5
Podpahta;Ps1;middle;0,5
Podpahta;Ps1;middle;0,45
Podpahta;Ps1;middle;0,5
Podpahta;Ps1;middle;0,5
Podpahta;Ps1;middle;0,35
Podpahta;Ps1;middle;0,5
Podpahta;Ps1;middle;0,7
Podpahta;Ps1;middle;0,25
Podpahta;Ps1;middle;0,45
Podpahta;Ps2;middle;0,55
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,55
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,45
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,7
Podpahta;Ps2;middle;0,7
Podpahta;Ps2;middle;0,55
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,65
Podpahta;Ps2;middle;0,7
Podpahta;Ps2;middle;0,65
Podpahta;Ps2;middle;0,7
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,55
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,7
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,45
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,55
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,55
Podpahta;Ps2;middle;0,75
Podpahta;Ps2;middle;0,45
Podpahta;Ps2;middle;0,45
Podpahta;Ps2;middle;0,4
Podpahta;Ps2;middle;0,4
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,4
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,7
Podpahta;Ps2;middle;0,55
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,55
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,45
Podpahta;Ps2;middle;0,75
Podpahta;Ps2;middle;0,65
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,7
Podpahta;Ps2;middle;0,65
Podpahta;Ps2;middle;0,45
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,55
Podpahta;Ps2;middle;0,75
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,65
Podpahta;Ps2;middle;0,45
Podpahta;Ps2;middle;0,4
Podpahta;Ps2;middle;0,55
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,7
Podpahta;Ps2;middle;0,55
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,4
Podpahta;Ps2;middle;0,7
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,65
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,55
Podpahta;Ps2;middle;0,75
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,4
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,45
Podpahta;Ps2;middle;0,55
Podpahta;Ps2;middle;0,7
Podpahta;Ps2;middle;0,55
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,65
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,7
Podpahta;Ps2;middle;0,55
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,45
Podpahta;Ps2;middle;0,45
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,75
Podpahta;Ps2;middle;0,65
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,8
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,7
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,65
Podpahta;Ps2;middle;0,55
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,45
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,55
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,45
Podpahta;Ps2;middle;0,6
Podpahta;Ps2;middle;0,5
Podpahta;Ps2;middle;0,7
Podpahta;Ps2;middle;0,9
Podpahta;Ps2;middle;0,7
Podpahta;Ps2;middle;0,55
Podpahta;Ps2;middle;0,65
Podpahta;Ps2;middle;0,45
Podpahta;Ps3;middle;0,65
Podpahta;Ps3;middle;0,6
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,45
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,6
Podpahta;Ps3;middle;0,4
Podpahta;Ps3;middle;0,7
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,45
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,75
Podpahta;Ps3;middle;0,6
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,45
Podpahta;Ps3;middle;0,65
Podpahta;Ps3;middle;0,55
Podpahta;Ps3;middle;0,6
Podpahta;Ps3;middle;0,55
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,6
Podpahta;Ps3;middle;0,6
Podpahta;Ps3;middle;0,55
Podpahta;Ps3;middle;0,45
Podpahta;Ps3;middle;0,6
Podpahta;Ps3;middle;0,65
Podpahta;Ps3;middle;0,6
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,6
Podpahta;Ps3;middle;0,6
Podpahta;Ps3;middle;0,6
Podpahta;Ps3;middle;0,7
Podpahta;Ps3;middle;0,45
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,6
Podpahta;Ps3;middle;0,4
Podpahta;Ps3;middle;0,45
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,6
Podpahta;Ps3;middle;0,55
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,6
Podpahta;Ps3;middle;0,55
Podpahta;Ps3;middle;0,45
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,55
Podpahta;Ps3;middle;0,7
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,6
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,45
Podpahta;Ps3;middle;0,7
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,65
Podpahta;Ps3;middle;0,4
Podpahta;Ps3;middle;0,4
Podpahta;Ps3;middle;0,5
Podpahta;Ps3;middle;0,4
Podpahta;Ps4;middle;0,6
Podpahta;Ps4;middle;0,55
Podpahta;Ps4;middle;0,6
Podpahta;Ps4;middle;0,55
Podpahta;Ps4;middle;0,6
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,6
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,35
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,4
Podpahta;Ps4;middle;0,65
Podpahta;Ps4;middle;0,6
Podpahta;Ps4;middle;0,55
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,55
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,6
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,55
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,6
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,35
Podpahta;Ps4;middle;0,6
Podpahta;Ps4;middle;0,6
Podpahta;Ps4;middle;0,6
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,55
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,35
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,35
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,55
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,6
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,4
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,55
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,55
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,55
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,55
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,4
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,55
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,6
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,25
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,6
Podpahta;Ps4;middle;0,55
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,35
Podpahta;Ps4;middle;0,4
Podpahta;Ps4;middle;0,4
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,55
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,55
Podpahta;Ps4;middle;0,55
Podpahta;Ps4;middle;0,4
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,55
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,55
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,6
Podpahta;Ps4;middle;0,35
Podpahta;Ps4;middle;0,35
Podpahta;Ps4;middle;0,65
Podpahta;Ps4;middle;0,7
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,7
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,6
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,6
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,6
Podpahta;Ps4;middle;0,45
Podpahta;Ps4;middle;0,5
Podpahta;Ps4;middle;0,5
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,45
Podpahta;Ps5;middle;0,55
Podpahta;Ps5;middle;0,55
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,45
Podpahta;Ps5;middle;0,55
Podpahta;Ps5;middle;0,65
Podpahta;Ps5;middle;0,6
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,55
Podpahta;Ps5;middle;0,45
Podpahta;Ps5;middle;0,55
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,7
Podpahta;Ps5;middle;0,55
Podpahta;Ps5;middle;0,45
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,6
Podpahta;Ps5;middle;0,6
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,7
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,55
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,45
Podpahta;Ps5;middle;0,55
Podpahta;Ps5;middle;0,45
Podpahta;Ps5;middle;0,45
Podpahta;Ps5;middle;0,75
Podpahta;Ps5;middle;0,6
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,55
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,55
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,45
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,65
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,55
Podpahta;Ps5;middle;0,45
Podpahta;Ps5;middle;0,55
Podpahta;Ps5;middle;0,45
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,55
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,6
Podpahta;Ps5;middle;0,55
Podpahta;Ps5;middle;0,45
Podpahta;Ps5;middle;0,45
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,65
Podpahta;Ps5;middle;0,55
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,7
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,45
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,45
Podpahta;Ps5;middle;0,6
Podpahta;Ps5;middle;0,6
Podpahta;Ps5;middle;0,55
Podpahta;Ps5;middle;0,65
Podpahta;Ps5;middle;0,7
Podpahta;Ps5;middle;0,55
Podpahta;Ps5;middle;0,45
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,65
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,6
Podpahta;Ps5;middle;0,45
Podpahta;Ps5;middle;0,45
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,55
Podpahta;Ps5;middle;0,55
Podpahta;Ps5;middle;0,45
Podpahta;Ps5;middle;0,65
Podpahta;Ps5;middle;0,65
Podpahta;Ps5;middle;0,7
Podpahta;Ps5;middle;0,45
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,5
Podpahta;Ps5;middle;0,4
Podpahta;Ps5;middle;0,6
Podpahta;Ps5;middle;0,5
Klushuha;Ks1;middle;0,7
Klushuha;Ks1;middle;1,1
Klushuha;Ks1;middle;0,9
Klushuha;Ks1;middle;0,9
Klushuha;Ks1;middle;0,85
Klushuha;Ks1;middle;0,55
Klushuha;Ks1;middle;1,15
Klushuha;Ks1;middle;0,95
Klushuha;Ks1;middle;0,8
Klushuha;Ks1;middle;0,9
Klushuha;Ks1;middle;0,75
Klushuha;Ks1;middle;0,9
Klushuha;Ks1;middle;0,6
Klushuha;Ks1;middle;0,9
Klushuha;Ks1;middle;0,75
Klushuha;Ks1;middle;0,9
Klushuha;Ks1;middle;0,7
Klushuha;Ks1;middle;0,6
Klushuha;Ks1;middle;1,05
Klushuha;Ks1;middle;0,65
Klushuha;Ks1;middle;0,75
Klushuha;Ks1;middle;0,9
Klushuha;Ks1;middle;0,75
Klushuha;Ks1;middle;0,85
Klushuha;Ks1;middle;0,85
Klushuha;Ks1;middle;0,65
Klushuha;Ks1;middle;0,8
Klushuha;Ks1;middle;0,75
Klushuha;Ks1;middle;0,65
Klushuha;Ks1;middle;0,75
Klushuha;Ks1;middle;0,8
Klushuha;Ks1;middle;0,75
Klushuha;Ks1;middle;1
Klushuha;Ks1;middle;0,7
Klushuha;Ks1;middle;0,75
Klushuha;Ks1;middle;0,45
Klushuha;Ks1;middle;0,85
Klushuha;Ks1;middle;0,95
Klushuha;Ks1;middle;1
Klushuha;Ks1;middle;0,75
Klushuha;Ks1;middle;0,95
Klushuha;Ks1;middle;0,75
Klushuha;Ks1;middle;0,9
Klushuha;Ks1;middle;1
Klushuha;Ks1;middle;1
Klushuha;Ks1;middle;0,75
Klushuha;Ks1;middle;0,8
Klushuha;Ks1;middle;0,75
Klushuha;Ks1;middle;0,6
Klushuha;Ks1;middle;0,6
Klushuha;Ks1;middle;0,7
Klushuha;Ks1;middle;0,6
Klushuha;Ks1;middle;0,85
Klushuha;Ks1;middle;0,45
Klushuha;Ks2;middle;0,95
Klushuha;Ks2;middle;0,7
Klushuha;Ks2;middle;0,55
Klushuha;Ks2;middle;0,8
Klushuha;Ks2;middle;0,85
Klushuha;Ks2;middle;0,6
Klushuha;Ks2;middle;0,65
Klushuha;Ks2;middle;0,75
Klushuha;Ks2;middle;0,65
Klushuha;Ks2;middle;0,85
Klushuha;Ks2;middle;0,75
Klushuha;Ks2;middle;0,6
Klushuha;Ks2;middle;0,7
Klushuha;Ks2;middle;0,65
Klushuha;Ks2;middle;1,45
Klushuha;Ks2;middle;0,8
Klushuha;Ks2;middle;0,5
Klushuha;Ks2;middle;0,55
Klushuha;Ks2;middle;0,7
Klushuha;Ks2;middle;0,7
Klushuha;Ks2;middle;1,1
Klushuha;Ks2;middle;0,8
Klushuha;Ks2;middle;1,1
Klushuha;Ks2;middle;0,8
Klushuha;Ks2;middle;1,1
Klushuha;Ks2;middle;1
Klushuha;Ks2;middle;0,7
Klushuha;Ks2;middle;0,85
Klushuha;Ks2;middle;1,25
Klushuha;Ks2;middle;0,45
Klushuha;Ks2;middle;0,9
Klushuha;Ks2;middle;0,85
Klushuha;Ks2;middle;0,9
Klushuha;Ks2;middle;0,65
Klushuha;Ks2;middle;0,5
Klushuha;Ks2;middle;0,7
Klushuha;Ks2;middle;0,5
Klushuha;Ks2;middle;0,75
Klushuha;Ks2;middle;0,7
Klushuha;Ks2;middle;0,6
Klushuha;Ks2;middle;0,7
Klushuha;Ks2;middle;1
Klushuha;Ks2;middle;0,8
Klushuha;Ks2;middle;0,65
Klushuha;Ks2;middle;0,95
Klushuha;Ks2;middle;0,55
Klushuha;Ks2;middle;1,15
Klushuha;Ks2;middle;0,65
Klushuha;Ks2;middle;0,85
Klushuha;Ks2;middle;0,5
Klushuha;Ks3;middle;0,65
Klushuha;Ks3;middle;0,8
Klushuha;Ks3;middle;0,8
Klushuha;Ks3;middle;0,75
Klushuha;Ks3;middle;0,75
Klushuha;Ks3;middle;0,8
Klushuha;Ks3;middle;0,75
Klushuha;Ks3;middle;0,7
Klushuha;Ks3;middle;1,15
Klushuha;Ks3;middle;0,7
Klushuha;Ks3;middle;0,45
Klushuha;Ks3;middle;0,45
Klushuha;Ks3;middle;0,95
Klushuha;Ks3;middle;0,75
Klushuha;Ks3;middle;0,6
Klushuha;Ks3;middle;0,8
Klushuha;Ks3;middle;0,7
Klushuha;Ks3;middle;0,7
Klushuha;Ks3;middle;0,8
Klushuha;Ks3;middle;1,1
Klushuha;Ks3;middle;0,75
Klushuha;Ks3;middle;0,4
Klushuha;Ks3;middle;1,15
Klushuha;Ks3;middle;0,65
Klushuha;Ks3;middle;0,85
Klushuha;Ks3;middle;1
Klushuha;Ks3;middle;0,75
Klushuha;Ks3;middle;0,75
Klushuha;Ks3;middle;0,65
Klushuha;Ks3;middle;0,75
Klushuha;Ks3;middle;0,5
Klushuha;Ks3;middle;0,6
Klushuha;Ks3;middle;0,75
Klushuha;Ks3;middle;1,1
Klushuha;Ks3;middle;0,75
Klushuha;Ks3;middle;0,95
Klushuha;Ks3;middle;0,55
Klushuha;Ks3;middle;0,45
Klushuha;Ks3;middle;0,65
Klushuha;Ks3;middle;0,75
Klushuha;Ks4;middle;0,65
Klushuha;Ks4;middle;0,6
Klushuha;Ks4;middle;0,75
Klushuha;Ks4;middle;1
Klushuha;Ks4;middle;0,7
Klushuha;Ks4;middle;0,75
Klushuha;Ks4;middle;0,75
Klushuha;Ks4;middle;0,75
Klushuha;Ks4;middle;0,85
Klushuha;Ks4;middle;0,75
Klushuha;Ks4;middle;0,7
Klushuha;Ks4;middle;0,85
Klushuha;Ks4;middle;0,95
Klushuha;Ks4;middle;0,95
Klushuha;Ks4;middle;0,7
Klushuha;Ks4;middle;0,8
Klushuha;Ks4;middle;0,75
Klushuha;Ks4;middle;0,6
Klushuha;Ks4;middle;0,85
Klushuha;Ks4;middle;0,75
Klushuha;Ks4;middle;0,8
Klushuha;Ks4;middle;0,5
Klushuha;Ks4;middle;0,45
Klushuha;Ks4;middle;0,75
Klushuha;Ks4;middle;0,9
Klushuha;Ks4;middle;0,75
Klushuha;Ks4;middle;0,65
Klushuha;Ks4;middle;0,6
Klushuha;Ks4;middle;0,5
Klushuha;Ks5;middle;1,1
Klushuha;Ks5;middle;0,9
Klushuha;Ks5;middle;0,85
Klushuha;Ks5;middle;0,75
Klushuha;Ks5;middle;0,8
Klushuha;Ks5;middle;1,1
Klushuha;Ks5;middle;0,65
Klushuha;Ks5;middle;0,55
Klushuha;Ks5;middle;0,6
Klushuha;Ks5;middle;1,1
Klushuha;Ks5;middle;0,9
Klushuha;Ks5;middle;1,1
Klushuha;Ks5;middle;0,6
Klushuha;Ks5;middle;0,85
Klushuha;Ks5;middle;0,85
Klushuha;Ks5;middle;0,85
Klushuha;Ks5;middle;0,65
Klushuha;Ks5;middle;0,85
Klushuha;Ks5;middle;1,1
Klushuha;Ks5;middle;0,7
Klushuha;Ks5;middle;1,05
Klushuha;Ks5;middle;0,8
Klushuha;Ks5;middle;0,8
Klushuha;Ks5;middle;0,85
Klushuha;Ks5;middle;0,5
Klushuha;Ks5;middle;0,75
Klushuha;Ks5;middle;0,7
Klushuha;Ks5;middle;0,75
Klushuha;Ks5;middle;0,85
Klushuha;Ks5;middle;1,1
Klushuha;Ks5;middle;0,8
Klushuha;Ks5;middle;1,1
Klushuha;Ks5;middle;0,75
Klushuha;Ks5;middle;0,6
Klushuha;Ks5;middle;0,95
Klushuha;Ks5;middle;0,85
Klushuha;Ks5;middle;0,85
Klushuha;Ks5;middle;0,5
Klushuha;Ks5;middle;0,8
