area;year;tidal_level;sample;N2.indd.sqmeter;sea;region;tidal_gradation
Porchnikha;2007;middle;15;120;Barents;East_Murman;middle
Porchnikha;2007;middle;16;30;Barents;East_Murman;middle
Porchnikha;2007;middle;17;90;Barents;East_Murman;middle
Porchnikha;2007;middle;18;210;Barents;East_Murman;middle
Porchnikha;2007;middle;19;30;Barents;East_Murman;middle
Porchnikha;2007;middle;20;30;Barents;East_Murman;middle
Porchnikha;2007;middle;21;120;Barents;East_Murman;middle
Porchnikha;2007;middle;22;150;Barents;East_Murman;middle
Porchnikha;2007;middle;23;150;Barents;East_Murman;middle
Porchnikha;2007;middle;24;60;Barents;East_Murman;middle
Porchnikha;2007;middle;25;270;Barents;East_Murman;middle
Porchnikha;2007;middle;26;90;Barents;East_Murman;middle
Porchnikha;2007;middle;27;90;Barents;East_Murman;middle
Porchnikha;2007;middle;28;0;Barents;East_Murman;middle
Porchnikha;2007;middle;29;90;Barents;East_Murman;middle
Porchnikha;2007;middle;30;90;Barents;East_Murman;middle
Porchnikha;2007;middle;31;60;Barents;East_Murman;middle
Porchnikha;2007;middle;32;30;Barents;East_Murman;middle
Porchnikha;2008;middle;1;30;Barents;East_Murman;middle
Porchnikha;2008;middle;2;30;Barents;East_Murman;middle
Porchnikha;2008;middle;3;90;Barents;East_Murman;middle
Porchnikha;2008;middle;4;90;Barents;East_Murman;middle
Porchnikha;2008;middle;5;60;Barents;East_Murman;middle
razrez2;1992;fucus_zone;II-10;150;White;Luvenga;middle
razrez2;1992;fucus_zone;II-16;0;White;Luvenga;middle
razrez2;1992;fucus_zone;II-17;0;White;Luvenga;middle
razrez2;1992;fucus_zone;II-8;120;White;Luvenga;middle
razrez2;1992;fucus_zone;II-9;300;White;Luvenga;middle
razrez2;1992;high_beatch;II-1;90;White;Luvenga;high
razrez2;1992;high_beatch;II-13;0;White;Luvenga;high
razrez2;1992;high_beatch;II-14;210;White;Luvenga;high
razrez2;1992;high_beatch;II-15;30;White;Luvenga;high
razrez2;1992;high_beatch;II-18;30;White;Luvenga;high
razrez2;1992;high_beatch;II-2;240;White;Luvenga;high
razrez2;1992;high_beatch;II-3;60;White;Luvenga;high
razrez2;1992;low_beatch;II-19;180;White;Luvenga;hydrographic_datum
razrez2;1992;low_beatch;II-5;1470;White;Luvenga;hydrographic_datum
razrez2;1992;low_beatch;II-6;30;White;Luvenga;hydrographic_datum
razrez2;1992;zostera_zone;II-11;0;White;Luvenga;low
razrez2;1992;zostera_zone;II-12;30;White;Luvenga;low
razrez2;1992;zostera_zone;II-20;420;White;Luvenga;low
razrez2;1992;zostera_zone;II-4;510;White;Luvenga;low
razrez2;1992;zostera_zone;II-7;150;White;Luvenga;low
razrez2;1993;fucus_zone;II-11;660;White;Luvenga;middle
razrez2;1993;fucus_zone;II-14;150;White;Luvenga;middle
razrez2;1993;fucus_zone;II-16;270;White;Luvenga;middle
razrez2;1993;fucus_zone;II-18;30;White;Luvenga;middle
razrez2;1993;fucus_zone;II-20;570;White;Luvenga;middle
razrez2;1993;high_beatch;II-1;240;White;Luvenga;high
razrez2;1993;high_beatch;II-13;600;White;Luvenga;high
razrez2;1993;high_beatch;II-15;660;White;Luvenga;high
razrez2;1993;high_beatch;II-17;150;White;Luvenga;high
razrez2;1993;low_beatch;II-3;270;White;Luvenga;hydrographic_datum
razrez2;1993;low_beatch;II-4;450;White;Luvenga;hydrographic_datum
razrez2;1993;low_beatch;II-5;450;White;Luvenga;hydrographic_datum
razrez2;1993;low_beatch;II-6;90;White;Luvenga;hydrographic_datum
razrez2;1993;low_beatch;II-7;510;White;Luvenga;hydrographic_datum
razrez2;1993;zostera_zone;II-10;210;White;Luvenga;low
razrez2;1993;zostera_zone;II-12;450;White;Luvenga;low
razrez2;1993;zostera_zone;II-19;540;White;Luvenga;low
razrez2;1993;zostera_zone;II-2;180;White;Luvenga;low
razrez2;1993;zostera_zone;II-8;360;White;Luvenga;low
razrez2;1993;zostera_zone;II-9;690;White;Luvenga;low
razrez2;1994;fucus_zone;II-10;690;White;Luvenga;middle
razrez2;1994;fucus_zone;II-11;1350;White;Luvenga;middle
razrez2;1994;fucus_zone;II-6;780;White;Luvenga;middle
razrez2;1994;fucus_zone;II-7;1350;White;Luvenga;middle
razrez2;1994;fucus_zone;II-8;60;White;Luvenga;middle
razrez2;1994;fucus_zone;II-9;240;White;Luvenga;middle
razrez2;1994;high_beatch;II-1;1080;White;Luvenga;high
razrez2;1994;high_beatch;II-2;570;White;Luvenga;high
razrez2;1994;high_beatch;II-3;330;White;Luvenga;high
razrez2;1994;high_beatch;II-4;0;White;Luvenga;high
razrez2;1994;high_beatch;II-5;330;White;Luvenga;high
razrez2;1994;low_beatch;II-16;840;White;Luvenga;hydrographic_datum
razrez2;1994;low_beatch;II-17;1260;White;Luvenga;hydrographic_datum
razrez2;1994;low_beatch;II-18;690;White;Luvenga;hydrographic_datum
razrez2;1994;zostera_zone;II-12;600;White;Luvenga;low
razrez2;1994;zostera_zone;II-13;420;White;Luvenga;low
razrez2;1994;zostera_zone;II-14;810;White;Luvenga;low
razrez2;1994;zostera_zone;II-15;1140;White;Luvenga;low
razrez2;1994;zostera_zone;II-19;600;White;Luvenga;low
razrez2;1994;zostera_zone;II-20;1020;White;Luvenga;low
razrez2;1995;fucus_zone;II-10;1230;White;Luvenga;middle
razrez2;1995;fucus_zone;II-2;1260;White;Luvenga;middle
razrez2;1995;fucus_zone;II-4;1920;White;Luvenga;middle
razrez2;1995;fucus_zone;II-6;1020;White;Luvenga;middle
razrez2;1995;fucus_zone;II-9;240;White;Luvenga;middle
razrez2;1995;high_beatch;II-1;1230;White;Luvenga;high
razrez2;1995;high_beatch;II-3;510;White;Luvenga;high
razrez2;1995;high_beatch;II-5;1350;White;Luvenga;high
razrez2;1995;high_beatch;II-8;540;White;Luvenga;high
razrez2;1995;low_beatch;II-11;720;White;Luvenga;hydrographic_datum
razrez2;1995;low_beatch;II-12;990;White;Luvenga;hydrographic_datum
razrez2;1995;low_beatch;II-14;570;White;Luvenga;hydrographic_datum
razrez2;1995;low_beatch;II-15;780;White;Luvenga;hydrographic_datum
razrez2;1995;low_beatch;II-17;1050;White;Luvenga;hydrographic_datum
razrez2;1995;low_beatch;II-18;0;White;Luvenga;hydrographic_datum
razrez2;1995;zostera_zone;II-13;450;White;Luvenga;low
razrez2;1995;zostera_zone;II-16;990;White;Luvenga;low
razrez2;1995;zostera_zone;II-19;450;White;Luvenga;low
razrez2;1995;zostera_zone;II-20;510;White;Luvenga;low
razrez2;1995;zostera_zone;II-7;900;White;Luvenga;low
razrez2;1996;fucus_zone;II-10;1020;White;Luvenga;middle
razrez2;1996;fucus_zone;II-11;750;White;Luvenga;middle
razrez2;1996;fucus_zone;II-12;1590;White;Luvenga;middle
razrez2;1996;fucus_zone;II-13;780;White;Luvenga;middle
razrez2;1996;fucus_zone;II-14;30;White;Luvenga;middle
razrez2;1996;fucus_zone;II-18;450;White;Luvenga;middle
razrez2;1996;high_beatch;II-15;960;White;Luvenga;high
razrez2;1996;high_beatch;II-16;330;White;Luvenga;high
razrez2;1996;high_beatch;II-17;210;White;Luvenga;high
razrez2;1996;high_beatch;II-19;1290;White;Luvenga;high
razrez2;1996;low_beatch;II-1;690;White;Luvenga;hydrographic_datum
razrez2;1996;low_beatch;II-2;1170;White;Luvenga;hydrographic_datum
razrez2;1996;low_beatch;II-20;930;White;Luvenga;hydrographic_datum
razrez2;1996;low_beatch;II-3;780;White;Luvenga;hydrographic_datum
razrez2;1996;low_beatch;II-4;870;White;Luvenga;hydrographic_datum
razrez2;1996;low_beatch;II-5;780;White;Luvenga;hydrographic_datum
razrez2;1996;zostera_zone;II-6;780;White;Luvenga;low
razrez2;1996;zostera_zone;II-7;570;White;Luvenga;low
razrez2;1996;zostera_zone;II-8;750;White;Luvenga;low
razrez2;1996;zostera_zone;II-9;480;White;Luvenga;low
razrez2;1997;fucus_zone;II-10;1890;White;Luvenga;middle
razrez2;1997;fucus_zone;II-14;90;White;Luvenga;middle
razrez2;1997;fucus_zone;II-15;900;White;Luvenga;middle
razrez2;1997;fucus_zone;II-16;480;White;Luvenga;middle
razrez2;1997;fucus_zone;II-19;750;White;Luvenga;middle
razrez2;1997;fucus_zone;II-20;210;White;Luvenga;middle
razrez2;1997;high_beatch;II-11;630;White;Luvenga;high
razrez2;1997;high_beatch;II-12;840;White;Luvenga;high
razrez2;1997;high_beatch;II-13;390;White;Luvenga;high
razrez2;1997;low_beatch;II-1;450;White;Luvenga;hydrographic_datum
razrez2;1997;low_beatch;II-17;810;White;Luvenga;hydrographic_datum
razrez2;1997;low_beatch;II-2;930;White;Luvenga;hydrographic_datum
razrez2;1997;low_beatch;II-3;930;White;Luvenga;hydrographic_datum
razrez2;1997;low_beatch;II-4;1140;White;Luvenga;hydrographic_datum
razrez2;1997;low_beatch;II-5;1020;White;Luvenga;hydrographic_datum
razrez2;1997;zostera_zone;II-18;540;White;Luvenga;low
razrez2;1997;zostera_zone;II-6;630;White;Luvenga;low
razrez2;1997;zostera_zone;II-7;960;White;Luvenga;low
razrez2;1997;zostera_zone;II-8;660;White;Luvenga;low
razrez2;1997;zostera_zone;II-9;720;White;Luvenga;low
razrez2;1998;fucus_zone;II-11;2010;White;Luvenga;middle
razrez2;1998;fucus_zone;II-12;3090;White;Luvenga;middle
razrez2;1998;fucus_zone;II-5;1380;White;Luvenga;middle
razrez2;1998;fucus_zone;II-6;5670;White;Luvenga;middle
razrez2;1998;fucus_zone;II-7;120;White;Luvenga;middle
razrez2;1998;fucus_zone;II-8;4230;White;Luvenga;middle
razrez2;1998;high_beatch;II-1;1320;White;Luvenga;high
razrez2;1998;high_beatch;II-2;1890;White;Luvenga;high
razrez2;1998;high_beatch;II-3;3960;White;Luvenga;high
razrez2;1998;high_beatch;II-4;1350;White;Luvenga;high
razrez2;1998;low_beatch;II-16;1110;White;Luvenga;hydrographic_datum
razrez2;1998;low_beatch;II-17;870;White;Luvenga;hydrographic_datum
razrez2;1998;low_beatch;II-18;2100;White;Luvenga;hydrographic_datum
razrez2;1998;low_beatch;II-19;1080;White;Luvenga;hydrographic_datum
razrez2;1998;low_beatch;II-20;750;White;Luvenga;hydrographic_datum
razrez2;1998;zostera_zone;II-10;3510;White;Luvenga;low
razrez2;1998;zostera_zone;II-13;930;White;Luvenga;low
razrez2;1998;zostera_zone;II-14;2130;White;Luvenga;low
razrez2;1998;zostera_zone;II-15;2970;White;Luvenga;low
razrez2;1998;zostera_zone;II-9;2580;White;Luvenga;low
razrez2;1999;fucus_zone;II-12;6990;White;Luvenga;middle
razrez2;1999;fucus_zone;II-13;1740;White;Luvenga;middle
razrez2;1999;fucus_zone;II-14;8100;White;Luvenga;middle
razrez2;1999;fucus_zone;II-15;1140;White;Luvenga;middle
razrez2;1999;fucus_zone;II-16;180;White;Luvenga;middle
razrez2;1999;fucus_zone;II-20;5220;White;Luvenga;middle
razrez2;1999;high_beatch;II-17;18900;White;Luvenga;high
razrez2;1999;high_beatch;II-18;1050;White;Luvenga;high
razrez2;1999;high_beatch;II-19;1770;White;Luvenga;high
razrez2;1999;low_beatch;II-1;1110;White;Luvenga;hydrographic_datum
razrez2;1999;low_beatch;II-2;2280;White;Luvenga;hydrographic_datum
razrez2;1999;low_beatch;II-3;3210;White;Luvenga;hydrographic_datum
razrez2;1999;low_beatch;II-4;4170;White;Luvenga;hydrographic_datum
razrez2;1999;low_beatch;II-5;870;White;Luvenga;hydrographic_datum
razrez2;1999;zostera_zone;II-10;3030;White;Luvenga;low
razrez2;1999;zostera_zone;II-11;4170;White;Luvenga;low
razrez2;1999;zostera_zone;II-6;960;White;Luvenga;low
razrez2;1999;zostera_zone;II-7;1170;White;Luvenga;low
razrez2;1999;zostera_zone;II-8;2160;White;Luvenga;low
razrez2;1999;zostera_zone;II-9;2940;White;Luvenga;low
razrez2;2000;fucus_zone;II-1;2400;White;Luvenga;middle
razrez2;2000;fucus_zone;II-2;3120;White;Luvenga;middle
razrez2;2000;fucus_zone;II-3;3600;White;Luvenga;middle
razrez2;2000;fucus_zone;II-4;1920;White;Luvenga;middle
razrez2;2000;high_beatch;II-14;3510;White;Luvenga;high
razrez2;2000;high_beatch;II-15;1770;White;Luvenga;high
razrez2;2000;low_beatch;II-10;2310;White;Luvenga;hydrographic_datum
razrez2;2000;low_beatch;II-11;2490;White;Luvenga;hydrographic_datum
razrez2;2000;low_beatch;II-12;840;White;Luvenga;hydrographic_datum
razrez2;2000;low_beatch;II-9;2430;White;Luvenga;hydrographic_datum
razrez2;2000;zostera_zone;II-13;1500;White;Luvenga;low
razrez2;2000;zostera_zone;II-5;4980;White;Luvenga;low
razrez2;2000;zostera_zone;II-6;3390;White;Luvenga;low
razrez2;2000;zostera_zone;II-7;1890;White;Luvenga;low
razrez2;2000;zostera_zone;II-8;1050;White;Luvenga;low
razrez2;2002;fucus_zone;II-5;2670;White;Luvenga;middle
razrez2;2002;fucus_zone;II-6;3240;White;Luvenga;middle
razrez2;2002;fucus_zone;II-7;3840;White;Luvenga;middle
razrez2;2002;high_beatch;II-10;1020;White;Luvenga;high
razrez2;2002;high_beatch;II-8;900;White;Luvenga;high
razrez2;2002;high_beatch;II-9;2160;White;Luvenga;high
razrez2;2002;low_beatch;II-1;1050;White;Luvenga;hydrographic_datum
razrez2;2002;low_beatch;II-2;570;White;Luvenga;hydrographic_datum
razrez2;2002;zostera_zone;II-11;4320;White;Luvenga;low
razrez2;2002;zostera_zone;II-12;1530;White;Luvenga;low
razrez2;2002;zostera_zone;II-3;300;White;Luvenga;low
razrez2;2002;zostera_zone;II-4;3840;White;Luvenga;low
razrez2;2004;fucus_zone;II-1;3630;White;Luvenga;middle
razrez2;2004;fucus_zone;II-12;1350;White;Luvenga;middle
razrez2;2004;fucus_zone;II-2;5340;White;Luvenga;middle
razrez2;2004;fucus_zone;II-4;2040;White;Luvenga;middle
razrez2;2004;high_beatch;II-5;2910;White;Luvenga;high
razrez2;2004;high_beatch;II-6;900;White;Luvenga;high
razrez2;2004;high_beatch;II-7;4590;White;Luvenga;high
razrez2;2004;zostera_zone;II-10;1260;White;Luvenga;low
razrez2;2004;zostera_zone;II-11;1500;White;Luvenga;low
razrez2;2004;zostera_zone;II-3;1440;White;Luvenga;low
razrez2;2004;zostera_zone;II-8;1950;White;Luvenga;low
razrez2;2004;zostera_zone;II-9;2940;White;Luvenga;low
Shelpino;2008;high;6;60;Barents;East_Murman;high
Shelpino;2008;high;7;90;Barents;East_Murman;high
Shelpino;2008;high;8;0;Barents;East_Murman;high
Shelpino;2008;high;9;0;Barents;East_Murman;high
Shelpino;2008;high;10;30;Barents;East_Murman;high
Shelpino;2008;middle;1;90;Barents;East_Murman;middle
Shelpino;2008;middle;2;60;Barents;East_Murman;middle
Shelpino;2008;middle;3;30;Barents;East_Murman;middle
Shelpino;2008;middle;4;30;Barents;East_Murman;middle
Shelpino;2008;middle;5;60;Barents;East_Murman;middle
Yarnyshnaya;2007;middle;1;120;White;East_Murman;middle
Yarnyshnaya;2007;middle;2;150;White;East_Murman;middle
Yarnyshnaya;2007;middle;3;90;White;East_Murman;middle
Yarnyshnaya;2007;middle;4;0;White;East_Murman;middle
Yarnyshnaya;2007;middle;5;90;White;East_Murman;middle
Yarnyshnaya;2007;middle;6;180;White;East_Murman;middle
Yarnyshnaya;2007;middle;7;60;White;East_Murman;middle
Yarnyshnaya;2007;middle;8;0;White;East_Murman;middle
Yarnyshnaya;2007;middle;9;30;White;East_Murman;middle
Yarnyshnaya;2007;middle;10;30;White;East_Murman;middle
Yarnyshnaya;2007;middle;11;30;White;East_Murman;middle
Yarnyshnaya;2007;middle;12;0;White;East_Murman;middle
Yarnyshnaya;2007;middle;13;180;White;East_Murman;middle
Yarnyshnaya;2007;middle;14;90;White;East_Murman;middle
Yarnyshnaya;2007;middle;15;0;White;East_Murman;middle
Yarnyshnaya;2007;middle;16;90;White;East_Murman;middle
Yarnyshnaya;2007;middle;17;30;White;East_Murman;middle
Yarnyshnaya;2007;middle;18;90;White;East_Murman;middle
Yarnyshnaya;2007;middle;19;60;White;East_Murman;middle
Yarnyshnaya;2007;middle;20;30;White;East_Murman;middle
Yarnyshnaya;2007;middle;21;30;White;East_Murman;middle
Yarnyshnaya;2007;middle;22;120;White;East_Murman;middle
Yarnyshnaya;2007;middle;23;0;White;East_Murman;middle
Yarnyshnaya;2007;middle;24;60;White;East_Murman;middle
Yarnyshnaya;2007;middle;25;60;White;East_Murman;middle
Yarnyshnaya;2007;middle;26;60;White;East_Murman;middle
Yarnyshnaya;2007;middle;27;210;White;East_Murman;middle
Yarnyshnaya;2007;middle;28;0;White;East_Murman;middle
Yarnyshnaya;2007;middle;29;90;White;East_Murman;middle
Yarnyshnaya;2007;middle;30;120;White;East_Murman;middle
Yarnyshnaya;2007;middle;31;150;White;East_Murman;middle
Yarnyshnaya;2007;middle;32;120;White;East_Murman;middle
Yarnyshnaya;2007;middle;33;60;White;East_Murman;middle
Yarnyshnaya;2007;middle;34;0;White;East_Murman;middle
Yarnyshnaya;2007;middle;35;60;White;East_Murman;middle
Yarnyshnaya;2007;middle;36;30;White;East_Murman;middle
Yarnyshnaya;2008;high;1;570;White;East_Murman;high
Yarnyshnaya;2008;high;2;330;White;East_Murman;high
Yarnyshnaya;2008;high;3;360;White;East_Murman;high
Yarnyshnaya;2008;high;4;330;White;East_Murman;high
Yarnyshnaya;2008;high;5;480;White;East_Murman;high
Yarnyshnaya;2008;low;6;300;White;East_Murman;low
Yarnyshnaya;2008;low;7;60;White;East_Murman;low
Yarnyshnaya;2008;low;8;960;White;East_Murman;low
Yarnyshnaya;2008;low;9;240;White;East_Murman;low
Yarnyshnaya;2008;low;10;240;White;East_Murman;low
Abram;2005;middle;mk31;2830;Barents;Kola_bay;middle
Abram;2005;middle;mk32;3870;Barents;Kola_bay;middle
DZ;2008;high;1;30;Barents;East_Murman;high
DZ;2008;high;2;90;Barents;East_Murman;high
DZ;2008;high;3;60;Barents;East_Murman;high
DZ;2008;high;4;30;Barents;East_Murman;high
DZ;2008;high;5;0;Barents;East_Murman;high
DZ;2008;high;6;0;Barents;East_Murman;high
DZ;2008;high;7;30;Barents;East_Murman;high
DZ;2008;high;8;0;Barents;East_Murman;high
DZ;2008;high;9;30;Barents;East_Murman;high
DZ;2008;high;10;30;Barents;East_Murman;high
DZ;2008;low;1;30;Barents;East_Murman;low
DZ;2008;low;2;60;Barents;East_Murman;low
DZ;2008;low;3;30;Barents;East_Murman;low
DZ;2008;low;4;60;Barents;East_Murman;low
DZ;2008;low;5;30;Barents;East_Murman;low
