year;tidal_level;sample;Length.mm;;;;
1997;zostera_zone;II-8;9;;;;
1997;zostera_zone;II-8;4,9;;;;
1997;zostera_zone;II-8;9,2;;;;
1997;zostera_zone;II-9;10,1;;;;
1997;zostera_zone;II-9;12,5;;;;
1997;zostera_zone;II-9;10,9;;;;
1997;zostera_zone;II-9;11,9;;;;
1997;zostera_zone;II-9;7,3;;;;
1997;zostera_zone;II-9;6,7;;;;
1997;zostera_zone;II-9;9;;;;
1997;zostera_zone;II-9;1,6;;;;
1997;zostera_zone;II-9;8,1;;;;
1997;zostera_zone;II-9;6,2;;;;
1997;zostera_zone;II-9;6,7;;;;
1997;zostera_zone;II-9;5,9;;;;
1997;zostera_zone;II-9;8;;;;
1997;zostera_zone;II-9;10,4;;;;
1997;zostera_zone;II-9;8,6;;;;
1997;zostera_zone;II-9;8,2;;;;
1997;zostera_zone;II-9;10,8;;;;
1997;zostera_zone;II-9;10,5;;;;
1997;zostera_zone;II-9;9,6;;;;
1997;zostera_zone;II-9;1,9;;;;
1997;zostera_zone;II-9;8,3;;;;
1997;zostera_zone;II-9;9;;;;
1997;zostera_zone;II-9;2,2;;;;
1997;zostera_zone;II-9;2,5;;;;
1997;low_beatch;II-1;19,3;;;;
1997;low_beatch;II-1;9,2;;;;
1997;low_beatch;II-1;9,4;;;;
1997;low_beatch;II-1;0,9;;;;
1997;low_beatch;II-1;6,1;;;;
1997;low_beatch;II-1;2;;;;
1997;low_beatch;II-1;13,9;;;;
1997;low_beatch;II-1;11,1;;;;
1997;low_beatch;II-1;10;;;;
1997;low_beatch;II-1;10,1;;;;
1997;low_beatch;II-1;16,5;;;;
1997;low_beatch;II-1;15;;;;
1997;low_beatch;II-1;9,1;;;;
1997;low_beatch;II-1;10;;;;
1997;low_beatch;II-1;13,2;;;;
1997;low_beatch;II-1;9,2;;;;
1997;low_beatch;II-2;17,8;;;;
1997;low_beatch;II-2;16,9;;;;
1997;low_beatch;II-2;10,3;;;;
1997;low_beatch;II-2;5,8;;;;
1997;low_beatch;II-2;2,4;;;;
1997;low_beatch;II-2;0,9;;;;
1997;low_beatch;II-2;3,2;;;;
1997;low_beatch;II-2;1,5;;;;
1997;low_beatch;II-2;12,7;;;;
1997;low_beatch;II-2;13,3;;;;
1997;low_beatch;II-2;16,1;;;;
1997;low_beatch;II-2;11,9;;;;
1997;low_beatch;II-2;12,4;;;;
1997;low_beatch;II-2;10;;;;
1997;low_beatch;II-2;1;;;;
1997;low_beatch;II-2;3,1;;;;
1997;low_beatch;II-2;1,2;;;;
1997;low_beatch;II-2;5,2;;;;
1997;low_beatch;II-2;5;;;;
1997;low_beatch;II-2;2,8;;;;
1997;low_beatch;II-2;8,1;;;;
1997;low_beatch;II-2;12,6;;;;
1997;low_beatch;II-2;2,1;;;;
1997;low_beatch;II-2;1,7;;;;
1997;low_beatch;II-2;2,5;;;;
1997;low_beatch;II-2;9,7;;;;
1997;low_beatch;II-2;10,2;;;;
1997;low_beatch;II-2;10,7;;;;
1997;low_beatch;II-2;2,9;;;;
1997;low_beatch;II-2;10,7;;;;
1997;low_beatch;II-2;2,3;;;;
1997;low_beatch;II-2;1,3;;;;
1997;low_beatch;II-2;1,1;;;;
1997;low_beatch;II-3;11,1;;;;
1997;low_beatch;II-3;16,6;;;;
1997;low_beatch;II-3;15,2;;;;
1997;low_beatch;II-3;14,5;;;;
1997;low_beatch;II-3;12;;;;
1997;low_beatch;II-3;14,1;;;;
1997;low_beatch;II-3;9,3;;;;
1997;low_beatch;II-3;9,3;;;;
1997;low_beatch;II-3;9,9;;;;
1997;low_beatch;II-3;4,9;;;;
1997;low_beatch;II-3;10,2;;;;
1997;low_beatch;II-3;15,4;;;;
1997;low_beatch;II-3;14,7;;;;
1997;low_beatch;II-3;13,3;;;;
1997;low_beatch;II-3;11,5;;;;
1997;low_beatch;II-3;11,3;;;;
1997;low_beatch;II-3;10,8;;;;
1997;low_beatch;II-3;9;;;;
1997;low_beatch;II-3;10,1;;;;
1997;low_beatch;II-3;7;;;;
1997;low_beatch;II-3;8,8;;;;
1997;low_beatch;II-3;11;;;;
1997;low_beatch;II-3;8,5;;;;
1997;low_beatch;II-3;4,4;;;;
1997;low_beatch;II-3;1,9;;;;
1997;low_beatch;II-3;0,9;;;;
1997;low_beatch;II-3;0,9;;;;
1997;low_beatch;II-3;4;;;;
1997;low_beatch;II-3;0,7;;;;
1997;low_beatch;II-3;8;;;;
1997;low_beatch;II-3;9,5;;;;
1997;low_beatch;II-3;2;;;;
1997;low_beatch;II-3;2,2;;;;
1997;low_beatch;II-3;2,2;;;;
1997;low_beatch;II-3;0,7;;;;
1997;low_beatch;II-3;0,9;;;;
1997;low_beatch;II-3;0,9;;;;
1997;low_beatch;II-3;0,8;;;;
1997;low_beatch;II-4;2,5;;;;
1997;low_beatch;II-4;2,2;;;;
1997;low_beatch;II-4;2,5;;;;
1997;low_beatch;II-4;14;;;;
1997;low_beatch;II-4;7,5;;;;
1997;low_beatch;II-4;9,6;;;;
1997;low_beatch;II-4;19;;;;
1997;low_beatch;II-4;13,6;;;;
1997;low_beatch;II-4;9,5;;;;
1997;low_beatch;II-4;1;;;;
1997;low_beatch;II-4;11,7;;;;
1997;low_beatch;II-4;15;;;;
1997;low_beatch;II-4;14,1;;;;
1997;low_beatch;II-4;11,8;;;;
1997;low_beatch;II-4;9,2;;;;
1997;low_beatch;II-4;4,7;;;;
1997;low_beatch;II-4;8,6;;;;
1997;low_beatch;II-4;12,7;;;;
1997;low_beatch;II-4;2,7;;;;
1997;low_beatch;II-4;3,4;;;;
1997;low_beatch;II-4;8,1;;;;
1997;low_beatch;II-4;13,2;;;;
1997;low_beatch;II-4;0,8;;;;
1997;low_beatch;II-4;10,5;;;;
1997;low_beatch;II-4;2,5;;;;
1997;low_beatch;II-4;8,6;;;;
1997;low_beatch;II-4;11,1;;;;
1997;low_beatch;II-4;3;;;;
1997;low_beatch;II-4;4,1;;;;
1997;low_beatch;II-4;12,7;;;;
1997;low_beatch;II-4;14,5;;;;
1997;low_beatch;II-4;12;;;;
1997;low_beatch;II-4;14,4;;;;
1997;low_beatch;II-4;12,6;;;;
1997;low_beatch;II-4;17;;;;
1997;low_beatch;II-4;15,9;;;;
1997;low_beatch;II-4;10,2;;;;
1997;low_beatch;II-4;12,2;;;;
1997;low_beatch;II-4;8;;;;
1997;low_beatch;II-4;14,2;;;;
1997;low_beatch;II-5;9,1;;;;
1997;low_beatch;II-5;12,2;;;;
1997;low_beatch;II-5;8,3;;;;
1997;low_beatch;II-5;2;;;;
1997;low_beatch;II-5;3,4;;;;
1997;low_beatch;II-5;1;;;;
1997;low_beatch;II-5;9,5;;;;
1997;low_beatch;II-5;10,5;;;;
1997;low_beatch;II-5;15;;;;
1997;low_beatch;II-5;8;;;;
1997;low_beatch;II-5;10,1;;;;
1997;low_beatch;II-5;16,2;;;;
1997;low_beatch;II-5;15;;;;
1997;low_beatch;II-5;1,8;;;;
1997;low_beatch;II-5;1,5;;;;
1997;low_beatch;II-5;1,6;;;;
1997;low_beatch;II-5;7,2;;;;
1997;low_beatch;II-5;8,4;;;;
1997;low_beatch;II-5;14,5;;;;
1997;low_beatch;II-5;10,1;;;;
1997;low_beatch;II-5;8;;;;
1997;low_beatch;II-5;8,9;;;;
1997;low_beatch;II-5;1,6;;;;
1997;low_beatch;II-5;3,2;;;;
1997;low_beatch;II-5;9,4;;;;
1997;low_beatch;II-5;11,9;;;;
1997;low_beatch;II-5;9,7;;;;
1997;low_beatch;II-5;1,5;;;;
1997;low_beatch;II-5;2,1;;;;
1997;low_beatch;II-5;2;;;;
1997;low_beatch;II-5;8,2;;;;
1997;low_beatch;II-5;9,7;;;;
1997;low_beatch;II-5;9;;;;
1997;low_beatch;II-5;8,5;;;;
1997;low_beatch;II-5;1,7;;;;
1997;low_beatch;II-17;0,9;;;;
1997;low_beatch;II-17;1,2;;;;
1997;low_beatch;II-17;0,9;;;;
1997;low_beatch;II-17;1;;;;
1997;low_beatch;II-17;2,5;;;;
1997;low_beatch;II-17;2,5;;;;
1997;low_beatch;II-17;2,2;;;;
1997;low_beatch;II-17;1,8;;;;
1997;low_beatch;II-17;2,8;;;;
1997;low_beatch;II-17;1,6;;;;
1997;low_beatch;II-17;1,9;;;;
1997;low_beatch;II-17;1,1;;;;
1997;low_beatch;II-17;8;;;;
1997;low_beatch;II-17;11,7;;;;
1997;low_beatch;II-17;10,7;;;;
1997;low_beatch;II-17;8,5;;;;
1997;low_beatch;II-17;4,5;;;;
1997;low_beatch;II-17;14,6;;;;
1997;low_beatch;II-17;11,2;;;;
1997;low_beatch;II-17;19;;;;
1997;low_beatch;II-17;13,2;;;;
1997;low_beatch;II-17;7,1;;;;
1997;low_beatch;II-17;7,1;;;;
1997;low_beatch;II-17;9,9;;;;
1997;low_beatch;II-17;9;;;;
1997;low_beatch;II-17;9,1;;;;
1997;low_beatch;II-17;12,8;;;;
1997;low_beatch;II-17;12,6;;;;
1997;low_beatch;II-17;15,3;;;;
1997;low_beatch;II-17;13,6;;;;
1998;high_beatch;II-1;13;;;;
1998;high_beatch;II-1;2,2;;;;
1998;high_beatch;II-1;1,7;;;;
1998;high_beatch;II-1;1,8;;;;
1998;high_beatch;II-1;2,4;;;;
1998;high_beatch;II-1;2,3;;;;
1998;high_beatch;II-1;3,7;;;;
1998;high_beatch;II-1;1,7;;;;
1998;high_beatch;II-1;1,5;;;;
1998;high_beatch;II-1;2,2;;;;
1998;high_beatch;II-1;2,6;;;;
1998;high_beatch;II-1;2,3;;;;
1998;high_beatch;II-1;2,4;;;;
1998;high_beatch;II-1;1,7;;;;
1998;high_beatch;II-1;1,5;;;;
1998;high_beatch;II-1;2,4;;;;
1998;high_beatch;II-1;2;;;;
1998;high_beatch;II-1;1,9;;;;
1998;high_beatch;II-1;3,7;;;;
1998;high_beatch;II-1;1,6;;;;
1998;high_beatch;II-1;2,6;;;;
1998;high_beatch;II-1;3,3;;;;
1998;high_beatch;II-1;2,5;;;;
1998;high_beatch;II-1;2,4;;;;
1998;high_beatch;II-1;1,8;;;;
1998;high_beatch;II-1;1,6;;;;
1998;high_beatch;II-1;1,7;;;;
1998;high_beatch;II-1;2,2;;;;
1998;high_beatch;II-1;1,6;;;;
1998;high_beatch;II-1;3;;;;
1998;high_beatch;II-1;2,5;;;;
1998;high_beatch;II-1;3,5;;;;
1998;high_beatch;II-1;1,7;;;;
1998;high_beatch;II-1;1,7;;;;
1998;high_beatch;II-1;2,2;;;;
1998;high_beatch;II-1;1,7;;;;
1998;high_beatch;II-1;1,5;;;;
1998;high_beatch;II-1;1,3;;;;
1998;high_beatch;II-1;2,6;;;;
1998;high_beatch;II-1;2,4;;;;
1998;high_beatch;II-1;2,4;;;;
1998;high_beatch;II-1;2,3;;;;
1998;high_beatch;II-1;2,7;;;;
1998;high_beatch;II-1;1,3;;;;
1998;high_beatch;II-1;0,9;;;;
1998;high_beatch;II-1;0,5;;;;
1998;high_beatch;II-1;0,5;;;;
1998;high_beatch;II-1;0,5;;;;
1998;high_beatch;II-1;0,5;;;;
1998;high_beatch;II-1;0,5;;;;
1998;high_beatch;II-1;0,5;;;;
1998;high_beatch;II-1;0,5;;;;
1998;high_beatch;II-1;0,5;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,6;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,7;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,8;;;;
1998;high_beatch;II-1;0,9;;;;
1998;high_beatch;II-1;0,9;;;;
1998;high_beatch;II-1;0,9;;;;
1998;high_beatch;II-1;0,9;;;;
1998;high_beatch;II-1;0,9;;;;
1998;high_beatch;II-1;0,9;;;;
1998;high_beatch;II-1;0,9;;;;
1998;high_beatch;II-1;0,9;;;;
1998;high_beatch;II-2;3,9;;;;
1998;high_beatch;II-2;3,1;;;;
1998;high_beatch;II-2;4;;;;
1998;high_beatch;II-2;3,9;;;;
1998;high_beatch;II-2;3,2;;;;
1998;high_beatch;II-2;3,5;;;;
1998;high_beatch;II-2;3;;;;
1998;high_beatch;II-2;3,9;;;;
1998;high_beatch;II-2;2,7;;;;
1998;high_beatch;II-2;2,8;;;;
1998;high_beatch;II-2;2,7;;;;
1998;high_beatch;II-2;2,1;;;;
1998;high_beatch;II-2;2,5;;;;
1998;high_beatch;II-2;3;;;;
1998;high_beatch;II-2;2,2;;;;
1998;high_beatch;II-2;2,5;;;;
1998;high_beatch;II-2;2,6;;;;
1998;high_beatch;II-2;3,6;;;;
1998;high_beatch;II-2;3,2;;;;
1998;high_beatch;II-2;2,9;;;;
1998;high_beatch;II-2;2,7;;;;
1998;high_beatch;II-2;2,6;;;;
1998;high_beatch;II-2;2,6;;;;
1998;high_beatch;II-2;1,1;;;;
1998;high_beatch;II-2;2,8;;;;
1998;high_beatch;II-2;2,3;;;;
1998;high_beatch;II-2;2;;;;
1998;high_beatch;II-2;1,7;;;;
1998;high_beatch;II-2;1,7;;;;
1998;high_beatch;II-2;1,5;;;;
1998;high_beatch;II-2;1,8;;;;
1998;high_beatch;II-2;2,8;;;;
1998;high_beatch;II-2;2,2;;;;
1998;high_beatch;II-2;1,8;;;;
1998;high_beatch;II-2;3,9;;;;
1998;high_beatch;II-2;3,2;;;;
1998;high_beatch;II-2;3,7;;;;
1998;high_beatch;II-2;2,5;;;;
1998;high_beatch;II-2;2,5;;;;
1998;high_beatch;II-2;3,2;;;;
1998;high_beatch;II-2;2,2;;;;
1998;high_beatch;II-2;3,2;;;;
1998;high_beatch;II-2;3;;;;
1998;high_beatch;II-2;2,4;;;;
1998;high_beatch;II-2;2,7;;;;
1998;high_beatch;II-2;2,7;;;;
1998;high_beatch;II-2;1,9;;;;
1998;high_beatch;II-2;1,6;;;;
1998;high_beatch;II-2;7,5;;;;
1998;high_beatch;II-2;5,5;;;;
1998;high_beatch;II-2;10,2;;;;
1998;high_beatch;II-2;9,9;;;;
1998;high_beatch;II-2;10,1;;;;
1998;high_beatch;II-2;9,2;;;;
1998;high_beatch;II-2;10,2;;;;
1998;high_beatch;II-2;7,1;;;;
1998;high_beatch;II-2;6,1;;;;
1998;high_beatch;II-2;8,7;;;;
1998;high_beatch;II-2;8,5;;;;
1998;high_beatch;II-2;8,5;;;;
1998;high_beatch;II-2;5,9;;;;
1998;high_beatch;II-2;6,6;;;;
1998;high_beatch;II-2;9;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
1998;high_beatch;II-2;0,5;;;;
