"oneyear.int";"year";"tidal_level";"sample";"Freq"
"4390";"(1.2,1.8]";"1997";"high";"mg10";NA
"4394";"(1.2,1.8]";"1998";"high";"mg10";NA
"4398";"(1.2,1.8]";"1999";"high";"mg10";NA
"4402";"(1.2,1.8]";"2000";"high";"mg10";NA
"4406";"(1.2,1.8]";"2001";"high";"mg10";NA
"4410";"(1.2,1.8]";"2002";"high";"mg10";NA
"4414";"(1.2,1.8]";"2003";"high";"mg10";NA
"4418";"(1.2,1.8]";"2004";"high";"mg10";NA
"4422";"(1.2,1.8]";"2005";"high";"mg10";NA
"4426";"(1.2,1.8]";"2006";"high";"mg10";NA
"4430";"(1.2,1.8]";"2007";"high";"mg10";NA
"4434";"(1.2,1.8]";"2008";"high";"mg10";NA
"4438";"(1.2,1.8]";"2009";"high";"mg10";NA
"4442";"(1.2,1.8]";"2010";"high";"mg10";NA
"4446";"(1.2,1.8]";"2011";"high";"mg10";NA
"4450";"(1.2,1.8]";"2012";"high";"mg10";NA
"4454";"(1.2,1.8]";"1992";"low";"mg10";NA
"4458";"(1.2,1.8]";"1993";"low";"mg10";NA
"4462";"(1.2,1.8]";"1994";"low";"mg10";NA
"4466";"(1.2,1.8]";"1995";"low";"mg10";NA
"4470";"(1.2,1.8]";"1996";"low";"mg10";NA
"4474";"(1.2,1.8]";"1997";"low";"mg10";NA
"4478";"(1.2,1.8]";"1998";"low";"mg10";NA
"4482";"(1.2,1.8]";"1999";"low";"mg10";NA
"4486";"(1.2,1.8]";"2000";"low";"mg10";NA
"4490";"(1.2,1.8]";"2001";"low";"mg10";NA
"4494";"(1.2,1.8]";"2002";"low";"mg10";NA
"4498";"(1.2,1.8]";"2003";"low";"mg10";NA
"4502";"(1.2,1.8]";"2004";"low";"mg10";NA
"4506";"(1.2,1.8]";"2005";"low";"mg10";NA
"4510";"(1.2,1.8]";"2006";"low";"mg10";NA
"4514";"(1.2,1.8]";"2007";"low";"mg10";NA
"4518";"(1.2,1.8]";"2008";"low";"mg10";NA
"4522";"(1.2,1.8]";"2009";"low";"mg10";NA
"4526";"(1.2,1.8]";"2010";"low";"mg10";NA
"4530";"(1.2,1.8]";"2011";"low";"mg10";NA
"4534";"(1.2,1.8]";"2012";"low";"mg10";NA
"4538";"(1.2,1.8]";"1992";"middle";"mg10";NA
"4542";"(1.2,1.8]";"1993";"middle";"mg10";NA
"4546";"(1.2,1.8]";"1994";"middle";"mg10";NA
"4550";"(1.2,1.8]";"1995";"middle";"mg10";NA
"4554";"(1.2,1.8]";"1996";"middle";"mg10";NA
"4558";"(1.2,1.8]";"1997";"middle";"mg10";NA
"4562";"(1.2,1.8]";"1998";"middle";"mg10";NA
"4566";"(1.2,1.8]";"1999";"middle";"mg10";NA
"4570";"(1.2,1.8]";"2000";"middle";"mg10";NA
"4574";"(1.2,1.8]";"2001";"middle";"mg10";NA
"4578";"(1.2,1.8]";"2002";"middle";"mg10";NA
"4582";"(1.2,1.8]";"2003";"middle";"mg10";NA
"4586";"(1.2,1.8]";"2004";"middle";"mg10";NA
"4590";"(1.2,1.8]";"2005";"middle";"mg10";NA
"4594";"(1.2,1.8]";"2006";"middle";"mg10";NA
"4598";"(1.2,1.8]";"2007";"middle";"mg10";NA
"4602";"(1.2,1.8]";"2008";"middle";"mg10";NA
"4606";"(1.2,1.8]";"2009";"middle";"mg10";NA
"4610";"(1.2,1.8]";"2010";"middle";"mg10";NA
"4614";"(1.2,1.8]";"2011";"middle";"mg10";NA
"4618";"(1.2,1.8]";"2012";"middle";"mg10";NA
"4622";"(1.2,1.8]";"1992";"midlow";"mg10";0
"4626";"(1.2,1.8]";"1993";"midlow";"mg10";0
"4630";"(1.2,1.8]";"1994";"midlow";"mg10";NA
"4634";"(1.2,1.8]";"1995";"midlow";"mg10";NA
"4638";"(1.2,1.8]";"1996";"midlow";"mg10";NA
"4642";"(1.2,1.8]";"1997";"midlow";"mg10";NA
"4646";"(1.2,1.8]";"1998";"midlow";"mg10";NA
"4650";"(1.2,1.8]";"1999";"midlow";"mg10";NA
"4654";"(1.2,1.8]";"2000";"midlow";"mg10";NA
"4658";"(1.2,1.8]";"2001";"midlow";"mg10";NA
"4662";"(1.2,1.8]";"2002";"midlow";"mg10";NA
"4666";"(1.2,1.8]";"2003";"midlow";"mg10";NA
"4670";"(1.2,1.8]";"2004";"midlow";"mg10";NA
"4674";"(1.2,1.8]";"2005";"midlow";"mg10";NA
"4678";"(1.2,1.8]";"2006";"midlow";"mg10";NA
"4682";"(1.2,1.8]";"2007";"midlow";"mg10";NA
"4686";"(1.2,1.8]";"2008";"midlow";"mg10";NA
"4690";"(1.2,1.8]";"2009";"midlow";"mg10";NA
"4694";"(1.2,1.8]";"2010";"midlow";"mg10";NA
"4698";"(1.2,1.8]";"2011";"midlow";"mg10";NA
"4702";"(1.2,1.8]";"2012";"midlow";"mg10";NA
"4706";"(1.2,1.8]";"1992";"high";"mg11";NA
"4710";"(1.2,1.8]";"1993";"high";"mg11";NA
"4714";"(1.2,1.8]";"1994";"high";"mg11";NA
"4718";"(1.2,1.8]";"1995";"high";"mg11";NA
"4722";"(1.2,1.8]";"1996";"high";"mg11";NA
"4726";"(1.2,1.8]";"1997";"high";"mg11";NA
"4730";"(1.2,1.8]";"1998";"high";"mg11";NA
"4734";"(1.2,1.8]";"1999";"high";"mg11";NA
"4738";"(1.2,1.8]";"2000";"high";"mg11";NA
"4742";"(1.2,1.8]";"2001";"high";"mg11";NA
"4746";"(1.2,1.8]";"2002";"high";"mg11";NA
"4750";"(1.2,1.8]";"2003";"high";"mg11";NA
"4754";"(1.2,1.8]";"2004";"high";"mg11";NA
"4758";"(1.2,1.8]";"2005";"high";"mg11";NA
"4762";"(1.2,1.8]";"2006";"high";"mg11";NA
"4766";"(1.2,1.8]";"2007";"high";"mg11";NA
"4770";"(1.2,1.8]";"2008";"high";"mg11";NA
"4774";"(1.2,1.8]";"2009";"high";"mg11";NA
"4778";"(1.2,1.8]";"2010";"high";"mg11";NA
"4782";"(1.2,1.8]";"2011";"high";"mg11";NA
"4786";"(1.2,1.8]";"2012";"high";"mg11";NA
"4790";"(1.2,1.8]";"1992";"low";"mg11";NA
"4794";"(1.2,1.8]";"1993";"low";"mg11";0
"4798";"(1.2,1.8]";"1994";"low";"mg11";NA
"4802";"(1.2,1.8]";"1995";"low";"mg11";NA
"4806";"(1.2,1.8]";"1996";"low";"mg11";NA
"4810";"(1.2,1.8]";"1997";"low";"mg11";NA
"4814";"(1.2,1.8]";"1998";"low";"mg11";NA
"4818";"(1.2,1.8]";"1999";"low";"mg11";NA
"4822";"(1.2,1.8]";"2000";"low";"mg11";NA
"4826";"(1.2,1.8]";"2001";"low";"mg11";NA
"4830";"(1.2,1.8]";"2002";"low";"mg11";NA
"4834";"(1.2,1.8]";"2003";"low";"mg11";NA
"4838";"(1.2,1.8]";"2004";"low";"mg11";NA
"4842";"(1.2,1.8]";"2005";"low";"mg11";NA
"4846";"(1.2,1.8]";"2006";"low";"mg11";NA
"4850";"(1.2,1.8]";"2007";"low";"mg11";NA
"4854";"(1.2,1.8]";"2008";"low";"mg11";NA
"4858";"(1.2,1.8]";"2009";"low";"mg11";NA
"4862";"(1.2,1.8]";"2010";"low";"mg11";NA
"4866";"(1.2,1.8]";"2011";"low";"mg11";NA
"4870";"(1.2,1.8]";"2012";"low";"mg11";NA
"4874";"(1.2,1.8]";"1992";"middle";"mg11";NA
"4878";"(1.2,1.8]";"1993";"middle";"mg11";NA
"4882";"(1.2,1.8]";"1994";"middle";"mg11";NA
"4886";"(1.2,1.8]";"1995";"middle";"mg11";NA
"4890";"(1.2,1.8]";"1996";"middle";"mg11";NA
"4894";"(1.2,1.8]";"1997";"middle";"mg11";NA
"4898";"(1.2,1.8]";"1998";"middle";"mg11";NA
"4902";"(1.2,1.8]";"1999";"middle";"mg11";NA
"4906";"(1.2,1.8]";"2000";"middle";"mg11";NA
"4910";"(1.2,1.8]";"2001";"middle";"mg11";NA
"4914";"(1.2,1.8]";"2002";"middle";"mg11";NA
"4918";"(1.2,1.8]";"2003";"middle";"mg11";NA
"4922";"(1.2,1.8]";"2004";"middle";"mg11";NA
"4926";"(1.2,1.8]";"2005";"middle";"mg11";NA
"4930";"(1.2,1.8]";"2006";"middle";"mg11";NA
"4934";"(1.2,1.8]";"2007";"middle";"mg11";NA
"4938";"(1.2,1.8]";"2008";"middle";"mg11";NA
"4942";"(1.2,1.8]";"2009";"middle";"mg11";NA
"4946";"(1.2,1.8]";"2010";"middle";"mg11";NA
"4950";"(1.2,1.8]";"2011";"middle";"mg11";NA
"4954";"(1.2,1.8]";"2012";"middle";"mg11";NA
"4958";"(1.2,1.8]";"1992";"midlow";"mg11";0
"4962";"(1.2,1.8]";"1993";"midlow";"mg11";NA
"4966";"(1.2,1.8]";"1994";"midlow";"mg11";NA
"4970";"(1.2,1.8]";"1995";"midlow";"mg11";NA
"4974";"(1.2,1.8]";"1996";"midlow";"mg11";NA
"4978";"(1.2,1.8]";"1997";"midlow";"mg11";NA
"4982";"(1.2,1.8]";"1998";"midlow";"mg11";NA
"4986";"(1.2,1.8]";"1999";"midlow";"mg11";NA
"4990";"(1.2,1.8]";"2000";"midlow";"mg11";NA
"4994";"(1.2,1.8]";"2001";"midlow";"mg11";NA
"4998";"(1.2,1.8]";"2002";"midlow";"mg11";NA
"5002";"(1.2,1.8]";"2003";"midlow";"mg11";NA
"5006";"(1.2,1.8]";"2004";"midlow";"mg11";NA
"5010";"(1.2,1.8]";"2005";"midlow";"mg11";NA
"5014";"(1.2,1.8]";"2006";"midlow";"mg11";NA
"5018";"(1.2,1.8]";"2007";"midlow";"mg11";NA
"5022";"(1.2,1.8]";"2008";"midlow";"mg11";NA
"5026";"(1.2,1.8]";"2009";"midlow";"mg11";NA
"5030";"(1.2,1.8]";"2010";"midlow";"mg11";NA
"5034";"(1.2,1.8]";"2011";"midlow";"mg11";NA
"5038";"(1.2,1.8]";"2012";"midlow";"mg11";NA
"5042";"(1.2,1.8]";"1992";"high";"mg1-1";NA
"5046";"(1.2,1.8]";"1993";"high";"mg1-1";NA
"5050";"(1.2,1.8]";"1994";"high";"mg1-1";NA
"5054";"(1.2,1.8]";"1995";"high";"mg1-1";NA
"5058";"(1.2,1.8]";"1996";"high";"mg1-1";NA
"5062";"(1.2,1.8]";"1997";"high";"mg1-1";NA
"5066";"(1.2,1.8]";"1998";"high";"mg1-1";NA
"5070";"(1.2,1.8]";"1999";"high";"mg1-1";NA
"5074";"(1.2,1.8]";"2000";"high";"mg1-1";NA
"5078";"(1.2,1.8]";"2001";"high";"mg1-1";NA
"5082";"(1.2,1.8]";"2002";"high";"mg1-1";NA
"5086";"(1.2,1.8]";"2003";"high";"mg1-1";NA
"5090";"(1.2,1.8]";"2004";"high";"mg1-1";1500
"5094";"(1.2,1.8]";"2005";"high";"mg1-1";NA
"5098";"(1.2,1.8]";"2006";"high";"mg1-1";720
"5102";"(1.2,1.8]";"2007";"high";"mg1-1";NA
"5106";"(1.2,1.8]";"2008";"high";"mg1-1";NA
"5110";"(1.2,1.8]";"2009";"high";"mg1-1";NA
"5114";"(1.2,1.8]";"2010";"high";"mg1-1";NA
"5118";"(1.2,1.8]";"2011";"high";"mg1-1";NA
"5122";"(1.2,1.8]";"2012";"high";"mg1-1";NA
"5126";"(1.2,1.8]";"1992";"low";"mg1-1";NA
"5130";"(1.2,1.8]";"1993";"low";"mg1-1";NA
"5134";"(1.2,1.8]";"1994";"low";"mg1-1";NA
"5138";"(1.2,1.8]";"1995";"low";"mg1-1";NA
"5142";"(1.2,1.8]";"1996";"low";"mg1-1";NA
"5146";"(1.2,1.8]";"1997";"low";"mg1-1";NA
"5150";"(1.2,1.8]";"1998";"low";"mg1-1";NA
"5154";"(1.2,1.8]";"1999";"low";"mg1-1";NA
"5158";"(1.2,1.8]";"2000";"low";"mg1-1";NA
"5162";"(1.2,1.8]";"2001";"low";"mg1-1";NA
"5166";"(1.2,1.8]";"2002";"low";"mg1-1";NA
"5170";"(1.2,1.8]";"2003";"low";"mg1-1";NA
"5174";"(1.2,1.8]";"2004";"low";"mg1-1";NA
"5178";"(1.2,1.8]";"2005";"low";"mg1-1";NA
"5182";"(1.2,1.8]";"2006";"low";"mg1-1";NA
"5186";"(1.2,1.8]";"2007";"low";"mg1-1";NA
"5190";"(1.2,1.8]";"2008";"low";"mg1-1";NA
"5194";"(1.2,1.8]";"2009";"low";"mg1-1";NA
"5198";"(1.2,1.8]";"2010";"low";"mg1-1";NA
"5202";"(1.2,1.8]";"2011";"low";"mg1-1";NA
"5206";"(1.2,1.8]";"2012";"low";"mg1-1";NA
"5210";"(1.2,1.8]";"1992";"middle";"mg1-1";NA
"5214";"(1.2,1.8]";"1993";"middle";"mg1-1";NA
"5218";"(1.2,1.8]";"1994";"middle";"mg1-1";NA
"5222";"(1.2,1.8]";"1995";"middle";"mg1-1";NA
"5226";"(1.2,1.8]";"1996";"middle";"mg1-1";NA
"5230";"(1.2,1.8]";"1997";"middle";"mg1-1";NA
"5234";"(1.2,1.8]";"1998";"middle";"mg1-1";NA
"5238";"(1.2,1.8]";"1999";"middle";"mg1-1";NA
"5242";"(1.2,1.8]";"2000";"middle";"mg1-1";NA
"5246";"(1.2,1.8]";"2001";"middle";"mg1-1";NA
"5250";"(1.2,1.8]";"2002";"middle";"mg1-1";NA
"5254";"(1.2,1.8]";"2003";"middle";"mg1-1";NA
"5258";"(1.2,1.8]";"2004";"middle";"mg1-1";NA
"5262";"(1.2,1.8]";"2005";"middle";"mg1-1";NA
"5266";"(1.2,1.8]";"2006";"middle";"mg1-1";NA
"5270";"(1.2,1.8]";"2007";"middle";"mg1-1";NA
"5274";"(1.2,1.8]";"2008";"middle";"mg1-1";NA
"5278";"(1.2,1.8]";"2009";"middle";"mg1-1";NA
"5282";"(1.2,1.8]";"2010";"middle";"mg1-1";NA
"5286";"(1.2,1.8]";"2011";"middle";"mg1-1";NA
"5290";"(1.2,1.8]";"2012";"middle";"mg1-1";NA
"5294";"(1.2,1.8]";"1992";"midlow";"mg1-1";NA
"5298";"(1.2,1.8]";"1993";"midlow";"mg1-1";NA
"5302";"(1.2,1.8]";"1994";"midlow";"mg1-1";NA
"5306";"(1.2,1.8]";"1995";"midlow";"mg1-1";NA
"5310";"(1.2,1.8]";"1996";"midlow";"mg1-1";NA
"5314";"(1.2,1.8]";"1997";"midlow";"mg1-1";NA
"5318";"(1.2,1.8]";"1998";"midlow";"mg1-1";NA
"5322";"(1.2,1.8]";"1999";"midlow";"mg1-1";NA
"5326";"(1.2,1.8]";"2000";"midlow";"mg1-1";NA
"5330";"(1.2,1.8]";"2001";"midlow";"mg1-1";NA
"5334";"(1.2,1.8]";"2002";"midlow";"mg1-1";NA
"5338";"(1.2,1.8]";"2003";"midlow";"mg1-1";NA
"5342";"(1.2,1.8]";"2004";"midlow";"mg1-1";NA
"5346";"(1.2,1.8]";"2005";"midlow";"mg1-1";NA
"5350";"(1.2,1.8]";"2006";"midlow";"mg1-1";NA
"5354";"(1.2,1.8]";"2007";"midlow";"mg1-1";NA
"5358";"(1.2,1.8]";"2008";"midlow";"mg1-1";NA
"5362";"(1.2,1.8]";"2009";"midlow";"mg1-1";NA
"5366";"(1.2,1.8]";"2010";"midlow";"mg1-1";NA
"5370";"(1.2,1.8]";"2011";"midlow";"mg1-1";NA
"5374";"(1.2,1.8]";"2012";"midlow";"mg1-1";NA
"5378";"(1.2,1.8]";"1992";"high";"Mg1-1";NA
"5382";"(1.2,1.8]";"1993";"high";"Mg1-1";NA
"5386";"(1.2,1.8]";"1994";"high";"Mg1-1";NA
"5390";"(1.2,1.8]";"1995";"high";"Mg1-1";NA
"5394";"(1.2,1.8]";"1996";"high";"Mg1-1";NA
"5398";"(1.2,1.8]";"1997";"high";"Mg1-1";NA
"5402";"(1.2,1.8]";"1998";"high";"Mg1-1";NA
"5406";"(1.2,1.8]";"1999";"high";"Mg1-1";NA
"5410";"(1.2,1.8]";"2000";"high";"Mg1-1";NA
"5414";"(1.2,1.8]";"2001";"high";"Mg1-1";NA
"5418";"(1.2,1.8]";"2002";"high";"Mg1-1";NA
"5422";"(1.2,1.8]";"2003";"high";"Mg1-1";NA
"5426";"(1.2,1.8]";"2004";"high";"Mg1-1";NA
"5430";"(1.2,1.8]";"2005";"high";"Mg1-1";NA
"5434";"(1.2,1.8]";"2006";"high";"Mg1-1";NA
"5438";"(1.2,1.8]";"2007";"high";"Mg1-1";NA
"5442";"(1.2,1.8]";"2008";"high";"Mg1-1";420
"5446";"(1.2,1.8]";"2009";"high";"Mg1-1";NA
"5450";"(1.2,1.8]";"2010";"high";"Mg1-1";NA
"5454";"(1.2,1.8]";"2011";"high";"Mg1-1";0
"5458";"(1.2,1.8]";"2012";"high";"Mg1-1";NA
"5462";"(1.2,1.8]";"1992";"low";"Mg1-1";NA
"5466";"(1.2,1.8]";"1993";"low";"Mg1-1";NA
"5470";"(1.2,1.8]";"1994";"low";"Mg1-1";NA
"5474";"(1.2,1.8]";"1995";"low";"Mg1-1";NA
"5478";"(1.2,1.8]";"1996";"low";"Mg1-1";NA
"5482";"(1.2,1.8]";"1997";"low";"Mg1-1";NA
"5486";"(1.2,1.8]";"1998";"low";"Mg1-1";NA
"5490";"(1.2,1.8]";"1999";"low";"Mg1-1";NA
"5494";"(1.2,1.8]";"2000";"low";"Mg1-1";NA
"5498";"(1.2,1.8]";"2001";"low";"Mg1-1";NA
"5502";"(1.2,1.8]";"2002";"low";"Mg1-1";NA
"5506";"(1.2,1.8]";"2003";"low";"Mg1-1";NA
"5510";"(1.2,1.8]";"2004";"low";"Mg1-1";NA
"5514";"(1.2,1.8]";"2005";"low";"Mg1-1";NA
"5518";"(1.2,1.8]";"2006";"low";"Mg1-1";NA
"5522";"(1.2,1.8]";"2007";"low";"Mg1-1";NA
"5526";"(1.2,1.8]";"2008";"low";"Mg1-1";NA
"5530";"(1.2,1.8]";"2009";"low";"Mg1-1";NA
"5534";"(1.2,1.8]";"2010";"low";"Mg1-1";NA
"5538";"(1.2,1.8]";"2011";"low";"Mg1-1";NA
"5542";"(1.2,1.8]";"2012";"low";"Mg1-1";NA
"5546";"(1.2,1.8]";"1992";"middle";"Mg1-1";NA
"5550";"(1.2,1.8]";"1993";"middle";"Mg1-1";NA
"5554";"(1.2,1.8]";"1994";"middle";"Mg1-1";NA
"5558";"(1.2,1.8]";"1995";"middle";"Mg1-1";NA
"5562";"(1.2,1.8]";"1996";"middle";"Mg1-1";NA
"5566";"(1.2,1.8]";"1997";"middle";"Mg1-1";NA
"5570";"(1.2,1.8]";"1998";"middle";"Mg1-1";NA
"5574";"(1.2,1.8]";"1999";"middle";"Mg1-1";NA
"5578";"(1.2,1.8]";"2000";"middle";"Mg1-1";NA
"5582";"(1.2,1.8]";"2001";"middle";"Mg1-1";NA
"5586";"(1.2,1.8]";"2002";"middle";"Mg1-1";NA
"5590";"(1.2,1.8]";"2003";"middle";"Mg1-1";NA
"5594";"(1.2,1.8]";"2004";"middle";"Mg1-1";NA
"5598";"(1.2,1.8]";"2005";"middle";"Mg1-1";NA
"5602";"(1.2,1.8]";"2006";"middle";"Mg1-1";NA
"5606";"(1.2,1.8]";"2007";"middle";"Mg1-1";NA
"5610";"(1.2,1.8]";"2008";"middle";"Mg1-1";NA
"5614";"(1.2,1.8]";"2009";"middle";"Mg1-1";NA
"5618";"(1.2,1.8]";"2010";"middle";"Mg1-1";NA
"5622";"(1.2,1.8]";"2011";"middle";"Mg1-1";NA
"5626";"(1.2,1.8]";"2012";"middle";"Mg1-1";NA
"5630";"(1.2,1.8]";"1992";"midlow";"Mg1-1";NA
"5634";"(1.2,1.8]";"1993";"midlow";"Mg1-1";NA
"5638";"(1.2,1.8]";"1994";"midlow";"Mg1-1";NA
"5642";"(1.2,1.8]";"1995";"midlow";"Mg1-1";NA
"5646";"(1.2,1.8]";"1996";"midlow";"Mg1-1";NA
"5650";"(1.2,1.8]";"1997";"midlow";"Mg1-1";NA
"5654";"(1.2,1.8]";"1998";"midlow";"Mg1-1";NA
"5658";"(1.2,1.8]";"1999";"midlow";"Mg1-1";NA
"5662";"(1.2,1.8]";"2000";"midlow";"Mg1-1";NA
"5666";"(1.2,1.8]";"2001";"midlow";"Mg1-1";NA
"5670";"(1.2,1.8]";"2002";"midlow";"Mg1-1";NA
"5674";"(1.2,1.8]";"2003";"midlow";"Mg1-1";NA
"5678";"(1.2,1.8]";"2004";"midlow";"Mg1-1";NA
"5682";"(1.2,1.8]";"2005";"midlow";"Mg1-1";NA
"5686";"(1.2,1.8]";"2006";"midlow";"Mg1-1";NA
"5690";"(1.2,1.8]";"2007";"midlow";"Mg1-1";NA
"5694";"(1.2,1.8]";"2008";"midlow";"Mg1-1";NA
"5698";"(1.2,1.8]";"2009";"midlow";"Mg1-1";NA
"5702";"(1.2,1.8]";"2010";"midlow";"Mg1-1";NA
"5706";"(1.2,1.8]";"2011";"midlow";"Mg1-1";NA
"5710";"(1.2,1.8]";"2012";"midlow";"Mg1-1";NA
"5714";"(1.2,1.8]";"1992";"high";"mg12";NA
"5718";"(1.2,1.8]";"1993";"high";"mg12";NA
"5722";"(1.2,1.8]";"1994";"high";"mg12";NA
"5726";"(1.2,1.8]";"1995";"high";"mg12";NA
"5730";"(1.2,1.8]";"1996";"high";"mg12";NA
"5734";"(1.2,1.8]";"1997";"high";"mg12";NA
"5738";"(1.2,1.8]";"1998";"high";"mg12";NA
"5742";"(1.2,1.8]";"1999";"high";"mg12";NA
"5746";"(1.2,1.8]";"2000";"high";"mg12";NA
"5750";"(1.2,1.8]";"2001";"high";"mg12";NA
"5754";"(1.2,1.8]";"2002";"high";"mg12";NA
"5758";"(1.2,1.8]";"2003";"high";"mg12";NA
"5762";"(1.2,1.8]";"2004";"high";"mg12";NA
"5766";"(1.2,1.8]";"2005";"high";"mg12";NA
"5770";"(1.2,1.8]";"2006";"high";"mg12";NA
"5774";"(1.2,1.8]";"2007";"high";"mg12";NA
"5778";"(1.2,1.8]";"2008";"high";"mg12";NA
"5782";"(1.2,1.8]";"2009";"high";"mg12";NA
"5786";"(1.2,1.8]";"2010";"high";"mg12";NA
"5790";"(1.2,1.8]";"2011";"high";"mg12";NA
"5794";"(1.2,1.8]";"2012";"high";"mg12";NA
"5798";"(1.2,1.8]";"1992";"low";"mg12";0
"5802";"(1.2,1.8]";"1993";"low";"mg12";0
"5806";"(1.2,1.8]";"1994";"low";"mg12";NA
"5810";"(1.2,1.8]";"1995";"low";"mg12";NA
"5814";"(1.2,1.8]";"1996";"low";"mg12";NA
"5818";"(1.2,1.8]";"1997";"low";"mg12";NA
"5822";"(1.2,1.8]";"1998";"low";"mg12";NA
"5826";"(1.2,1.8]";"1999";"low";"mg12";NA
"5830";"(1.2,1.8]";"2000";"low";"mg12";NA
"5834";"(1.2,1.8]";"2001";"low";"mg12";NA
"5838";"(1.2,1.8]";"2002";"low";"mg12";NA
"5842";"(1.2,1.8]";"2003";"low";"mg12";NA
"5846";"(1.2,1.8]";"2004";"low";"mg12";NA
"5850";"(1.2,1.8]";"2005";"low";"mg12";NA
"5854";"(1.2,1.8]";"2006";"low";"mg12";NA
"5858";"(1.2,1.8]";"2007";"low";"mg12";NA
"5862";"(1.2,1.8]";"2008";"low";"mg12";NA
"5866";"(1.2,1.8]";"2009";"low";"mg12";NA
"5870";"(1.2,1.8]";"2010";"low";"mg12";NA
"5874";"(1.2,1.8]";"2011";"low";"mg12";NA
"5878";"(1.2,1.8]";"2012";"low";"mg12";NA
"5882";"(1.2,1.8]";"1992";"middle";"mg12";NA
"5886";"(1.2,1.8]";"1993";"middle";"mg12";NA
"5890";"(1.2,1.8]";"1994";"middle";"mg12";NA
"5894";"(1.2,1.8]";"1995";"middle";"mg12";NA
"5898";"(1.2,1.8]";"1996";"middle";"mg12";NA
"5902";"(1.2,1.8]";"1997";"middle";"mg12";NA
"5906";"(1.2,1.8]";"1998";"middle";"mg12";NA
"5910";"(1.2,1.8]";"1999";"middle";"mg12";NA
"5914";"(1.2,1.8]";"2000";"middle";"mg12";NA
"5918";"(1.2,1.8]";"2001";"middle";"mg12";NA
"5922";"(1.2,1.8]";"2002";"middle";"mg12";NA
"5926";"(1.2,1.8]";"2003";"middle";"mg12";NA
"5930";"(1.2,1.8]";"2004";"middle";"mg12";NA
"5934";"(1.2,1.8]";"2005";"middle";"mg12";NA
"5938";"(1.2,1.8]";"2006";"middle";"mg12";NA
"5942";"(1.2,1.8]";"2007";"middle";"mg12";NA
"5946";"(1.2,1.8]";"2008";"middle";"mg12";NA
"5950";"(1.2,1.8]";"2009";"middle";"mg12";NA
"5954";"(1.2,1.8]";"2010";"middle";"mg12";NA
"5958";"(1.2,1.8]";"2011";"middle";"mg12";NA
"5962";"(1.2,1.8]";"2012";"middle";"mg12";NA
"5966";"(1.2,1.8]";"1992";"midlow";"mg12";NA
"5970";"(1.2,1.8]";"1993";"midlow";"mg12";NA
"5974";"(1.2,1.8]";"1994";"midlow";"mg12";NA
"5978";"(1.2,1.8]";"1995";"midlow";"mg12";NA
"5982";"(1.2,1.8]";"1996";"midlow";"mg12";NA
"5986";"(1.2,1.8]";"1997";"midlow";"mg12";NA
"5990";"(1.2,1.8]";"1998";"midlow";"mg12";NA
"5994";"(1.2,1.8]";"1999";"midlow";"mg12";NA
"5998";"(1.2,1.8]";"2000";"midlow";"mg12";NA
"6002";"(1.2,1.8]";"2001";"midlow";"mg12";NA
"6006";"(1.2,1.8]";"2002";"midlow";"mg12";NA
"6010";"(1.2,1.8]";"2003";"midlow";"mg12";NA
"6014";"(1.2,1.8]";"2004";"midlow";"mg12";NA
"6018";"(1.2,1.8]";"2005";"midlow";"mg12";NA
"6022";"(1.2,1.8]";"2006";"midlow";"mg12";NA
"6026";"(1.2,1.8]";"2007";"midlow";"mg12";NA
"6030";"(1.2,1.8]";"2008";"midlow";"mg12";NA
"6034";"(1.2,1.8]";"2009";"midlow";"mg12";NA
"6038";"(1.2,1.8]";"2010";"midlow";"mg12";NA
"6042";"(1.2,1.8]";"2011";"midlow";"mg12";NA
"6046";"(1.2,1.8]";"2012";"midlow";"mg12";NA
"6050";"(1.2,1.8]";"1992";"high";"mg1-2";NA
"6054";"(1.2,1.8]";"1993";"high";"mg1-2";NA
"6058";"(1.2,1.8]";"1994";"high";"mg1-2";NA
"6062";"(1.2,1.8]";"1995";"high";"mg1-2";NA
"6066";"(1.2,1.8]";"1996";"high";"mg1-2";NA
"6070";"(1.2,1.8]";"1997";"high";"mg1-2";NA
"6074";"(1.2,1.8]";"1998";"high";"mg1-2";NA
"6078";"(1.2,1.8]";"1999";"high";"mg1-2";NA
"6082";"(1.2,1.8]";"2000";"high";"mg1-2";NA
"6086";"(1.2,1.8]";"2001";"high";"mg1-2";NA
"6090";"(1.2,1.8]";"2002";"high";"mg1-2";NA
"6094";"(1.2,1.8]";"2003";"high";"mg1-2";NA
"6098";"(1.2,1.8]";"2004";"high";"mg1-2";660
"6102";"(1.2,1.8]";"2005";"high";"mg1-2";NA
"6106";"(1.2,1.8]";"2006";"high";"mg1-2";360
"6110";"(1.2,1.8]";"2007";"high";"mg1-2";NA
"6114";"(1.2,1.8]";"2008";"high";"mg1-2";NA
"6118";"(1.2,1.8]";"2009";"high";"mg1-2";NA
"6122";"(1.2,1.8]";"2010";"high";"mg1-2";NA
"6126";"(1.2,1.8]";"2011";"high";"mg1-2";NA
"6130";"(1.2,1.8]";"2012";"high";"mg1-2";NA
"6134";"(1.2,1.8]";"1992";"low";"mg1-2";NA
"6138";"(1.2,1.8]";"1993";"low";"mg1-2";NA
"6142";"(1.2,1.8]";"1994";"low";"mg1-2";NA
