"Var1";"Var2";"Var3";"Freq"
"629";"1993";"II-7";"low_beatch";510
"630";"1994";"II-7";"low_beatch";NA
"631";"1995";"II-7";"low_beatch";NA
"632";"1996";"II-7";"low_beatch";NA
"633";"1997";"II-7";"low_beatch";NA
"634";"1998";"II-7";"low_beatch";NA
"635";"1999";"II-7";"low_beatch";NA
"636";"2000";"II-7";"low_beatch";NA
"637";"2002";"II-7";"low_beatch";NA
"638";"2004";"II-7";"low_beatch";NA
"639";"1992";"II-8";"low_beatch";NA
"640";"1993";"II-8";"low_beatch";NA
"641";"1994";"II-8";"low_beatch";NA
"642";"1995";"II-8";"low_beatch";NA
"643";"1996";"II-8";"low_beatch";NA
"644";"1997";"II-8";"low_beatch";NA
"645";"1998";"II-8";"low_beatch";NA
"646";"1999";"II-8";"low_beatch";NA
"647";"2000";"II-8";"low_beatch";NA
"648";"2002";"II-8";"low_beatch";NA
"649";"2004";"II-8";"low_beatch";NA
"650";"1992";"II-9";"low_beatch";NA
"651";"1993";"II-9";"low_beatch";NA
"652";"1994";"II-9";"low_beatch";NA
"653";"1995";"II-9";"low_beatch";NA
"654";"1996";"II-9";"low_beatch";NA
"655";"1997";"II-9";"low_beatch";NA
"656";"1998";"II-9";"low_beatch";NA
"657";"1999";"II-9";"low_beatch";NA
"658";"2000";"II-9";"low_beatch";2430
"659";"2002";"II-9";"low_beatch";NA
"660";"2004";"II-9";"low_beatch";NA
"661";"1992";"II-1";"zostera_zone";NA
"662";"1993";"II-1";"zostera_zone";NA
"663";"1994";"II-1";"zostera_zone";NA
"664";"1995";"II-1";"zostera_zone";NA
"665";"1996";"II-1";"zostera_zone";NA
"666";"1997";"II-1";"zostera_zone";NA
"667";"1998";"II-1";"zostera_zone";NA
"668";"1999";"II-1";"zostera_zone";NA
"669";"2000";"II-1";"zostera_zone";NA
"670";"2002";"II-1";"zostera_zone";NA
"671";"2004";"II-1";"zostera_zone";NA
"672";"1992";"II-10";"zostera_zone";NA
"673";"1993";"II-10";"zostera_zone";210
"674";"1994";"II-10";"zostera_zone";NA
"675";"1995";"II-10";"zostera_zone";NA
"676";"1996";"II-10";"zostera_zone";NA
"677";"1997";"II-10";"zostera_zone";NA
"678";"1998";"II-10";"zostera_zone";3510
"679";"1999";"II-10";"zostera_zone";3030
"680";"2000";"II-10";"zostera_zone";NA
"681";"2002";"II-10";"zostera_zone";NA
"682";"2004";"II-10";"zostera_zone";1260
"683";"1992";"II-11";"zostera_zone";0
"684";"1993";"II-11";"zostera_zone";NA
"685";"1994";"II-11";"zostera_zone";NA
"686";"1995";"II-11";"zostera_zone";NA
"687";"1996";"II-11";"zostera_zone";NA
"688";"1997";"II-11";"zostera_zone";NA
"689";"1998";"II-11";"zostera_zone";NA
"690";"1999";"II-11";"zostera_zone";4170
"691";"2000";"II-11";"zostera_zone";NA
"692";"2002";"II-11";"zostera_zone";4320
"693";"2004";"II-11";"zostera_zone";1500
"694";"1992";"II-12";"zostera_zone";30
"695";"1993";"II-12";"zostera_zone";450
"696";"1994";"II-12";"zostera_zone";600
"697";"1995";"II-12";"zostera_zone";NA
"698";"1996";"II-12";"zostera_zone";NA
"699";"1997";"II-12";"zostera_zone";NA
"700";"1998";"II-12";"zostera_zone";NA
"701";"1999";"II-12";"zostera_zone";NA
"702";"2000";"II-12";"zostera_zone";NA
"703";"2002";"II-12";"zostera_zone";1530
"704";"2004";"II-12";"zostera_zone";NA
"705";"1992";"II-13";"zostera_zone";NA
"706";"1993";"II-13";"zostera_zone";NA
"707";"1994";"II-13";"zostera_zone";420
"708";"1995";"II-13";"zostera_zone";450
"709";"1996";"II-13";"zostera_zone";NA
"710";"1997";"II-13";"zostera_zone";NA
"711";"1998";"II-13";"zostera_zone";930
"712";"1999";"II-13";"zostera_zone";NA
"713";"2000";"II-13";"zostera_zone";1500
"714";"2002";"II-13";"zostera_zone";NA
"715";"2004";"II-13";"zostera_zone";NA
"716";"1992";"II-14";"zostera_zone";NA
"717";"1993";"II-14";"zostera_zone";NA
"718";"1994";"II-14";"zostera_zone";810
"719";"1995";"II-14";"zostera_zone";NA
"720";"1996";"II-14";"zostera_zone";NA
"721";"1997";"II-14";"zostera_zone";NA
"722";"1998";"II-14";"zostera_zone";2130
"723";"1999";"II-14";"zostera_zone";NA
"724";"2000";"II-14";"zostera_zone";NA
"725";"2002";"II-14";"zostera_zone";NA
"726";"2004";"II-14";"zostera_zone";NA
"727";"1992";"II-15";"zostera_zone";NA
"728";"1993";"II-15";"zostera_zone";NA
"729";"1994";"II-15";"zostera_zone";1140
"730";"1995";"II-15";"zostera_zone";NA
"731";"1996";"II-15";"zostera_zone";NA
"732";"1997";"II-15";"zostera_zone";NA
"733";"1998";"II-15";"zostera_zone";2970
"734";"1999";"II-15";"zostera_zone";NA
"735";"2000";"II-15";"zostera_zone";NA
"736";"2002";"II-15";"zostera_zone";NA
"737";"2004";"II-15";"zostera_zone";NA
"738";"1992";"II-16";"zostera_zone";NA
"739";"1993";"II-16";"zostera_zone";NA
"740";"1994";"II-16";"zostera_zone";NA
"741";"1995";"II-16";"zostera_zone";990
"742";"1996";"II-16";"zostera_zone";NA
"743";"1997";"II-16";"zostera_zone";NA
"744";"1998";"II-16";"zostera_zone";NA
"745";"1999";"II-16";"zostera_zone";NA
"746";"2000";"II-16";"zostera_zone";NA
"747";"2002";"II-16";"zostera_zone";NA
"748";"2004";"II-16";"zostera_zone";NA
"749";"1992";"II-17";"zostera_zone";NA
"750";"1993";"II-17";"zostera_zone";NA
"751";"1994";"II-17";"zostera_zone";NA
"752";"1995";"II-17";"zostera_zone";NA
"753";"1996";"II-17";"zostera_zone";NA
"754";"1997";"II-17";"zostera_zone";NA
"755";"1998";"II-17";"zostera_zone";NA
"756";"1999";"II-17";"zostera_zone";NA
"757";"2000";"II-17";"zostera_zone";NA
"758";"2002";"II-17";"zostera_zone";NA
"759";"2004";"II-17";"zostera_zone";NA
"760";"1992";"II-18";"zostera_zone";NA
"761";"1993";"II-18";"zostera_zone";NA
"762";"1994";"II-18";"zostera_zone";NA
"763";"1995";"II-18";"zostera_zone";NA
"764";"1996";"II-18";"zostera_zone";NA
"765";"1997";"II-18";"zostera_zone";540
"766";"1998";"II-18";"zostera_zone";NA
"767";"1999";"II-18";"zostera_zone";NA
"768";"2000";"II-18";"zostera_zone";NA
"769";"2002";"II-18";"zostera_zone";NA
"770";"2004";"II-18";"zostera_zone";NA
"771";"1992";"II-19";"zostera_zone";NA
"772";"1993";"II-19";"zostera_zone";540
"773";"1994";"II-19";"zostera_zone";600
"774";"1995";"II-19";"zostera_zone";450
"775";"1996";"II-19";"zostera_zone";NA
"776";"1997";"II-19";"zostera_zone";NA
"777";"1998";"II-19";"zostera_zone";NA
"778";"1999";"II-19";"zostera_zone";NA
"779";"2000";"II-19";"zostera_zone";NA
"780";"2002";"II-19";"zostera_zone";NA
"781";"2004";"II-19";"zostera_zone";NA
"782";"1992";"II-2";"zostera_zone";NA
"783";"1993";"II-2";"zostera_zone";180
"784";"1994";"II-2";"zostera_zone";NA
"785";"1995";"II-2";"zostera_zone";NA
"786";"1996";"II-2";"zostera_zone";NA
"787";"1997";"II-2";"zostera_zone";NA
"788";"1998";"II-2";"zostera_zone";NA
"789";"1999";"II-2";"zostera_zone";NA
"790";"2000";"II-2";"zostera_zone";NA
"791";"2002";"II-2";"zostera_zone";NA
"792";"2004";"II-2";"zostera_zone";NA
"793";"1992";"II-20";"zostera_zone";420
"794";"1993";"II-20";"zostera_zone";NA
"795";"1994";"II-20";"zostera_zone";1020
"796";"1995";"II-20";"zostera_zone";510
"797";"1996";"II-20";"zostera_zone";NA
"798";"1997";"II-20";"zostera_zone";NA
"799";"1998";"II-20";"zostera_zone";NA
"800";"1999";"II-20";"zostera_zone";NA
"801";"2000";"II-20";"zostera_zone";NA
"802";"2002";"II-20";"zostera_zone";NA
"803";"2004";"II-20";"zostera_zone";NA
"804";"1992";"II-3";"zostera_zone";NA
"805";"1993";"II-3";"zostera_zone";NA
"806";"1994";"II-3";"zostera_zone";NA
"807";"1995";"II-3";"zostera_zone";NA
"808";"1996";"II-3";"zostera_zone";NA
"809";"1997";"II-3";"zostera_zone";NA
"810";"1998";"II-3";"zostera_zone";NA
"811";"1999";"II-3";"zostera_zone";NA
"812";"2000";"II-3";"zostera_zone";NA
"813";"2002";"II-3";"zostera_zone";300
"814";"2004";"II-3";"zostera_zone";1440
"815";"1992";"II-4";"zostera_zone";510
"816";"1993";"II-4";"zostera_zone";NA
"817";"1994";"II-4";"zostera_zone";NA
"818";"1995";"II-4";"zostera_zone";NA
"819";"1996";"II-4";"zostera_zone";NA
"820";"1997";"II-4";"zostera_zone";NA
"821";"1998";"II-4";"zostera_zone";NA
"822";"1999";"II-4";"zostera_zone";NA
"823";"2000";"II-4";"zostera_zone";NA
"824";"2002";"II-4";"zostera_zone";3840
"825";"2004";"II-4";"zostera_zone";NA
"826";"1992";"II-5";"zostera_zone";NA
"827";"1993";"II-5";"zostera_zone";NA
"828";"1994";"II-5";"zostera_zone";NA
"829";"1995";"II-5";"zostera_zone";NA
"830";"1996";"II-5";"zostera_zone";NA
"831";"1997";"II-5";"zostera_zone";NA
"832";"1998";"II-5";"zostera_zone";NA
"833";"1999";"II-5";"zostera_zone";NA
"834";"2000";"II-5";"zostera_zone";4980
"835";"2002";"II-5";"zostera_zone";NA
"836";"2004";"II-5";"zostera_zone";NA
"837";"1992";"II-6";"zostera_zone";NA
"838";"1993";"II-6";"zostera_zone";NA
"839";"1994";"II-6";"zostera_zone";NA
"840";"1995";"II-6";"zostera_zone";NA
"841";"1996";"II-6";"zostera_zone";780
"842";"1997";"II-6";"zostera_zone";630
"843";"1998";"II-6";"zostera_zone";NA
"844";"1999";"II-6";"zostera_zone";960
"845";"2000";"II-6";"zostera_zone";3390
"846";"2002";"II-6";"zostera_zone";NA
"847";"2004";"II-6";"zostera_zone";NA
"848";"1992";"II-7";"zostera_zone";150
"849";"1993";"II-7";"zostera_zone";NA
"850";"1994";"II-7";"zostera_zone";NA
"851";"1995";"II-7";"zostera_zone";900
"852";"1996";"II-7";"zostera_zone";570
"853";"1997";"II-7";"zostera_zone";960
"854";"1998";"II-7";"zostera_zone";NA
"855";"1999";"II-7";"zostera_zone";1170
"856";"2000";"II-7";"zostera_zone";1890
"857";"2002";"II-7";"zostera_zone";NA
"858";"2004";"II-7";"zostera_zone";NA
"859";"1992";"II-8";"zostera_zone";NA
"860";"1993";"II-8";"zostera_zone";360
"861";"1994";"II-8";"zostera_zone";NA
"862";"1995";"II-8";"zostera_zone";NA
"863";"1996";"II-8";"zostera_zone";750
"864";"1997";"II-8";"zostera_zone";660
"865";"1998";"II-8";"zostera_zone";NA
"866";"1999";"II-8";"zostera_zone";2160
"867";"2000";"II-8";"zostera_zone";1050
"868";"2002";"II-8";"zostera_zone";NA
"869";"2004";"II-8";"zostera_zone";1950
"870";"1992";"II-9";"zostera_zone";NA
"871";"1993";"II-9";"zostera_zone";690
"872";"1994";"II-9";"zostera_zone";NA
"873";"1995";"II-9";"zostera_zone";NA
"874";"1996";"II-9";"zostera_zone";480
"875";"1997";"II-9";"zostera_zone";720
"876";"1998";"II-9";"zostera_zone";2580
"877";"1999";"II-9";"zostera_zone";2940
"878";"2000";"II-9";"zostera_zone";NA
"879";"2002";"II-9";"zostera_zone";NA
"880";"2004";"II-9";"zostera_zone";2940
