"oneyear.int";"year";"tidal_level";"sample";"Freq"
"1654";"(1.2,1.8]";"1998";"high_beatch";"II-18";NA
"1658";"(1.2,1.8]";"1999";"high_beatch";"II-18";420
"1662";"(1.2,1.8]";"2000";"high_beatch";"II-18";NA
"1666";"(1.2,1.8]";"2002";"high_beatch";"II-18";NA
"1670";"(1.2,1.8]";"2004";"high_beatch";"II-18";NA
"1674";"(1.2,1.8]";"1992";"low_beatch";"II-18";NA
"1678";"(1.2,1.8]";"1993";"low_beatch";"II-18";NA
"1682";"(1.2,1.8]";"1994";"low_beatch";"II-18";0
"1686";"(1.2,1.8]";"1995";"low_beatch";"II-18";0
"1690";"(1.2,1.8]";"1996";"low_beatch";"II-18";NA
"1694";"(1.2,1.8]";"1997";"low_beatch";"II-18";NA
"1698";"(1.2,1.8]";"1998";"low_beatch";"II-18";600
"1702";"(1.2,1.8]";"1999";"low_beatch";"II-18";NA
"1706";"(1.2,1.8]";"2000";"low_beatch";"II-18";NA
"1710";"(1.2,1.8]";"2002";"low_beatch";"II-18";NA
"1714";"(1.2,1.8]";"2004";"low_beatch";"II-18";NA
"1718";"(1.2,1.8]";"1992";"zostera_zone";"II-18";NA
"1722";"(1.2,1.8]";"1993";"zostera_zone";"II-18";NA
"1726";"(1.2,1.8]";"1994";"zostera_zone";"II-18";NA
"1730";"(1.2,1.8]";"1995";"zostera_zone";"II-18";NA
"1734";"(1.2,1.8]";"1996";"zostera_zone";"II-18";NA
"1738";"(1.2,1.8]";"1997";"zostera_zone";"II-18";120
"1742";"(1.2,1.8]";"1998";"zostera_zone";"II-18";NA
"1746";"(1.2,1.8]";"1999";"zostera_zone";"II-18";NA
"1750";"(1.2,1.8]";"2000";"zostera_zone";"II-18";NA
"1754";"(1.2,1.8]";"2002";"zostera_zone";"II-18";NA
"1758";"(1.2,1.8]";"2004";"zostera_zone";"II-18";NA
"1762";"(1.2,1.8]";"1992";"fucus_zone";"II-19";NA
"1766";"(1.2,1.8]";"1993";"fucus_zone";"II-19";NA
"1770";"(1.2,1.8]";"1994";"fucus_zone";"II-19";NA
"1774";"(1.2,1.8]";"1995";"fucus_zone";"II-19";NA
"1778";"(1.2,1.8]";"1996";"fucus_zone";"II-19";NA
"1782";"(1.2,1.8]";"1997";"fucus_zone";"II-19";120
"1786";"(1.2,1.8]";"1998";"fucus_zone";"II-19";NA
"1790";"(1.2,1.8]";"1999";"fucus_zone";"II-19";NA
"1794";"(1.2,1.8]";"2000";"fucus_zone";"II-19";NA
"1798";"(1.2,1.8]";"2002";"fucus_zone";"II-19";NA
"1802";"(1.2,1.8]";"2004";"fucus_zone";"II-19";NA
"1806";"(1.2,1.8]";"1992";"high_beatch";"II-19";NA
"1810";"(1.2,1.8]";"1993";"high_beatch";"II-19";NA
"1814";"(1.2,1.8]";"1994";"high_beatch";"II-19";NA
"1818";"(1.2,1.8]";"1995";"high_beatch";"II-19";NA
"1822";"(1.2,1.8]";"1996";"high_beatch";"II-19";30
"1826";"(1.2,1.8]";"1997";"high_beatch";"II-19";NA
"1830";"(1.2,1.8]";"1998";"high_beatch";"II-19";NA
"1834";"(1.2,1.8]";"1999";"high_beatch";"II-19";690
"1838";"(1.2,1.8]";"2000";"high_beatch";"II-19";NA
"1842";"(1.2,1.8]";"2002";"high_beatch";"II-19";NA
"1846";"(1.2,1.8]";"2004";"high_beatch";"II-19";NA
"1850";"(1.2,1.8]";"1992";"low_beatch";"II-19";0
"1854";"(1.2,1.8]";"1993";"low_beatch";"II-19";NA
"1858";"(1.2,1.8]";"1994";"low_beatch";"II-19";NA
"1862";"(1.2,1.8]";"1995";"low_beatch";"II-19";NA
"1866";"(1.2,1.8]";"1996";"low_beatch";"II-19";NA
"1870";"(1.2,1.8]";"1997";"low_beatch";"II-19";NA
"1874";"(1.2,1.8]";"1998";"low_beatch";"II-19";180
"1878";"(1.2,1.8]";"1999";"low_beatch";"II-19";NA
"1882";"(1.2,1.8]";"2000";"low_beatch";"II-19";NA
"1886";"(1.2,1.8]";"2002";"low_beatch";"II-19";NA
"1890";"(1.2,1.8]";"2004";"low_beatch";"II-19";NA
"1894";"(1.2,1.8]";"1992";"zostera_zone";"II-19";NA
"1898";"(1.2,1.8]";"1993";"zostera_zone";"II-19";0
"1902";"(1.2,1.8]";"1994";"zostera_zone";"II-19";30
"1906";"(1.2,1.8]";"1995";"zostera_zone";"II-19";60
"1910";"(1.2,1.8]";"1996";"zostera_zone";"II-19";NA
"1914";"(1.2,1.8]";"1997";"zostera_zone";"II-19";NA
"1918";"(1.2,1.8]";"1998";"zostera_zone";"II-19";NA
"1922";"(1.2,1.8]";"1999";"zostera_zone";"II-19";NA
"1926";"(1.2,1.8]";"2000";"zostera_zone";"II-19";NA
"1930";"(1.2,1.8]";"2002";"zostera_zone";"II-19";NA
"1934";"(1.2,1.8]";"2004";"zostera_zone";"II-19";NA
"1938";"(1.2,1.8]";"1992";"fucus_zone";"II-2";NA
"1942";"(1.2,1.8]";"1993";"fucus_zone";"II-2";NA
"1946";"(1.2,1.8]";"1994";"fucus_zone";"II-2";NA
"1950";"(1.2,1.8]";"1995";"fucus_zone";"II-2";0
"1954";"(1.2,1.8]";"1996";"fucus_zone";"II-2";NA
"1958";"(1.2,1.8]";"1997";"fucus_zone";"II-2";NA
"1962";"(1.2,1.8]";"1998";"fucus_zone";"II-2";NA
"1966";"(1.2,1.8]";"1999";"fucus_zone";"II-2";NA
"1970";"(1.2,1.8]";"2000";"fucus_zone";"II-2";540
"1974";"(1.2,1.8]";"2002";"fucus_zone";"II-2";NA
"1978";"(1.2,1.8]";"2004";"fucus_zone";"II-2";900
"1982";"(1.2,1.8]";"1992";"high_beatch";"II-2";0
"1986";"(1.2,1.8]";"1993";"high_beatch";"II-2";NA
"1990";"(1.2,1.8]";"1994";"high_beatch";"II-2";0
"1994";"(1.2,1.8]";"1995";"high_beatch";"II-2";NA
"1998";"(1.2,1.8]";"1996";"high_beatch";"II-2";NA
"2002";"(1.2,1.8]";"1997";"high_beatch";"II-2";NA
"2006";"(1.2,1.8]";"1998";"high_beatch";"II-2";180
"2010";"(1.2,1.8]";"1999";"high_beatch";"II-2";NA
"2014";"(1.2,1.8]";"2000";"high_beatch";"II-2";NA
"2018";"(1.2,1.8]";"2002";"high_beatch";"II-2";NA
"2022";"(1.2,1.8]";"2004";"high_beatch";"II-2";NA
"2026";"(1.2,1.8]";"1992";"low_beatch";"II-2";NA
"2030";"(1.2,1.8]";"1993";"low_beatch";"II-2";NA
"2034";"(1.2,1.8]";"1994";"low_beatch";"II-2";NA
"2038";"(1.2,1.8]";"1995";"low_beatch";"II-2";NA
"2042";"(1.2,1.8]";"1996";"low_beatch";"II-2";60
"2046";"(1.2,1.8]";"1997";"low_beatch";"II-2";90
"2050";"(1.2,1.8]";"1998";"low_beatch";"II-2";NA
"2054";"(1.2,1.8]";"1999";"low_beatch";"II-2";840
"2058";"(1.2,1.8]";"2000";"low_beatch";"II-2";NA
"2062";"(1.2,1.8]";"2002";"low_beatch";"II-2";30
"2066";"(1.2,1.8]";"2004";"low_beatch";"II-2";NA
"2070";"(1.2,1.8]";"1992";"zostera_zone";"II-2";NA
"2074";"(1.2,1.8]";"1993";"zostera_zone";"II-2";0
"2078";"(1.2,1.8]";"1994";"zostera_zone";"II-2";NA
"2082";"(1.2,1.8]";"1995";"zostera_zone";"II-2";NA
"2086";"(1.2,1.8]";"1996";"zostera_zone";"II-2";NA
"2090";"(1.2,1.8]";"1997";"zostera_zone";"II-2";NA
"2094";"(1.2,1.8]";"1998";"zostera_zone";"II-2";NA
"2098";"(1.2,1.8]";"1999";"zostera_zone";"II-2";NA
"2102";"(1.2,1.8]";"2000";"zostera_zone";"II-2";NA
"2106";"(1.2,1.8]";"2002";"zostera_zone";"II-2";NA
"2110";"(1.2,1.8]";"2004";"zostera_zone";"II-2";NA
"2114";"(1.2,1.8]";"1992";"fucus_zone";"II-20";NA
"2118";"(1.2,1.8]";"1993";"fucus_zone";"II-20";0
"2122";"(1.2,1.8]";"1994";"fucus_zone";"II-20";NA
"2126";"(1.2,1.8]";"1995";"fucus_zone";"II-20";NA
"2130";"(1.2,1.8]";"1996";"fucus_zone";"II-20";NA
"2134";"(1.2,1.8]";"1997";"fucus_zone";"II-20";30
"2138";"(1.2,1.8]";"1998";"fucus_zone";"II-20";NA
"2142";"(1.2,1.8]";"1999";"fucus_zone";"II-20";1470
"2146";"(1.2,1.8]";"2000";"fucus_zone";"II-20";NA
"2150";"(1.2,1.8]";"2002";"fucus_zone";"II-20";NA
"2154";"(1.2,1.8]";"2004";"fucus_zone";"II-20";NA
"2158";"(1.2,1.8]";"1992";"high_beatch";"II-20";NA
"2162";"(1.2,1.8]";"1993";"high_beatch";"II-20";NA
"2166";"(1.2,1.8]";"1994";"high_beatch";"II-20";NA
"2170";"(1.2,1.8]";"1995";"high_beatch";"II-20";NA
"2174";"(1.2,1.8]";"1996";"high_beatch";"II-20";NA
"2178";"(1.2,1.8]";"1997";"high_beatch";"II-20";NA
"2182";"(1.2,1.8]";"1998";"high_beatch";"II-20";NA
"2186";"(1.2,1.8]";"1999";"high_beatch";"II-20";NA
"2190";"(1.2,1.8]";"2000";"high_beatch";"II-20";NA
"2194";"(1.2,1.8]";"2002";"high_beatch";"II-20";NA
"2198";"(1.2,1.8]";"2004";"high_beatch";"II-20";NA
"2202";"(1.2,1.8]";"1992";"low_beatch";"II-20";NA
"2206";"(1.2,1.8]";"1993";"low_beatch";"II-20";NA
"2210";"(1.2,1.8]";"1994";"low_beatch";"II-20";NA
"2214";"(1.2,1.8]";"1995";"low_beatch";"II-20";NA
"2218";"(1.2,1.8]";"1996";"low_beatch";"II-20";0
"2222";"(1.2,1.8]";"1997";"low_beatch";"II-20";NA
"2226";"(1.2,1.8]";"1998";"low_beatch";"II-20";120
"2230";"(1.2,1.8]";"1999";"low_beatch";"II-20";NA
"2234";"(1.2,1.8]";"2000";"low_beatch";"II-20";NA
"2238";"(1.2,1.8]";"2002";"low_beatch";"II-20";NA
"2242";"(1.2,1.8]";"2004";"low_beatch";"II-20";NA
"2246";"(1.2,1.8]";"1992";"zostera_zone";"II-20";0
"2250";"(1.2,1.8]";"1993";"zostera_zone";"II-20";NA
"2254";"(1.2,1.8]";"1994";"zostera_zone";"II-20";30
"2258";"(1.2,1.8]";"1995";"zostera_zone";"II-20";0
"2262";"(1.2,1.8]";"1996";"zostera_zone";"II-20";NA
"2266";"(1.2,1.8]";"1997";"zostera_zone";"II-20";NA
"2270";"(1.2,1.8]";"1998";"zostera_zone";"II-20";NA
"2274";"(1.2,1.8]";"1999";"zostera_zone";"II-20";NA
"2278";"(1.2,1.8]";"2000";"zostera_zone";"II-20";NA
"2282";"(1.2,1.8]";"2002";"zostera_zone";"II-20";NA
"2286";"(1.2,1.8]";"2004";"zostera_zone";"II-20";NA
"2290";"(1.2,1.8]";"1992";"fucus_zone";"II-3";NA
"2294";"(1.2,1.8]";"1993";"fucus_zone";"II-3";NA
"2298";"(1.2,1.8]";"1994";"fucus_zone";"II-3";NA
"2302";"(1.2,1.8]";"1995";"fucus_zone";"II-3";NA
"2306";"(1.2,1.8]";"1996";"fucus_zone";"II-3";NA
"2310";"(1.2,1.8]";"1997";"fucus_zone";"II-3";NA
"2314";"(1.2,1.8]";"1998";"fucus_zone";"II-3";NA
"2318";"(1.2,1.8]";"1999";"fucus_zone";"II-3";NA
"2322";"(1.2,1.8]";"2000";"fucus_zone";"II-3";990
"2326";"(1.2,1.8]";"2002";"fucus_zone";"II-3";NA
"2330";"(1.2,1.8]";"2004";"fucus_zone";"II-3";NA
"2334";"(1.2,1.8]";"1992";"high_beatch";"II-3";0
"2338";"(1.2,1.8]";"1993";"high_beatch";"II-3";NA
"2342";"(1.2,1.8]";"1994";"high_beatch";"II-3";30
"2346";"(1.2,1.8]";"1995";"high_beatch";"II-3";90
"2350";"(1.2,1.8]";"1996";"high_beatch";"II-3";NA
"2354";"(1.2,1.8]";"1997";"high_beatch";"II-3";NA
"2358";"(1.2,1.8]";"1998";"high_beatch";"II-3";1950
"2362";"(1.2,1.8]";"1999";"high_beatch";"II-3";NA
"2366";"(1.2,1.8]";"2000";"high_beatch";"II-3";NA
"2370";"(1.2,1.8]";"2002";"high_beatch";"II-3";NA
"2374";"(1.2,1.8]";"2004";"high_beatch";"II-3";NA
"2378";"(1.2,1.8]";"1992";"low_beatch";"II-3";NA
"2382";"(1.2,1.8]";"1993";"low_beatch";"II-3";0
"2386";"(1.2,1.8]";"1994";"low_beatch";"II-3";NA
"2390";"(1.2,1.8]";"1995";"low_beatch";"II-3";NA
"2394";"(1.2,1.8]";"1996";"low_beatch";"II-3";30
"2398";"(1.2,1.8]";"1997";"low_beatch";"II-3";0
"2402";"(1.2,1.8]";"1998";"low_beatch";"II-3";NA
"2406";"(1.2,1.8]";"1999";"low_beatch";"II-3";1080
"2410";"(1.2,1.8]";"2000";"low_beatch";"II-3";NA
"2414";"(1.2,1.8]";"2002";"low_beatch";"II-3";NA
"2418";"(1.2,1.8]";"2004";"low_beatch";"II-3";NA
"2422";"(1.2,1.8]";"1992";"zostera_zone";"II-3";NA
"2426";"(1.2,1.8]";"1993";"zostera_zone";"II-3";NA
"2430";"(1.2,1.8]";"1994";"zostera_zone";"II-3";NA
"2434";"(1.2,1.8]";"1995";"zostera_zone";"II-3";NA
"2438";"(1.2,1.8]";"1996";"zostera_zone";"II-3";NA
"2442";"(1.2,1.8]";"1997";"zostera_zone";"II-3";NA
"2446";"(1.2,1.8]";"1998";"zostera_zone";"II-3";NA
"2450";"(1.2,1.8]";"1999";"zostera_zone";"II-3";NA
"2454";"(1.2,1.8]";"2000";"zostera_zone";"II-3";NA
"2458";"(1.2,1.8]";"2002";"zostera_zone";"II-3";30
"2462";"(1.2,1.8]";"2004";"zostera_zone";"II-3";30
"2466";"(1.2,1.8]";"1992";"fucus_zone";"II-4";NA
"2470";"(1.2,1.8]";"1993";"fucus_zone";"II-4";NA
"2474";"(1.2,1.8]";"1994";"fucus_zone";"II-4";NA
"2478";"(1.2,1.8]";"1995";"fucus_zone";"II-4";450
"2482";"(1.2,1.8]";"1996";"fucus_zone";"II-4";NA
"2486";"(1.2,1.8]";"1997";"fucus_zone";"II-4";NA
"2490";"(1.2,1.8]";"1998";"fucus_zone";"II-4";NA
"2494";"(1.2,1.8]";"1999";"fucus_zone";"II-4";NA
"2498";"(1.2,1.8]";"2000";"fucus_zone";"II-4";390
"2502";"(1.2,1.8]";"2002";"fucus_zone";"II-4";NA
"2506";"(1.2,1.8]";"2004";"fucus_zone";"II-4";180
"2510";"(1.2,1.8]";"1992";"high_beatch";"II-4";NA
"2514";"(1.2,1.8]";"1993";"high_beatch";"II-4";NA
"2518";"(1.2,1.8]";"1994";"high_beatch";"II-4";0
"2522";"(1.2,1.8]";"1995";"high_beatch";"II-4";NA
"2526";"(1.2,1.8]";"1996";"high_beatch";"II-4";NA
"2530";"(1.2,1.8]";"1997";"high_beatch";"II-4";NA
"2534";"(1.2,1.8]";"1998";"high_beatch";"II-4";60
"2538";"(1.2,1.8]";"1999";"high_beatch";"II-4";NA
"2542";"(1.2,1.8]";"2000";"high_beatch";"II-4";NA
"2546";"(1.2,1.8]";"2002";"high_beatch";"II-4";NA
"2550";"(1.2,1.8]";"2004";"high_beatch";"II-4";NA
"2554";"(1.2,1.8]";"1992";"low_beatch";"II-4";NA
"2558";"(1.2,1.8]";"1993";"low_beatch";"II-4";60
"2562";"(1.2,1.8]";"1994";"low_beatch";"II-4";NA
"2566";"(1.2,1.8]";"1995";"low_beatch";"II-4";NA
"2570";"(1.2,1.8]";"1996";"low_beatch";"II-4";0
"2574";"(1.2,1.8]";"1997";"low_beatch";"II-4";0
"2578";"(1.2,1.8]";"1998";"low_beatch";"II-4";NA
"2582";"(1.2,1.8]";"1999";"low_beatch";"II-4";2100
"2586";"(1.2,1.8]";"2000";"low_beatch";"II-4";NA
"2590";"(1.2,1.8]";"2002";"low_beatch";"II-4";NA
"2594";"(1.2,1.8]";"2004";"low_beatch";"II-4";NA
"2598";"(1.2,1.8]";"1992";"zostera_zone";"II-4";0
"2602";"(1.2,1.8]";"1993";"zostera_zone";"II-4";NA
"2606";"(1.2,1.8]";"1994";"zostera_zone";"II-4";NA
"2610";"(1.2,1.8]";"1995";"zostera_zone";"II-4";NA
"2614";"(1.2,1.8]";"1996";"zostera_zone";"II-4";NA
"2618";"(1.2,1.8]";"1997";"zostera_zone";"II-4";NA
"2622";"(1.2,1.8]";"1998";"zostera_zone";"II-4";NA
"2626";"(1.2,1.8]";"1999";"zostera_zone";"II-4";NA
"2630";"(1.2,1.8]";"2000";"zostera_zone";"II-4";NA
"2634";"(1.2,1.8]";"2002";"zostera_zone";"II-4";540
"2638";"(1.2,1.8]";"2004";"zostera_zone";"II-4";NA
"2642";"(1.2,1.8]";"1992";"fucus_zone";"II-5";NA
"2646";"(1.2,1.8]";"1993";"fucus_zone";"II-5";NA
"2650";"(1.2,1.8]";"1994";"fucus_zone";"II-5";NA
"2654";"(1.2,1.8]";"1995";"fucus_zone";"II-5";NA
"2658";"(1.2,1.8]";"1996";"fucus_zone";"II-5";NA
"2662";"(1.2,1.8]";"1997";"fucus_zone";"II-5";NA
"2666";"(1.2,1.8]";"1998";"fucus_zone";"II-5";690
"2670";"(1.2,1.8]";"1999";"fucus_zone";"II-5";NA
"2674";"(1.2,1.8]";"2000";"fucus_zone";"II-5";NA
"2678";"(1.2,1.8]";"2002";"fucus_zone";"II-5";240
"2682";"(1.2,1.8]";"2004";"fucus_zone";"II-5";NA
"2686";"(1.2,1.8]";"1992";"high_beatch";"II-5";NA
"2690";"(1.2,1.8]";"1993";"high_beatch";"II-5";NA
"2694";"(1.2,1.8]";"1994";"high_beatch";"II-5";0
"2698";"(1.2,1.8]";"1995";"high_beatch";"II-5";0
"2702";"(1.2,1.8]";"1996";"high_beatch";"II-5";NA
"2706";"(1.2,1.8]";"1997";"high_beatch";"II-5";NA
"2710";"(1.2,1.8]";"1998";"high_beatch";"II-5";NA
"2714";"(1.2,1.8]";"1999";"high_beatch";"II-5";NA
"2718";"(1.2,1.8]";"2000";"high_beatch";"II-5";NA
"2722";"(1.2,1.8]";"2002";"high_beatch";"II-5";NA
"2726";"(1.2,1.8]";"2004";"high_beatch";"II-5";690
"2730";"(1.2,1.8]";"1992";"low_beatch";"II-5";0
"2734";"(1.2,1.8]";"1993";"low_beatch";"II-5";30
"2738";"(1.2,1.8]";"1994";"low_beatch";"II-5";NA
"2742";"(1.2,1.8]";"1995";"low_beatch";"II-5";NA
"2746";"(1.2,1.8]";"1996";"low_beatch";"II-5";0
"2750";"(1.2,1.8]";"1997";"low_beatch";"II-5";180
"2754";"(1.2,1.8]";"1998";"low_beatch";"II-5";NA
"2758";"(1.2,1.8]";"1999";"low_beatch";"II-5";150
"2762";"(1.2,1.8]";"2000";"low_beatch";"II-5";NA
"2766";"(1.2,1.8]";"2002";"low_beatch";"II-5";NA
"2770";"(1.2,1.8]";"2004";"low_beatch";"II-5";NA
"2774";"(1.2,1.8]";"1992";"zostera_zone";"II-5";NA
"2778";"(1.2,1.8]";"1993";"zostera_zone";"II-5";NA
"2782";"(1.2,1.8]";"1994";"zostera_zone";"II-5";NA
"2786";"(1.2,1.8]";"1995";"zostera_zone";"II-5";NA
"2790";"(1.2,1.8]";"1996";"zostera_zone";"II-5";NA
"2794";"(1.2,1.8]";"1997";"zostera_zone";"II-5";NA
"2798";"(1.2,1.8]";"1998";"zostera_zone";"II-5";NA
"2802";"(1.2,1.8]";"1999";"zostera_zone";"II-5";NA
"2806";"(1.2,1.8]";"2000";"zostera_zone";"II-5";1710
"2810";"(1.2,1.8]";"2002";"zostera_zone";"II-5";NA
"2814";"(1.2,1.8]";"2004";"zostera_zone";"II-5";NA
"2818";"(1.2,1.8]";"1992";"fucus_zone";"II-6";NA
"2822";"(1.2,1.8]";"1993";"fucus_zone";"II-6";NA
"2826";"(1.2,1.8]";"1994";"fucus_zone";"II-6";0
"2830";"(1.2,1.8]";"1995";"fucus_zone";"II-6";0
"2834";"(1.2,1.8]";"1996";"fucus_zone";"II-6";NA
"2838";"(1.2,1.8]";"1997";"fucus_zone";"II-6";NA
"2842";"(1.2,1.8]";"1998";"fucus_zone";"II-6";960
"2846";"(1.2,1.8]";"1999";"fucus_zone";"II-6";NA
"2850";"(1.2,1.8]";"2000";"fucus_zone";"II-6";NA
"2854";"(1.2,1.8]";"2002";"fucus_zone";"II-6";660
"2858";"(1.2,1.8]";"2004";"fucus_zone";"II-6";NA
"2862";"(1.2,1.8]";"1992";"high_beatch";"II-6";NA
"2866";"(1.2,1.8]";"1993";"high_beatch";"II-6";NA
"2870";"(1.2,1.8]";"1994";"high_beatch";"II-6";NA
"2874";"(1.2,1.8]";"1995";"high_beatch";"II-6";NA
"2878";"(1.2,1.8]";"1996";"high_beatch";"II-6";NA
"2882";"(1.2,1.8]";"1997";"high_beatch";"II-6";NA
"2886";"(1.2,1.8]";"1998";"high_beatch";"II-6";NA
"2890";"(1.2,1.8]";"1999";"high_beatch";"II-6";NA
"2894";"(1.2,1.8]";"2000";"high_beatch";"II-6";NA
"2898";"(1.2,1.8]";"2002";"high_beatch";"II-6";NA
"2902";"(1.2,1.8]";"2004";"high_beatch";"II-6";360
"2906";"(1.2,1.8]";"1992";"low_beatch";"II-6";0
"2910";"(1.2,1.8]";"1993";"low_beatch";"II-6";0
"2914";"(1.2,1.8]";"1994";"low_beatch";"II-6";NA
"2918";"(1.2,1.8]";"1995";"low_beatch";"II-6";NA
"2922";"(1.2,1.8]";"1996";"low_beatch";"II-6";NA
"2926";"(1.2,1.8]";"1997";"low_beatch";"II-6";NA
"2930";"(1.2,1.8]";"1998";"low_beatch";"II-6";NA
"2934";"(1.2,1.8]";"1999";"low_beatch";"II-6";NA
"2938";"(1.2,1.8]";"2000";"low_beatch";"II-6";NA
"2942";"(1.2,1.8]";"2002";"low_beatch";"II-6";NA
"2946";"(1.2,1.8]";"2004";"low_beatch";"II-6";NA
"2950";"(1.2,1.8]";"1992";"zostera_zone";"II-6";NA
"2954";"(1.2,1.8]";"1993";"zostera_zone";"II-6";NA
"2958";"(1.2,1.8]";"1994";"zostera_zone";"II-6";NA
"2962";"(1.2,1.8]";"1995";"zostera_zone";"II-6";NA
"2966";"(1.2,1.8]";"1996";"zostera_zone";"II-6";0
"2970";"(1.2,1.8]";"1997";"zostera_zone";"II-6";0
"2974";"(1.2,1.8]";"1998";"zostera_zone";"II-6";NA
"2978";"(1.2,1.8]";"1999";"zostera_zone";"II-6";210
"2982";"(1.2,1.8]";"2000";"zostera_zone";"II-6";420
"2986";"(1.2,1.8]";"2002";"zostera_zone";"II-6";NA
"2990";"(1.2,1.8]";"2004";"zostera_zone";"II-6";NA
"2994";"(1.2,1.8]";"1992";"fucus_zone";"II-7";NA
"2998";"(1.2,1.8]";"1993";"fucus_zone";"II-7";NA
"3002";"(1.2,1.8]";"1994";"fucus_zone";"II-7";60
"3006";"(1.2,1.8]";"1995";"fucus_zone";"II-7";NA
"3010";"(1.2,1.8]";"1996";"fucus_zone";"II-7";NA
"3014";"(1.2,1.8]";"1997";"fucus_zone";"II-7";NA
"3018";"(1.2,1.8]";"1998";"fucus_zone";"II-7";0
"3022";"(1.2,1.8]";"1999";"fucus_zone";"II-7";NA
"3026";"(1.2,1.8]";"2000";"fucus_zone";"II-7";NA
"3030";"(1.2,1.8]";"2002";"fucus_zone";"II-7";420
"3034";"(1.2,1.8]";"2004";"fucus_zone";"II-7";NA
"3038";"(1.2,1.8]";"1992";"high_beatch";"II-7";NA
"3042";"(1.2,1.8]";"1993";"high_beatch";"II-7";NA
"3046";"(1.2,1.8]";"1994";"high_beatch";"II-7";NA
"3050";"(1.2,1.8]";"1995";"high_beatch";"II-7";NA
"3054";"(1.2,1.8]";"1996";"high_beatch";"II-7";NA
"3058";"(1.2,1.8]";"1997";"high_beatch";"II-7";NA
"3062";"(1.2,1.8]";"1998";"high_beatch";"II-7";NA
"3066";"(1.2,1.8]";"1999";"high_beatch";"II-7";NA
"3070";"(1.2,1.8]";"2000";"high_beatch";"II-7";NA
"3074";"(1.2,1.8]";"2002";"high_beatch";"II-7";NA
"3078";"(1.2,1.8]";"2004";"high_beatch";"II-7";990
"3082";"(1.2,1.8]";"1992";"low_beatch";"II-7";NA
"3086";"(1.2,1.8]";"1993";"low_beatch";"II-7";30
"3090";"(1.2,1.8]";"1994";"low_beatch";"II-7";NA
"3094";"(1.2,1.8]";"1995";"low_beatch";"II-7";NA
"3098";"(1.2,1.8]";"1996";"low_beatch";"II-7";NA
"3102";"(1.2,1.8]";"1997";"low_beatch";"II-7";NA
"3106";"(1.2,1.8]";"1998";"low_beatch";"II-7";NA
"3110";"(1.2,1.8]";"1999";"low_beatch";"II-7";NA
"3114";"(1.2,1.8]";"2000";"low_beatch";"II-7";NA
"3118";"(1.2,1.8]";"2002";"low_beatch";"II-7";NA
"3122";"(1.2,1.8]";"2004";"low_beatch";"II-7";NA
"3126";"(1.2,1.8]";"1992";"zostera_zone";"II-7";0
"3130";"(1.2,1.8]";"1993";"zostera_zone";"II-7";NA
"3134";"(1.2,1.8]";"1994";"zostera_zone";"II-7";NA
"3138";"(1.2,1.8]";"1995";"zostera_zone";"II-7";30
"3142";"(1.2,1.8]";"1996";"zostera_zone";"II-7";0
"3146";"(1.2,1.8]";"1997";"zostera_zone";"II-7";60
"3150";"(1.2,1.8]";"1998";"zostera_zone";"II-7";NA
"3154";"(1.2,1.8]";"1999";"zostera_zone";"II-7";210
"3158";"(1.2,1.8]";"2000";"zostera_zone";"II-7";300
"3162";"(1.2,1.8]";"2002";"zostera_zone";"II-7";NA
"3166";"(1.2,1.8]";"2004";"zostera_zone";"II-7";NA
"3170";"(1.2,1.8]";"1992";"fucus_zone";"II-8";0
"3174";"(1.2,1.8]";"1993";"fucus_zone";"II-8";NA
"3178";"(1.2,1.8]";"1994";"fucus_zone";"II-8";0
"3182";"(1.2,1.8]";"1995";"fucus_zone";"II-8";NA
"3186";"(1.2,1.8]";"1996";"fucus_zone";"II-8";NA
"3190";"(1.2,1.8]";"1997";"fucus_zone";"II-8";NA
"3194";"(1.2,1.8]";"1998";"fucus_zone";"II-8";840
"3198";"(1.2,1.8]";"1999";"fucus_zone";"II-8";NA
"3202";"(1.2,1.8]";"2000";"fucus_zone";"II-8";NA
"3206";"(1.2,1.8]";"2002";"fucus_zone";"II-8";NA
"3210";"(1.2,1.8]";"2004";"fucus_zone";"II-8";NA
"3214";"(1.2,1.8]";"1992";"high_beatch";"II-8";NA
"3218";"(1.2,1.8]";"1993";"high_beatch";"II-8";NA
"3222";"(1.2,1.8]";"1994";"high_beatch";"II-8";NA
"3226";"(1.2,1.8]";"1995";"high_beatch";"II-8";90
"3230";"(1.2,1.8]";"1996";"high_beatch";"II-8";NA
"3234";"(1.2,1.8]";"1997";"high_beatch";"II-8";NA
"3238";"(1.2,1.8]";"1998";"high_beatch";"II-8";NA
"3242";"(1.2,1.8]";"1999";"high_beatch";"II-8";NA
"3246";"(1.2,1.8]";"2000";"high_beatch";"II-8";NA
"3250";"(1.2,1.8]";"2002";"high_beatch";"II-8";30
"3254";"(1.2,1.8]";"2004";"high_beatch";"II-8";NA
"3258";"(1.2,1.8]";"1992";"low_beatch";"II-8";NA
"3262";"(1.2,1.8]";"1993";"low_beatch";"II-8";NA
"3266";"(1.2,1.8]";"1994";"low_beatch";"II-8";NA
"3270";"(1.2,1.8]";"1995";"low_beatch";"II-8";NA
"3274";"(1.2,1.8]";"1996";"low_beatch";"II-8";NA
"3278";"(1.2,1.8]";"1997";"low_beatch";"II-8";NA
