"year";"species";"region";"area";"code";"sample";"N.sqmeter"
2007;"Cerastoderma edule";"East Murman";"Yarnyshnaya";"YA";"21m3";0
2007;"Cerastoderma edule";"East Murman";"Yarnyshnaya";"YA";"22m1";0
2007;"Cerastoderma edule";"East Murman";"Yarnyshnaya";"YA";"22m2";0
2007;"Cerastoderma edule";"East Murman";"Yarnyshnaya";"YA";"22m3";30
2007;"Cerastoderma edule";"East Murman";"Yarnyshnaya";"YA";"23m1";0
2007;"Cerastoderma edule";"East Murman";"Yarnyshnaya";"YA";"23m2";0
2007;"Cerastoderma edule";"East Murman";"Yarnyshnaya";"YA";"23m3";0
2007;"Cerastoderma edule";"East Murman";"Yarnyshnaya";"YA";"24m1";0
2007;"Cerastoderma edule";"East Murman";"Yarnyshnaya";"YA";"24m2";0
2007;"Cerastoderma edule";"East Murman";"Yarnyshnaya";"YA";"24m3";30
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"1m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"1m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"1m3";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"2m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"2m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"2m3";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"3m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"3m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"3m3";30
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"4m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"4m2";30
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"4m3";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"5m1";30
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"5m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"5m3";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"6m1";60
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"6m2";30
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"6m3";30
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"7m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"7m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"7m3";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"8m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"8m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"8m3";30
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"9m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"9m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"9m3";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"10m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"10m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"10m3";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"11m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"11m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"11m3";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"12m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"12m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"12m3";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"13m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"13m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"13m3";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"14m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"14m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"14m3";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"15m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"15m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"15m3";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"16m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"16m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"16m3";30
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"17m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"17m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"17m3";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"18m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"18m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"18m3";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"19m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"19m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"19m3";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"20m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"20m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"20m3";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"21m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"21m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"21m3";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"22m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"22m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"22m3";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"23m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"23m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"23m3";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"24m1";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"24m2";0
2008;"Cerastoderma edule";"East Murman";"DZ";"DZ";"24m3";0
2008;"Cerastoderma edule";"East Murman";"Tryazhina";"TR";1;30
2008;"Cerastoderma edule";"East Murman";"Tryazhina";"TR";2;30
2008;"Cerastoderma edule";"East Murman";"Tryazhina";"TR";3;30
2008;"Cerastoderma edule";"East Murman";"Tryazhina";"TR";4;0
2008;"Cerastoderma edule";"East Murman";"Tryazhina";"TR";5;0
2008;"Cerastoderma edule";"East Murman";"Tryazhina";"TR";6;0
2008;"Cerastoderma edule";"East Murman";"Tryazhina";"TR";7;0
2008;"Cerastoderma edule";"East Murman";"Tryazhina";"TR";8;0
2008;"Cerastoderma edule";"East Murman";"Tryazhina";"TR";9;0
2008;"Cerastoderma edule";"East Murman";"Tryazhina";"TR";10;0
2008;"Cerastoderma edule";"East Murman";"Shelpino";"SH";1;20
2008;"Cerastoderma edule";"East Murman";"Shelpino";"SH";2;0
2008;"Cerastoderma edule";"East Murman";"Shelpino";"SH";3;0
2008;"Cerastoderma edule";"East Murman";"Shelpino";"SH";4;0
2008;"Cerastoderma edule";"East Murman";"Shelpino";"SH";5;0
2008;"Cerastoderma edule";"East Murman";"Shelpino";"SH";6;0
2008;"Cerastoderma edule";"East Murman";"Shelpino";"SH";7;0
2008;"Cerastoderma edule";"East Murman";"Shelpino";"SH";8;0
2008;"Cerastoderma edule";"East Murman";"Shelpino";"SH";9;0
2008;"Cerastoderma edule";"East Murman";"Shelpino";"SH";10;0
2008;"Cerastoderma edule";"East Murman";"Yarnyshnaya";"YA";"M-Ya1";0
2008;"Cerastoderma edule";"East Murman";"Yarnyshnaya";"YA";"M-Ya2";0
2008;"Cerastoderma edule";"East Murman";"Yarnyshnaya";"YA";"M-Ya3";0
2008;"Cerastoderma edule";"East Murman";"Yarnyshnaya";"YA";"M-Ya4";0
2008;"Cerastoderma edule";"East Murman";"Yarnyshnaya";"YA";"M-Ya5";0
2008;"Cerastoderma edule";"East Murman";"Yarnyshnaya";"YA";"M-Ya6";0
2008;"Cerastoderma edule";"East Murman";"Yarnyshnaya";"YA";"M-Ya7";30
2008;"Cerastoderma edule";"East Murman";"Yarnyshnaya";"YA";"M-Ya8";30
2008;"Cerastoderma edule";"East Murman";"Yarnyshnaya";"YA";"M-Ya9";60
2008;"Cerastoderma edule";"East Murman";"Yarnyshnaya";"YA";"M-Ya10";0
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"П IIIc 1";0
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"П IIIc 2";30
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"П IIIc 3";0
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"П IIc 1";30
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"П IIc 2";0
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"П IIc 3";0
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"П Ic 1";0
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"П Ic 2";30
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"П Ic 3";30
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"P 1";30
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"P 2";30
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"P 3";60
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"Л Ic 1";60
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"Л Ic 2";30
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"Л Ic 3";30
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"Л IIc 1";0
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"Л IIc 2";30
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"Л IIc 3";0
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"Л IIIc 1";30
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"Л IIIc 2";0
2009;"Cerastoderma edule";"East Murman";"DZ";"DZ";"Л IIIc 3";0
2010;"Cerastoderma edule";"West Murman";"Ura";"UR";1;360
2010;"Cerastoderma edule";"West Murman";"Ura";"UR";2;120
2010;"Cerastoderma edule";"West Murman";"Ura";"UR";3;450
2010;"Cerastoderma edule";"West Murman";"Ura";"UR";4;120
2010;"Cerastoderma edule";"West Murman";"Ura";"UR";5;360
2005;"Cerastoderma edule";"West Murman";"Pechenga";"PG";1;1
2008;"Cerastoderma edule";"Kola bay";"Abram";"AB";1;0
2005;"Cerastoderma edule";"Kola bay";"Nagornoe";"NG";1;0
2005;"Cerastoderma edule";"Kola bay";"Retinskoe";"RT";1;1
2008;"Cerastoderma edule";"East Murman";"Gavrilovo";"GV";1;0
2008;"Cerastoderma edule";"East Murman";"Ivanovskaya";"IV";1;0
2008;"Macoma balthica";"Kola bay";"Abram";"AB";6;2040
2008;"Macoma balthica";"Kola bay";"Abram";"AB";7;1640
2008;"Macoma balthica";"Kola bay";"Abram";"AB";8;1780
2008;"Macoma balthica";"Kola bay";"Abram";"AB";9;1640
2008;"Macoma balthica";"Kola bay";"Abram";"AB";10;1920
2008;"Macoma balthica";"Kola bay";"Abram";"AB";1;880
2008;"Macoma balthica";"Kola bay";"Abram";"AB";2;60
2008;"Macoma balthica";"Kola bay";"Abram";"AB";3;480
2008;"Macoma balthica";"Kola bay";"Abram";"AB";4;140
2008;"Macoma balthica";"Kola bay";"Abram";"AB";5;1140
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"I-1";0
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"I-2";0
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"I-3";60
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"II-1";30
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"II-2";0
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"II-3";30
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"III-1";150
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"III-2";60
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"III-3";0
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"IV-1";60
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"IV-2";60
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"IV-3";120
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"mr11";10
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"mr13";40
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"mr14";30
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"mr15";60
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"mr16";10
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"mr18";20
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"mr19";40
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"mr6";50
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"mr8";40
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"mr9";40
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"V-1";60
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"V-2";60
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"V-3";60
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"VI-1";60
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"VI-2";60
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"VI-3";0
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"VII-1";180
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"VII-2";60
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"VII-3";30
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"VIII-1";180
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"VIII-2";30
2002;"Macoma balthica";"East Murman";"DZ";"DZ";"VIII-3";90
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"I-1";0
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"I-2";60
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"I-3";0
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"II-1";30
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"II-2";0
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"II-3";0
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"III-1";30
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"III-2";180
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"III-3";60
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"IV-1";60
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"IV-2";0
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"IV-3";20
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"mr11";0
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"mr13";0
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"mr14";0
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"mr15";0
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"mr16";0
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"mr18";0
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"mr19";80
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"mr20";100
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"mr21";10
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"mr22";10
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"mr25";10
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"mr6";0
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"mr8";0
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"mr9";0
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"V-1";30
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"V-2";60
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"V-3";0
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"VI-1";30
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"VI-2";120
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"VI-3";30
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"VII-1";90
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"VII-2";120
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"VII-3";120
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"VIII-1";0
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"VIII-2";0
2003;"Macoma balthica";"East Murman";"DZ";"DZ";"VIII-3";30
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"I-1";60
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"I-2";30
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"I-3";90
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"II-1";0
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"II-2";0
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"II-3";0
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"III-1";120
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"III-2";60
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"III-3";30
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"M-1";10
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"M-11";10
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"M-13";80
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"M-14";30
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"M-16";30
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"M-17";10
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"M-18";10
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"M-19";60
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"M-2";10
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"M-20";50
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"M-21";20
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"M-22";80
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"M-23";30
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"M-24";10
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"M-3";10
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"M-4";30
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"M-6";30
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"M-7";10
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"M-8";30
2004;"Macoma balthica";"East Murman";"DZ";"DZ";"M-9";0
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"I-1";30
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"I-2";30
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"I-3";0
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"II-1";30
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"II-2";0
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"II-3";0
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"III-1";30
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"III-2";90
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"III-3";90
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-10";20
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-11";10
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-13";30
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-14";70
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-15";60
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-16";20
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-18";10
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-19";30
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-20";40
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-21";70
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-22";30
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-23";30
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-24";20
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-25";10
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-3";20
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-4";10
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-5";10
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-6";50
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-7";10
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-8";40
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-9";10
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"I-2";30
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"II-2";30
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"II-3";60
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"III-1";60
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"III-2";120
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"III-3";60
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-1";10
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-11";30
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-13";90
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-14";10
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-15";70
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-16";60
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-17";20
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-18";40
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-19";10
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-2";20
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-20";110
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-21";50
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-22";60
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-23";10
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-24";20
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-25";40
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-3";10
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-5";30
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-6";10
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-7";10
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-8";0
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-9";10
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"10m2";60
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"10m3";90
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"11m1";60
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"11m3";120
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"12m1";60
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"12m2";30
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"12m3";90
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"1m1";60
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"1m3";90
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"2m1";90
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"2m2";90
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"2m3";60
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"3m1";150
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"3m2";90
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"4m1";60
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"4m2";90
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"5m1";30
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"5m3";30
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"6m2";90
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"6m3";30
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"7m1";30
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"7m3";120
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"8m2";30
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"8m3";60
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"9m1";60
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"9m2";60
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"9m3";30
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"I-1";150
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"I-2";30
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"II-2";30
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"III-1";30
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"III-2";150
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"III-3";120
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"13m1";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"13m2";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"13m3";90
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"14m1";90
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"14m2";120
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"14m3";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"15m1";180
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"15m3";120
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"16m3";60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"17m1";60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"17m2";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"17m3";90
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"18m1";60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"18m3";120
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"19m1";90
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"19m2";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"19m3";60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"20m2";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"20m3";60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"21m1";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"21m2";150
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"21m3";120
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"22m1";180
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"22m2";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"22m3";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"23m1";90
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"23m2";60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"23m3";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"24m1";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"24m2";30
2008;"Macoma balthica";"East Murman";"Gavrilovo";"GV";6;30
2008;"Macoma balthica";"East Murman";"Gavrilovo";"GV";7;60
2008;"Macoma balthica";"East Murman";"Gavrilovo";"GV";8;0
2008;"Macoma balthica";"East Murman";"Gavrilovo";"GV";9;0
2008;"Macoma balthica";"East Murman";"Gavrilovo";"GV";10;30
2008;"Macoma balthica";"East Murman";"Gavrilovo";"GV";1;90
2008;"Macoma balthica";"East Murman";"Gavrilovo";"GV";2;150
2008;"Macoma balthica";"East Murman";"Gavrilovo";"GV";3;120
2008;"Macoma balthica";"East Murman";"Gavrilovo";"GV";4;120
2008;"Macoma balthica";"East Murman";"Gavrilovo";"GV";5;210
